data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-03-12 00:00:00,1000.0,84,26.0,23.5,86,18.63,30,3,299.1,353.7,302.5,NaN
2026-03-12 00:00:00,960.0,445,23.8,22.4,92,18.19,355,10,300.4,354.0,303.7,NaN
2026-03-12 00:00:00,925.0,774,21.8,21.5,98,17.80,5,17,301.6,354.3,304.8,NaN
2026-03-12 00:00:00,922.0,802,21.6,21.4,99,17.75,6,17,301.7,354.2,304.9,NaN
2026-03-12 00:00:00,872.0,1287,21.2,16.2,73,13.46,28,21,306.1,346.8,308.6,NaN
2026-03-12 00:00:00,867.0,1337,20.8,16.1,74,13.42,30,21,306.2,346.7,308.6,NaN
2026-03-12 00:00:00,850.0,1508,19.4,15.6,79,13.29,40,19,306.4,346.6,308.9,NaN
2026-03-12 00:00:00,793.0,2101,16.0,12.8,81,11.83,75,15,308.9,345.1,311.1,NaN
2026-03-12 00:00:00,750.0,2577,13.2,10.5,84,10.74,50,10,310.9,344.1,312.9,NaN
2026-03-12 00:00:00,715.0,2978,11.0,7.0,77,8.88,75,18,312.7,340.5,314.4,NaN
2026-03-12 00:00:00,703.0,3120,10.2,5.8,74,8.29,79,16,313.4,339.4,314.9,NaN
2026-03-12 00:00:00,700.0,3156,10.2,5.3,72,8.04,80,16,313.8,339.1,315.3,NaN
2026-03-12 00:00:00,691.0,3264,10.4,4.4,66,7.65,84,16,315.1,339.4,316.6,NaN
2026-03-12 00:00:00,663.0,3607,9.0,2.0,62,6.71,95,16,317.3,338.9,318.6,NaN
2026-03-12 00:00:00,641.0,3883,6.9,1.5,69,6.71,80,13,318.0,339.6,319.3,NaN
2026-03-12 00:00:00,620.0,4156,4.8,1.0,77,6.70,100,10,318.6,340.3,319.9,NaN
2026-03-12 00:00:00,589.0,4575,1.6,0.3,91,6.69,72,7,319.6,341.3,320.9,NaN
2026-03-12 00:00:00,516.0,5631,-3.6,-7.9,72,4.11,0,0,325.6,339.6,326.5,NaN
2026-03-12 00:00:00,512.0,5693,-3.9,-8.4,71,3.98,14,0,326.0,339.6,326.8,NaN
2026-03-12 00:00:00,500.0,5880,-5.1,-8.0,80,4.21,55,2,326.8,341.1,327.6,NaN
2026-03-12 00:00:00,476.0,6265,-7.4,-10.4,79,3.67,65,11,328.6,341.2,329.3,NaN
2026-03-12 00:00:00,462.0,6499,-8.8,-11.8,79,3.37,80,14,329.6,341.4,330.3,NaN
2026-03-12 00:00:00,449.0,6722,-10.1,-13.2,78,3.10,91,12,330.7,341.5,331.3,NaN
2026-03-12 00:00:00,445.0,6791,-10.1,-13.2,78,3.13,95,12,331.5,342.5,332.1,NaN
2026-03-12 00:00:00,433.0,7002,-11.3,-13.9,81,3.03,65,13,332.5,343.2,333.1,NaN
2026-03-12 00:00:00,413.0,7366,-13.5,-15.2,87,2.86,68,11,334.3,344.5,334.9,NaN
2026-03-12 00:00:00,400.0,7610,-14.3,-18.1,73,2.31,70,10,336.3,344.7,336.8,NaN
