PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1002.0,84,27.2,24.3,84,19.53,0,0,300.2,357.7,303.7
1000.0,99,26.8,23.9,84,19.09,325,2,299.9,356.1,303.4
981.0,269,24.8,22.2,85,17.51,339,3,299.6,351.0,302.7
966.0,405,25.4,19.4,69,14.91,349,4,301.5,345.6,304.2
925.0,786,23.6,17.6,69,13.88,20,6,303.4,344.9,306.0
850.0,1521,18.8,15.7,82,13.37,50,8,305.8,346.2,308.3
766.0,2407,12.6,12.6,100,12.11,37,8,308.4,345.3,310.6
700.0,3160,9.0,7.7,92,9.51,25,8,312.4,342.1,314.2
625.0,4091,3.0,3.0,100,7.66,240,2,315.8,340.2,317.3
620.0,4156,3.6,1.8,88,7.08,226,4,317.2,340.0,318.6
604.0,4367,2.6,0.7,87,6.71,180,10,318.5,340.2,319.8
555.0,5050,-0.6,-2.9,84,5.59,210,13,322.5,341.0,323.6
550.0,5123,-0.9,-3.3,84,5.48,207,14,323.0,341.1,324.0
545.0,5196,-0.3,-6.3,64,4.41,205,15,324.5,339.4,325.4
536.0,5328,-1.2,-6.1,69,4.55,200,16,324.9,340.3,325.8
513.0,5677,-3.7,-5.6,87,4.94,213,19,326.1,342.7,327.0
500.0,5880,-4.5,-7.1,82,4.52,220,20,327.5,342.9,328.4
478.0,6234,-5.8,-11.3,65,3.39,245,13,330.1,341.9,330.7
474.0,6300,-6.1,-12.1,63,3.21,243,13,330.5,341.8,331.2
469.0,6383,-6.5,-10.3,74,3.75,241,13,331.1,344.1,331.8
452.0,6671,-7.3,-21.3,32,1.55,232,14,333.6,339.3,333.9
448.0,6739,-7.9,-20.9,34,1.62,230,14,333.7,339.6,334.0
420.0,7237,-12.1,-18.1,61,2.20,230,6,334.5,342.5,334.9
400.0,7610,-12.9,-23.9,39,1.40,270,7,338.1,343.4,338.4
398.0,7648,-13.1,-25.1,36,1.26,272,7,338.4,343.1,338.6
384.0,7919,-15.5,-26.8,37,1.12,290,10,338.7,343.0,338.9
377.0,8059,-16.7,-27.7,38,1.05,297,11,338.9,342.9,339.1
370.0,8199,-17.5,-43.5,8,0.22,304,13,339.6,340.6,339.7
356.0,8487,-19.7,-50.7,5,0.10,319,16,340.4,340.9,340.5
342.0,8779,-22.4,-47.2,9,0.16,335,19,340.7,341.4,340.8
318.0,9307,-27.2,-40.8,26,0.34,320,12,341.2,342.6,341.2
300.0,9730,-31.1,-35.7,64,0.61,260,5,341.4,343.9,341.6
298.0,9777,-31.5,-35.6,67,0.62,249,5,341.5,344.0,341.6
292.0,9921,-32.4,-36.8,64,0.56,215,3,342.3,344.5,342.4
283.0,10142,-33.7,-38.7,61,0.48,176,8,343.4,345.4,343.5
277.0,10291,-34.9,-40.3,58,0.41,150,11,343.8,345.6,343.9
268.0,10522,-36.7,-42.7,54,0.33,148,16,344.4,345.8,344.5
250.0,11000,-40.5,-44.5,65,0.29,145,25,345.7,346.9,345.8
222.0,11791,-47.4,-50.1,74,0.18,120,26,347.1,347.9,347.1
206.0,12289,-51.7,-53.6,80,0.13,124,22,347.8,348.4,347.8
204.0,12352,-52.2,-54.5,76,0.11,125,22,348.0,348.5,348.0
201.0,12448,-52.9,-55.9,70,0.10,132,23,348.3,348.8,348.4
200.0,12480,-53.1,-58.1,54,0.07,135,23,348.5,348.9,348.5
199.0,12512,-53.3,-62.3,33,0.04,136,24,348.7,348.9,348.7
196.0,12609,-54.1,-62.0,37,0.05,140,25,348.9,349.1,348.9
191.0,12775,-55.5,-61.5,47,0.05,137,27,349.3,349.5,349.3
180.0,13147,-58.8,-64.8,46,0.03,130,32,349.8,350.0,349.8
171.0,13469,-61.7,-67.7,45,0.02,143,28,350.2,350.4,350.2
156.0,14032,-64.9,-75.9,21,0.01,165,22,354.1,354.1,354.1
150.0,14270,-66.5,-76.5,23,0.01,175,19,355.3,355.4,355.3
144.0,14513,-68.6,-76.5,31,0.01,195,13,355.8,355.9,355.8
132.0,15031,-73.1,-76.4,61,0.01,263,6,356.8,356.8,356.8
