PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
130.0,15120,-73.8,-77.5,57,0.01,275,5,357.0,357.1,357.0
125.0,15348,-75.7,-80.4,48,0.01,340,10,357.7,357.7,357.7
118.0,15674,-77.9,-82.9,44,0.00,255,13,359.6,359.6,359.6
105.0,16334,-82.3,-88.0,38,0.00,220,27,363.4,363.4,363.4
100.0,16610,-84.1,-90.1,35,0.00,215,20,365.0,365.0,365.0
97.0,16780,-82.6,-89.4,30,0.00,245,7,371.2,371.2,371.2
96.5,16808,-82.3,-89.3,30,0.00,255,7,372.2,372.2,372.2
91.0,17132,-83.5,-89.9,33,0.00,5,7,376.2,376.2,376.2
83.0,17640,-85.3,-90.8,38,0.00,175,12,382.4,382.4,382.4
79.0,17913,-86.3,-91.2,41,0.00,125,22,385.8,385.8,385.8
75.4,18170,-87.3,-91.7,45,0.00,104,26,389.0,389.0,389.0
74.0,18272,-87.8,-92.7,41,0.00,95,28,390.0,390.0,390.0
73.7,18294,-87.9,-92.9,40,0.00,95,28,390.2,390.2,390.2
71.0,18501,-82.2,-90.9,22,0.00,70,22,406.5,406.5,406.5
70.0,18580,-80.1,-90.1,18,0.00,70,20,412.7,412.7,412.7
69.0,18663,-78.4,-89.8,14,0.00,70,20,418.1,418.1,418.1
66.0,18920,-73.1,-88.8,8,0.00,50,13,435.0,435.0,435.0
65.8,18938,-72.7,-88.7,7,0.00,51,13,436.2,436.2,436.2
64.0,19100,-73.2,-89.0,8,0.00,65,11,438.7,438.7,438.7
61.0,19381,-73.9,-89.4,8,0.00,100,14,443.0,443.0,443.0
57.0,19778,-75.0,-90.0,8,0.00,85,22,449.2,449.2,449.2
56.7,19809,-75.1,-90.1,8,0.00,86,22,449.7,449.7,449.7
53.0,20205,-73.2,-89.8,7,0.00,100,22,462.9,462.9,462.9
52.1,20305,-72.7,-89.7,6,0.00,97,25,466.3,466.3,466.3
50.0,20550,-68.1,-89.1,4,0.00,90,31,482.6,482.6,482.6
48.0,20797,-65.1,-89.1,2,0.00,84,36,495.4,495.4,495.4
45.0,21188,-66.0,-89.5,3,0.00,75,44,502.3,502.4,502.3
43.0,21463,-66.7,-89.7,3,0.00,80,49,507.3,507.3,507.3
37.0,22392,-62.5,-88.6,2,0.00,95,65,540.3,540.4,540.3
36.7,22442,-62.3,-88.5,2,0.00,95,65,542.2,542.2,542.2
34.0,22914,-60.1,-87.9,2,0.01,100,57,559.7,559.8,559.7
30.5,23586,-57.1,-87.1,1,0.01,91,50,585.6,585.7,585.6
30.0,23690,-57.3,-87.3,1,0.01,90,49,587.8,587.9,587.8
27.4,24261,-58.5,-87.5,1,0.01,103,52,599.9,600.0,599.9
27.0,NaN,NaN,NaN,NaN,NaN,105,53,NaN,NaN,NaN
