PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1002.0,84,27.2,22.6,76,17.57,40,4,300.2,351.9,303.3
1000.0,103,26.6,22.3,77,17.28,45,8,299.8,350.5,302.9
978.0,299,25.5,21.2,77,16.55,65,14,300.6,349.3,303.5
945.0,601,23.8,19.6,77,15.46,70,17,301.8,347.6,304.6
925.0,789,22.8,18.6,77,14.80,80,16,302.6,346.6,305.3
870.0,1322,19.3,16.6,84,13.82,70,13,304.3,345.8,306.9
850.0,1524,18.0,15.8,87,13.46,80,14,305.0,345.4,307.4
748.0,2601,11.4,10.7,95,10.93,125,13,309.2,342.8,311.2
702.0,3136,8.2,8.2,100,9.81,173,8,311.3,341.7,313.1
700.0,3160,8.0,8.0,100,9.71,175,8,311.3,341.4,313.1
684.0,3351,8.0,5.7,86,8.48,200,13,313.4,340.0,315.0
679.0,3412,8.0,5.0,81,8.12,200,13,314.0,339.6,315.6
581.0,4680,1.5,-2.6,74,5.48,195,11,320.8,338.8,321.8
556.0,5038,-0.3,-4.7,72,4.88,205,10,322.7,338.9,323.6
527.0,5464,-3.1,-6.1,80,4.63,255,5,324.3,339.8,325.2
508.0,5755,-3.7,-12.9,49,2.79,290,1,327.0,336.8,327.6
500.0,5880,-3.9,-15.9,39,2.23,345,2,328.2,336.1,328.7
498.0,5912,-4.1,-18.1,33,1.86,340,3,328.4,335.0,328.7
494.0,5975,-4.5,-15.5,42,2.33,329,4,328.6,336.9,329.1
481.0,6184,-5.5,-18.9,34,1.79,295,10,329.9,336.3,330.2
452.0,6671,-7.9,-26.9,20,0.94,298,17,332.8,336.4,333.0
400.0,7610,-14.5,-28.5,29,0.92,305,30,336.1,339.6,336.2
385.0,7896,-16.6,-33.0,23,0.62,310,34,337.0,339.4,337.1
352.0,8566,-21.5,-43.5,12,0.23,320,32,339.1,340.1,339.2
322.0,9214,-27.5,-46.0,16,0.19,330,31,339.6,340.4,339.7
318.0,9305,-28.3,-46.3,16,0.19,327,29,339.7,340.5,339.7
304.0,9626,-30.8,-43.4,28,0.27,315,22,340.6,341.7,340.6
300.0,9720,-31.5,-42.5,33,0.30,315,23,340.9,342.1,340.9
265.0,10581,-39.3,-43.3,66,0.32,330,12,341.8,343.1,341.9
259.0,10740,-40.7,-43.4,75,0.32,306,8,341.9,343.3,342.0
250.0,10980,-42.3,-49.3,46,0.17,270,3,343.0,343.8,343.1
239.0,11283,-43.9,-60.9,13,0.04,271,2,345.1,345.3,345.1
214.0,12018,-48.5,-64.5,14,0.03,275,1,349.0,349.1,349.0
211.0,12111,-49.3,-64.5,15,0.03,275,1,349.1,349.2,349.1
200.0,12460,-52.5,-64.5,22,0.03,270,3,349.5,349.6,349.5
187.0,12885,-56.1,-65.8,28,0.03,310,12,350.5,350.6,350.5
178.0,13197,-58.7,-66.8,34,0.03,275,17,351.2,351.3,351.2
172.0,13413,-60.5,-67.5,39,0.03,275,21,351.6,351.8,351.6
164.0,13704,-62.7,-71.0,31,0.02,275,26,352.8,352.9,352.8
150.0,14250,-66.7,-77.7,20,0.01,315,33,355.0,355.0,355.0
148.0,14331,-67.3,-79.3,17,0.01,317,34,355.3,355.4,355.3
146.0,14412,-68.0,-79.2,19,0.01,320,36,355.6,355.6,355.6
130.0,15103,-73.5,-78.5,46,0.01,304,29,357.6,357.7,357.6
119.0,15616,-77.7,-82.5,46,0.00,292,24,359.1,359.1,359.1
113.0,15909,-79.4,-84.5,43,0.00,285,21,361.3,361.3,361.3
111.0,16010,-79.9,-85.2,42,0.00,280,14,362.1,362.1,362.1
108.0,16165,-80.8,-86.3,40,0.00,250,6,363.2,363.3,363.2
100.0,16600,-83.3,-89.3,35,0.00,205,17,366.5,366.6,366.5
96.9,16775,-84.7,-90.7,35,0.00,195,17,367.1,367.1,367.1
96.0,16826,-84.8,-90.8,34,0.00,180,14,367.9,368.0,367.9
93.0,17000,-85.0,-91.0,34,0.00,0,0,370.8,370.8,370.8
80.0,17828,-86.3,-92.3,34,0.00,100,4,384.4,384.4,384.4
78.6,17925,-86.5,-92.5,34,0.00,116,8,386.0,386.0,386.0
77.0,18037,-86.1,-92.5,31,0.00,135,13,389.2,389.2,389.2
74.8,18196,-85.5,-92.5,28,0.00,111,18,393.6,393.6,393.6
72.0,18411,-80.1,-90.5,17,0.00,80,25,409.4,409.4,409.4
71.0,18490,-78.1,-89.8,14,0.00,65,19,415.3,415.3,415.3
70.0,18570,-76.1,-89.1,11,0.00,25,11,421.3,421.3,421.3
67.0,18826,-74.4,-89.4,8,0.00,330,11,430.2,430.2,430.2
64.0,19093,-72.6,-89.8,6,0.00,280,5,439.8,439.8,439.8
62.8,19203,-71.9,-89.9,5,0.00,247,9,443.8,443.8,443.8
62.0,19278,-72.2,-89.9,6,0.00,225,11,444.8,444.8,444.8
59.0,19569,-73.3,-89.9,7,0.00,215,20,448.7,448.7,448.7
57.4,19731,-73.9,-89.9,7,0.00,190,20,450.8,450.8,450.8
55.0,19981,-73.3,-90.0,6,0.00,150,19,457.6,457.6,457.6
50.0,20540,-72.1,-90.1,5,0.00,120,24,473.2,473.2,473.2
47.0,20903,-72.3,-90.8,5,0.00,100,33,481.1,481.1,481.1
44.3,21250,-72.5,-91.5,4,0.00,92,37,488.9,488.9,488.9
42.0,21570,-70.5,-91.3,3,0.00,85,41,501.2,501.2,501.2
41.0,21715,-69.7,-91.2,3,0.00,95,36,506.8,506.9,506.8
39.0,22016,-67.8,-91.0,2,0.00,105,50,518.7,518.8,518.7
33.5,22929,-62.3,-90.3,1,0.00,91,67,556.4,556.4,556.4
33.1,23004,-62.2,-90.3,1,0.00,90,68,558.5,558.5,558.5
33.0,23022,-62.2,-90.3,1,0.00,90,68,559.0,559.0,559.0
30.0,23610,-61.7,-90.7,1,0.00,85,66,575.9,575.9,575.9
29.6,23693,-61.7,-90.7,1,0.00,NaN,NaN,578.1,578.1,578.1
