data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-02-21 00:00:00,1000.0,84,26.6,23.1,81,18.17,50,2,299.8,353.1,303.0,NaN
2026-02-21 00:00:00,994.0,138,27.4,22.8,76,17.94,51,3,301.1,354.1,304.3,NaN
2026-02-21 00:00:00,952.0,521,24.9,21.1,80,16.88,55,11,302.2,352.3,305.3,NaN
2026-02-21 00:00:00,925.0,777,23.2,20.0,82,16.19,35,12,303.0,351.2,306.0,NaN
2026-02-21 00:00:00,907.0,948,22.5,18.3,77,14.84,30,12,304.0,348.4,306.7,NaN
2026-02-21 00:00:00,856.0,1451,20.4,13.4,64,11.41,52,12,306.9,341.6,309.0,NaN
2026-02-21 00:00:00,850.0,1512,19.8,12.8,64,11.04,55,12,306.9,340.4,308.9,NaN
2026-02-21 00:00:00,783.0,2214,14.7,12.1,84,11.43,95,12,308.7,343.6,310.8,NaN
2026-02-21 00:00:00,777.0,2280,14.2,12.0,87,11.47,95,12,308.8,343.9,311.0,NaN
2026-02-21 00:00:00,731.0,2793,12.3,7.3,71,8.86,95,16,312.2,339.9,313.9,NaN
2026-02-21 00:00:00,710.0,3038,11.4,5.1,65,7.81,90,14,313.8,338.5,315.3,NaN
2026-02-21 00:00:00,700.0,3157,11.0,4.0,62,7.33,85,14,314.6,337.9,316.0,NaN
2026-02-21 00:00:00,695.0,3216,10.6,3.8,63,7.30,70,11,314.8,338.0,316.2,NaN
2026-02-21 00:00:00,672.0,3493,8.7,3.1,68,7.15,95,16,315.8,338.6,317.1,NaN
2026-02-21 00:00:00,648.0,3793,6.7,2.2,73,6.98,55,11,316.8,339.1,318.1,NaN
2026-02-21 00:00:00,618.0,4183,4.0,1.1,81,6.77,70,14,318.0,339.9,319.3,NaN
2026-02-21 00:00:00,609.0,4304,3.2,0.8,84,6.70,82,14,318.4,340.1,319.7,NaN
2026-02-21 00:00:00,600.0,4423,2.5,0.2,84,6.51,95,14,319.0,340.1,320.3,NaN
2026-02-21 00:00:00,582.0,4667,1.2,-1.1,85,6.12,95,12,320.3,340.3,321.5,NaN
2026-02-21 00:00:00,564.0,4918,-0.1,-2.4,85,5.73,60,11,321.6,340.4,322.7,NaN
2026-02-21 00:00:00,544.0,5207,-1.7,-3.9,85,5.32,75,12,323.0,340.7,324.1,NaN
2026-02-21 00:00:00,503.0,5833,-5.1,-7.1,86,4.49,70,9,326.2,341.4,327.1,NaN
2026-02-21 00:00:00,500.0,5880,-5.5,-7.6,85,4.34,70,9,326.3,341.0,327.1,NaN
2026-02-21 00:00:00,486.0,6102,-6.5,-13.5,58,2.79,77,11,327.7,337.4,328.2,NaN
2026-02-21 00:00:00,475.0,6281,-7.9,-8.9,93,4.13,83,12,328.1,342.3,328.9,NaN
2026-02-21 00:00:00,471.0,6346,-8.1,-10.3,84,3.73,85,13,328.7,341.6,329.4,NaN
2026-02-21 00:00:00,456.0,6597,-8.7,-15.7,57,2.48,95,13,331.0,339.8,331.5,NaN
2026-02-21 00:00:00,452.0,6665,-9.3,-13.3,73,3.05,97,13,331.1,341.8,331.7,NaN
2026-02-21 00:00:00,448.0,6734,-9.6,-14.3,69,2.83,100,13,331.5,341.5,332.1,NaN
2026-02-21 00:00:00,434.0,6978,-10.8,-18.0,55,2.15,130,11,333.1,340.8,333.5,NaN
2026-02-21 00:00:00,430.0,7050,-11.1,-19.1,52,1.98,128,11,333.5,340.7,333.9,NaN
2026-02-21 00:00:00,419.0,7248,-12.7,-16.2,75,2.59,121,11,333.9,343.2,334.5,NaN
2026-02-21 00:00:00,400.0,7600,-15.1,-21.1,60,1.79,110,10,335.3,341.8,335.6,NaN
2026-02-21 00:00:00,395.0,7695,-15.5,-23.5,50,1.46,108,10,336.0,341.4,336.3,NaN
2026-02-21 00:00:00,385.0,7888,-16.9,-23.1,58,1.55,105,10,336.6,342.4,337.0,NaN
2026-02-21 00:00:00,382.0,7947,-17.3,-23.0,61,1.58,125,10,336.9,342.8,337.2,NaN
2026-02-21 00:00:00,369.0,8206,-19.1,-22.5,74,1.72,135,5,337.8,344.2,338.1,NaN
2026-02-21 00:00:00,362.0,8350,-20.1,-22.2,83,1.79,140,7,338.3,344.9,338.7,NaN
2026-02-21 00:00:00,356.0,8474,-20.7,-26.7,59,1.22,145,9,339.1,343.7,339.4,NaN
