PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,84,25.2,23.1,88,18.11,80,1,298.1,350.9,301.3
1000.0,114,25.0,23.0,89,18.05,350,2,298.1,350.8,301.4
967.0,408,24.0,21.1,84,16.59,40,10,300.0,348.7,303.0
925.0,798,22.6,18.6,78,14.80,50,23,302.4,346.4,305.1
919.0,855,22.8,18.0,74,14.34,50,24,303.2,345.9,305.8
867.0,1360,19.2,16.7,85,13.95,45,30,304.5,346.4,307.1
850.0,1532,18.0,16.2,89,13.82,45,28,305.0,346.5,307.5
781.0,2252,13.2,12.9,99,12.15,55,25,307.3,344.2,309.5
776.0,2307,12.8,12.7,99,12.03,57,25,307.4,344.0,309.7
753.0,2560,11.6,11.4,99,11.37,68,22,308.8,343.6,310.9
716.0,2980,9.9,8.0,87,9.45,85,19,311.4,340.8,313.2
700.0,3169,9.2,6.4,83,8.69,80,18,312.6,339.8,314.3
680.0,3410,8.6,4.7,76,7.94,68,18,314.6,339.7,316.1
675.0,3471,8.6,4.2,74,7.69,65,18,315.2,339.7,316.7
670.0,3533,8.6,3.6,71,7.45,67,17,315.9,339.7,317.3
623.0,4124,5.3,0.6,72,6.46,85,12,318.7,339.7,319.9
602.0,4402,3.7,-0.8,73,6.03,90,12,320.0,339.7,321.2
584.0,4649,2.3,-2.0,73,5.67,70,16,321.2,339.9,322.3
545.0,5210,-0.9,-4.9,74,4.91,75,18,323.8,340.2,324.8
524.0,5529,-2.7,-6.5,75,4.51,95,21,325.3,340.5,326.2
500.0,5900,-5.5,-6.1,96,4.88,75,21,326.3,342.7,327.2
479.0,6234,-7.5,-7.5,100,4.57,58,20,327.8,343.4,328.7
470.0,6380,-8.6,-8.6,100,4.27,50,19,328.2,342.8,329.1
451.0,6698,-11.0,-11.0,100,3.67,45,18,329.1,341.8,329.8
446.0,6784,-11.7,-11.7,100,3.52,35,17,329.3,341.5,330.0
438.0,6921,-12.2,-13.2,92,3.17,20,15,330.3,341.4,331.0
419.0,7259,-13.5,-17.0,75,2.42,42,15,332.9,341.6,333.4
412.0,7386,-13.1,-19.1,61,2.06,50,16,335.0,342.5,335.4
400.0,7610,-14.5,-19.5,66,2.05,65,16,336.1,343.6,336.5
397.0,7667,-14.8,-20.3,63,1.94,65,16,336.4,343.5,336.8
385.0,7897,-16.0,-23.4,53,1.52,45,16,337.8,343.5,338.1
364.0,8319,-18.1,-29.1,38,0.95,57,19,340.4,344.1,340.6
361.0,8381,-18.5,-29.5,37,0.92,59,19,340.7,344.3,340.9
351.0,8588,-20.3,-28.9,46,1.01,65,21,341.0,344.9,341.2
331.0,9020,-24.1,-27.6,73,1.20,60,15,341.6,346.2,341.8
329.0,9065,-24.5,-27.5,76,1.22,62,14,341.6,346.3,341.9
316.0,9357,-26.5,-30.1,72,1.00,72,10,342.8,346.7,343.0
307.0,9565,-27.9,-38.9,34,0.43,80,6,343.7,345.4,343.8
304.0,9635,-28.5,-34.5,56,0.68,82,5,343.8,346.5,343.9
301.0,9706,-29.1,-35.1,56,0.65,85,4,343.9,346.5,344.1
300.0,9730,-29.3,-35.3,56,0.64,110,4,344.0,346.5,344.1
278.0,10272,-34.1,-36.6,78,0.60,126,9,344.6,347.0,344.7
272.0,10423,-35.3,-38.7,71,0.50,130,11,345.0,347.1,345.1
250.0,11010,-39.9,-46.9,47,0.22,135,13,346.6,347.6,346.7
241.0,11258,-41.9,-49.9,41,0.17,140,10,347.3,348.0,347.3
233.0,11486,-43.7,-52.7,36,0.12,160,12,347.9,348.4,347.9
231.0,11543,-44.2,-53.0,37,0.12,165,12,348.0,348.5,348.0
215.0,12017,-48.5,-55.4,44,0.10,145,13,348.6,349.0,348.6
207.0,12267,-50.7,-56.7,49,0.09,148,14,348.9,349.3,348.9
200.0,12490,-52.5,-57.5,55,0.08,150,15,349.5,349.8,349.5
184.0,13011,-57.0,-61.4,57,0.05,150,17,350.6,350.9,350.7
175.0,13324,-59.6,-63.7,59,0.04,145,15,351.3,351.5,351.3
165.0,13691,-62.8,-66.4,62,0.03,165,14,352.0,352.1,352.0
154.0,14122,-66.5,-69.6,65,0.02,161,13,352.7,352.8,352.7
150.0,14280,-67.7,-71.8,56,0.02,160,12,353.3,353.4,353.3
126.0,15305,-76.3,-81.1,47,0.00,169,4,355.8,355.8,355.8
124.0,15395,-76.8,-81.6,47,0.00,170,3,356.5,356.5,356.5
100.0,16610,-83.5,-87.9,47,0.00,75,23,366.2,366.2,366.2
97.0,16778,-84.5,-88.9,46,0.00,70,24,367.5,367.5,367.5
91.0,17130,-86.5,-90.9,45,0.00,90,27,370.2,370.2,370.2
88.2,17303,-82.5,-88.5,36,0.00,83,28,381.5,381.5,381.5
86.7,17399,-82.5,-87.5,42,0.00,79,29,383.4,383.4,383.4
80.0,17844,-86.4,-90.1,52,0.00,60,31,384.3,384.3,384.3
79.5,17879,-86.7,-90.3,52,0.00,61,31,384.4,384.4,384.4
74.9,18204,-87.7,-92.3,43,0.00,76,32,388.9,388.9,388.9
72.0,18423,-82.9,-90.1,29,0.00,85,32,403.4,403.4,403.4
70.0,18580,-79.5,-88.5,22,0.00,75,37,414.0,414.0,414.0
67.6,18780,-75.3,-88.3,12,0.00,75,26,427.2,427.2,427.2
65.0,19011,-74.1,-88.4,10,0.00,75,13,434.6,434.7,434.6
64.0,19102,-73.6,-88.5,9,0.00,65,8,437.6,437.6,437.6
54.9,20005,-68.9,-88.9,4,0.00,112,26,468.0,468.1,468.0
51.0,20442,-71.4,-89.8,5,0.00,135,34,472.1,472.1,472.1
50.0,20560,-72.1,-90.1,5,0.00,125,32,473.2,473.2,473.2
49.4,20631,-72.3,-90.3,5,0.00,123,31,474.3,474.4,474.3
46.0,21057,-70.4,-90.3,4,0.00,110,28,488.8,488.8,488.8
43.0,21459,-68.5,-90.3,3,0.00,120,47,502.8,502.8,502.8
40.0,21890,-66.6,-90.3,2,0.00,95,53,518.2,518.2,518.2
39.6,21950,-66.3,-90.3,2,0.00,95,53,520.4,520.4,520.4
34.0,22875,-66.0,-90.8,2,0.00,90,50,544.4,544.5,544.4
33.1,23037,-65.9,-90.9,2,0.00,90,56,548.8,548.8,548.8
31.0,23440,-60.9,-89.8,1,0.00,90,71,572.5,572.6,572.5
30.9,23460,-60.7,-89.7,1,0.00,NaN,NaN,573.7,573.8,573.7
30.5,23541,-61.1,-89.1,1,0.00,NaN,NaN,574.8,574.8,574.8
