PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,84,24.4,23.7,96,18.80,40,4,297.3,351.9,300.6
1000.0,107,24.2,23.4,95,18.51,50,10,297.4,351.1,300.6
950.0,556,22.4,20.7,90,16.47,70,16,299.9,348.2,302.8
930.0,743,21.6,19.6,88,15.68,55,16,300.9,347.2,303.7
925.0,790,21.4,19.3,88,15.48,55,16,301.2,346.9,304.0
883.0,1192,19.4,17.8,90,14.76,65,14,303.2,347.1,305.8
850.0,1521,17.8,16.6,93,14.18,45,11,304.8,347.3,307.4
803.0,2008,14.6,14.6,100,13.18,22,11,306.4,346.2,308.8
760.0,2472,12.6,11.9,96,11.68,0,11,309.1,344.8,311.2
743.0,2663,11.8,10.8,94,11.11,5,10,310.2,344.4,312.2
715.0,2987,10.4,9.0,91,10.18,5,9,312.1,343.7,314.0
709.0,3057,10.8,7.9,82,9.52,5,9,313.3,343.1,315.1
700.0,3164,10.2,7.8,85,9.57,5,9,313.8,343.8,315.6
670.0,3528,8.4,5.2,80,8.35,7,6,315.7,342.2,317.3
626.0,4084,5.0,2.7,85,7.47,10,1,317.9,341.9,319.4
600.0,4431,2.8,1.1,89,6.96,311,5,319.3,341.8,320.6
570.0,4844,1.4,-1.0,84,6.28,240,10,322.3,343.0,323.6
556.0,5045,0.7,-2.0,82,5.97,250,10,323.8,343.6,325.0
551.0,5118,0.4,-2.4,81,5.86,247,10,324.3,343.8,325.5
513.0,5686,-3.2,-4.7,90,5.30,225,14,326.7,344.5,327.7
500.0,5890,-4.5,-5.5,93,5.11,230,18,327.5,344.8,328.5
495.0,5968,-5.0,-5.9,93,4.99,230,20,327.9,344.8,328.8
481.0,6191,-6.3,-7.2,94,4.67,225,17,328.9,344.8,329.8
468.0,6403,-7.6,-8.4,94,4.38,245,15,329.9,344.9,330.7
406.0,7507,-14.3,-14.5,98,3.08,240,6,334.9,345.9,335.5
400.0,7620,-14.7,-15.9,91,2.78,240,5,335.8,345.8,336.4
389.0,7831,-15.9,-21.9,60,1.71,217,4,336.9,343.3,337.3
382.0,7967,-16.7,-18.2,88,2.40,202,4,337.6,346.4,338.1
371.0,8186,-18.3,-19.6,90,2.19,178,3,338.3,346.4,338.8
363.0,8349,-19.1,-21.7,80,1.87,160,2,339.4,346.3,339.7
352.0,8574,-20.7,-23.7,77,1.61,135,1,340.2,346.3,340.6
308.0,9551,-27.5,-32.5,62,0.81,93,4,343.9,347.1,344.1
300.0,9740,-29.1,-33.1,68,0.79,85,5,344.2,347.4,344.4
250.0,11010,-39.9,-41.2,87,0.42,85,3,346.6,348.3,346.7
249.0,11037,-40.3,-41.6,87,0.40,84,3,346.4,348.1,346.5
242.0,11232,-41.5,-47.5,52,0.22,81,5,347.4,348.4,347.5
239.0,11317,-42.1,-45.8,67,0.27,79,6,347.8,348.9,347.8
224.0,11747,-45.9,-50.4,60,0.17,70,11,348.5,349.2,348.5
203.0,12401,-51.6,-57.4,50,0.08,90,16,349.4,349.7,349.4
200.0,12500,-52.5,-58.5,48,0.07,85,18,349.5,349.8,349.5
175.0,13343,-60.2,-65.4,50,0.03,95,21,350.4,350.6,350.4
167.0,13638,-62.9,-67.8,51,0.02,75,17,350.6,350.7,350.6
165.0,13711,-63.5,-68.4,51,0.02,70,16,350.8,350.9,350.8
150.0,14290,-68.5,-73.5,49,0.01,115,9,351.9,352.0,351.9
130.0,15122,-73.7,-80.6,34,0.00,255,2,357.2,357.2,357.2
113.0,15937,-78.8,-87.6,23,0.00,195,17,362.3,362.3,362.3
111.0,16041,-79.5,-88.5,22,0.00,185,14,362.9,362.9,362.9
101.0,16574,-80.1,-89.1,22,0.00,345,5,371.7,371.7,371.7
100.0,16630,-80.7,-89.7,21,0.00,345,5,371.6,371.6,371.6
98.0,16741,-81.2,-89.9,22,0.00,50,12,372.7,372.7,372.7
87.0,17398,-84.3,-91.1,30,0.00,80,23,379.3,379.3,379.3
83.0,17658,-85.6,-91.5,34,0.00,115,19,381.9,382.0,381.9
79.0,17931,-86.9,-92.0,39,0.00,130,20,384.7,384.7,384.7
78.3,17980,-87.1,-92.1,40,0.00,130,21,385.2,385.2,385.2
75.0,18218,-84.2,-90.7,31,0.00,115,30,396.1,396.1,396.1
71.0,18521,-80.5,-89.0,23,0.00,120,21,410.3,410.3,410.3
70.0,18600,-79.5,-88.5,22,0.00,95,18,414.0,414.0,414.0
67.0,18851,-77.1,-88.7,15,0.00,65,11,424.4,424.4,424.4
66.5,18894,-76.7,-88.7,14,0.00,46,10,426.2,426.2,426.2
64.0,19115,-77.8,-89.4,14,0.00,310,2,428.4,428.4,428.4
61.3,19362,-79.1,-90.1,15,0.00,193,9,430.9,430.9,430.9
60.0,19487,-78.3,-90.0,14,0.00,135,13,435.4,435.4,435.4
58.0,19685,-76.9,-89.8,11,0.00,140,16,442.6,442.7,442.6
54.0,20101,-74.1,-89.5,8,0.00,100,29,458.2,458.2,458.2
50.0,20550,-71.1,-89.1,5,0.00,85,28,475.5,475.6,475.5
48.5,20731,-69.7,-88.7,5,0.00,81,32,483.0,483.0,483.0
45.0,21174,-71.6,-89.8,5,0.00,70,42,488.9,488.9,488.9
44.1,21294,-72.1,-90.1,5,0.00,79,42,490.5,490.5,490.5
43.0,21444,-71.3,-90.3,5,0.00,90,43,496.0,496.0,496.0
39.0,22024,-68.3,-91.1,3,0.00,95,59,517.7,517.7,517.7
38.8,22055,-68.1,-91.1,2,0.00,NaN,NaN,518.9,518.9,518.9
