PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1002.0,84,27.8,24.9,84,20.27,0,0,300.8,360.7,304.4
1000.0,105,27.0,24.8,88,20.19,95,4,300.1,359.6,303.8
989.0,203,25.2,24.6,96,20.17,88,7,299.3,358.5,302.9
977.0,311,25.5,22.8,85,18.27,80,10,300.6,354.5,303.9
965.0,421,25.8,21.0,75,16.52,55,12,302.0,351.0,305.0
958.0,485,25.5,20.8,75,16.43,40,13,302.3,351.1,305.3
925.0,794,23.8,19.8,78,15.98,45,15,303.6,351.4,306.5
918.0,860,23.2,19.6,80,15.92,40,16,303.7,351.3,306.6
867.0,1358,19.1,18.2,95,15.44,30,16,304.4,350.6,307.2
852.0,1510,17.8,17.8,100,15.29,34,17,304.6,350.4,307.4
850.0,1530,17.6,17.4,99,14.94,35,17,304.6,349.3,307.3
826.0,1775,16.0,14.7,92,12.89,50,16,305.4,344.2,307.7
789.0,2161,14.3,11.6,84,10.95,40,11,307.5,340.9,309.6
709.0,3063,10.2,4.2,66,7.34,103,6,312.6,335.7,314.0
700.0,3169,9.4,5.5,77,8.16,110,5,312.9,338.5,314.4
560.0,4985,-1.9,-1.9,100,5.98,161,10,320.1,339.7,321.3
539.0,5288,-3.9,-3.9,100,5.37,170,11,321.3,339.0,322.4
526.0,5481,-5.1,-5.1,100,5.01,170,10,322.1,338.7,323.0
513.0,5678,-5.5,-8.7,78,3.88,170,8,323.9,337.0,324.6
503.0,5833,-4.9,-10.9,63,3.33,170,7,326.4,337.9,327.1
500.0,5880,-5.1,-11.1,63,3.29,170,7,326.8,338.1,327.4
486.0,6104,-5.1,-19.1,32,1.75,182,3,329.4,335.7,329.8
477.0,6250,-6.1,-17.7,39,2.01,190,1,330.0,337.2,330.4
453.0,6654,-8.7,-13.7,67,2.95,167,8,331.6,342.0,332.2
441.0,6860,-9.9,-15.2,66,2.68,155,11,332.6,342.1,333.1
430.0,7054,-11.1,-16.6,64,2.45,175,11,333.5,342.3,334.0
401.0,7591,-14.4,-20.4,60,1.90,155,10,336.0,342.9,336.4
400.0,7610,-14.5,-20.5,60,1.88,155,10,336.1,343.0,336.4
391.0,7782,-15.3,-21.3,60,1.80,157,10,337.2,343.9,337.6
377.0,8058,-16.7,-34.7,19,0.54,159,10,338.9,341.0,339.0
374.0,8118,-17.1,-32.1,26,0.70,160,10,339.1,341.9,339.3
346.0,8697,-21.9,-27.9,58,1.12,165,10,340.2,344.6,340.5
325.0,9150,-25.7,-31.2,60,0.88,130,13,341.2,344.6,341.4
300.0,9730,-30.5,-35.4,62,0.63,160,17,342.3,344.8,342.4
298.0,9777,-30.9,-35.7,63,0.62,160,17,342.3,344.8,342.4
290.0,9970,-32.7,-36.7,67,0.57,150,15,342.5,344.8,342.6
281.0,10192,-33.7,-41.7,44,0.35,154,16,344.1,345.6,344.2
269.0,10496,-36.3,-42.3,54,0.34,159,18,344.7,346.1,344.7
266.0,10573,-37.0,-43.1,53,0.32,160,19,344.8,346.1,344.9
254.0,10891,-39.8,-46.5,48,0.23,145,23,345.3,346.2,345.3
250.0,11000,-40.7,-47.7,47,0.21,145,24,345.4,346.3,345.5
220.0,11849,-47.3,-56.7,33,0.08,145,25,348.1,348.5,348.1
214.0,12033,-48.7,-58.7,30,0.06,134,26,348.7,349.0,348.7
209.0,12185,-50.2,-59.5,32,0.06,125,27,348.8,349.0,348.8
200.0,12470,-52.9,-60.9,37,0.05,120,26,348.8,349.1,348.9
