data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-02-28 12:00:00,1002.0,84,25.2,23.1,88,18.13,60,4,298.2,351.1,301.4,NaN
2026-02-28 12:00:00,1000.0,102,24.8,23.1,90,18.17,70,5,297.9,350.9,301.2,NaN
2026-02-28 12:00:00,983.0,253,23.4,23.2,99,18.61,66,15,298.0,352.2,301.3,NaN
2026-02-28 12:00:00,977.2,305,23.8,22.4,92,17.75,65,18,298.9,350.8,302.1,NaN
2026-02-28 12:00:00,964.0,424,24.6,20.4,77,15.92,57,22,300.9,347.9,303.8,NaN
2026-02-28 12:00:00,943.8,610,23.5,18.9,75,14.75,45,27,301.6,345.2,304.2,NaN
2026-02-28 12:00:00,925.0,786,22.4,17.4,73,13.70,40,26,302.2,342.9,304.7,NaN
2026-02-28 12:00:00,911.5,914,21.7,16.2,71,12.86,40,25,302.7,341.1,305.1,NaN
2026-02-28 12:00:00,868.0,1338,19.2,12.2,64,10.39,37,19,304.4,335.7,306.3,NaN
2026-02-28 12:00:00,850.0,1518,18.0,14.6,81,12.44,35,17,305.0,342.4,307.3,NaN
2026-02-28 12:00:00,849.4,1524,18.0,14.6,81,12.44,30,19,305.0,342.4,307.3,NaN
2026-02-28 12:00:00,819.4,1829,16.1,13.7,86,12.14,60,10,306.1,342.9,308.4,NaN
2026-02-28 12:00:00,790.5,2134,14.2,12.7,91,11.84,75,8,307.3,343.3,309.5,NaN
2026-02-28 12:00:00,762.7,2438,12.3,11.8,97,11.55,95,3,308.4,343.7,310.5,NaN
2026-02-28 12:00:00,753.0,2547,11.6,11.5,99,11.45,125,3,308.8,343.8,310.9,NaN
2026-02-28 12:00:00,735.5,2743,11.0,10.3,96,10.83,180,2,310.2,343.5,312.2,NaN
2026-02-28 12:00:00,705.0,3098,9.8,8.2,90,9.77,206,7,312.7,343.2,314.5,NaN
2026-02-28 12:00:00,700.0,3157,10.0,7.5,84,9.38,210,8,313.5,342.9,315.3,NaN
2026-02-28 12:00:00,658.8,3658,7.6,4.6,81,8.13,215,10,316.3,342.1,317.8,NaN
2026-02-28 12:00:00,627.0,4067,5.6,2.2,79,7.21,232,12,318.5,341.8,319.9,NaN
2026-02-28 12:00:00,611.6,4267,4.2,1.1,80,6.85,240,13,319.2,341.4,320.6,NaN
2026-02-28 12:00:00,566.7,4877,0.1,-2.1,85,5.83,220,14,321.4,340.6,322.5,NaN
2026-02-28 12:00:00,525.2,5486,-4.0,-5.3,91,4.93,180,11,323.5,339.9,324.4,NaN
2026-02-28 12:00:00,500.0,5880,-6.7,-7.4,95,4.41,195,13,324.8,339.7,325.7,NaN
2026-02-28 12:00:00,486.3,6096,-8.2,-8.7,96,4.10,195,13,325.6,339.5,326.4,NaN
2026-02-28 12:00:00,472.0,6327,-9.7,-10.1,97,3.78,191,11,326.5,339.4,327.2,NaN
2026-02-28 12:00:00,468.0,6393,-8.9,-13.7,68,2.85,190,11,328.3,338.2,328.8,NaN
2026-02-28 12:00:00,467.5,6401,-8.9,-13.8,68,2.84,190,11,328.4,338.3,328.9,NaN
2026-02-28 12:00:00,457.0,6577,-9.1,-15.1,62,2.60,177,9,330.3,339.5,330.8,NaN
2026-02-28 12:00:00,450.0,6697,-8.5,-24.5,26,1.18,168,7,332.5,336.9,332.7,NaN
2026-02-28 12:00:00,434.0,6976,-10.1,-22.1,37,1.51,148,3,333.9,339.5,334.2,NaN
2026-02-28 12:00:00,432.1,7010,-10.3,-23.0,34,1.39,145,3,334.1,339.3,334.4,NaN
2026-02-28 12:00:00,415.2,7315,-11.8,-31.4,18,0.67,85,12,335.9,338.5,336.1,NaN
2026-02-28 12:00:00,400.0,7600,-13.3,-39.3,9,0.32,75,19,337.6,338.9,337.7,NaN
2026-02-28 12:00:00,398.9,7620,-13.5,-38.8,10,0.34,70,15,337.6,339.0,337.7,NaN
2026-02-28 12:00:00,394.0,7715,-14.3,-36.3,14,0.44,68,17,337.8,339.5,337.9,NaN
2026-02-28 12:00:00,384.0,7909,-15.9,-44.9,6,0.18,65,23,338.2,338.9,338.2,NaN
2026-02-28 12:00:00,383.2,7925,-16.0,-44.8,6,0.19,65,23,338.2,339.0,338.2,NaN
2026-02-28 12:00:00,367.6,8230,-18.8,-42.3,11,0.25,70,21,338.5,339.6,338.6,NaN
2026-02-28 12:00:00,338.2,8839,-24.3,-37.4,29,0.46,80,18,339.2,341.0,339.2,NaN
2026-02-28 12:00:00,324.4,9144,-27.1,-34.9,47,0.61,70,15,339.4,341.8,339.5,NaN
2026-02-28 12:00:00,311.2,9449,-29.9,-32.4,78,0.81,110,9,339.6,342.8,339.8,NaN
2026-02-28 12:00:00,311.0,9454,-29.9,-32.4,79,0.81,110,9,339.6,342.8,339.8,NaN
2026-02-28 12:00:00,300.0,9710,-31.7,-35.1,72,0.65,125,14,340.6,343.1,340.7,NaN
2026-02-28 12:00:00,285.3,10058,-34.8,-37.7,75,0.52,125,15,341.1,343.2,341.2,NaN
2026-02-28 12:00:00,256.0,10809,-41.5,-43.4,82,0.32,117,25,341.9,343.2,342.0,NaN
2026-02-28 12:00:00,251.0,10943,-42.3,-48.3,52,0.19,115,27,342.6,343.5,342.7,NaN
2026-02-28 12:00:00,250.0,10970,-41.9,-51.9,33,0.13,115,27,343.6,344.2,343.7,NaN
2026-02-28 12:00:00,249.0,10997,-41.3,-60.3,11,0.05,115,27,344.9,345.1,344.9,NaN
2026-02-28 12:00:00,210.0,12132,-50.7,-62.7,23,0.04,115,40,347.4,347.6,347.4,NaN
2026-02-28 12:00:00,200.0,12450,-51.7,-76.7,3,0.01,115,43,350.7,350.8,350.7,NaN
2026-02-28 12:00:00,198.6,12497,-51.9,-76.8,3,0.01,115,43,351.1,351.1,351.1,NaN
2026-02-28 12:00:00,186.0,12919,-54.1,-78.1,4,0.00,133,33,354.2,354.2,354.2,NaN
2026-02-28 12:00:00,171.9,13411,-58.7,-77.6,7,0.01,155,20,354.6,354.7,354.6,NaN
2026-02-28 12:00:00,155.9,14021,-64.5,-77.0,16,0.01,185,16,354.9,355.0,354.9,NaN
2026-02-28 12:00:00,150.0,14260,-66.7,-76.7,23,0.01,195,15,355.0,355.0,355.0,NaN
2026-02-28 12:00:00,148.3,14326,-67.3,-76.9,25,0.01,185,16,355.1,355.1,355.1,NaN
2026-02-28 12:00:00,140.9,14630,-70.1,-77.8,31,0.01,205,17,355.5,355.5,355.5,NaN
2026-02-28 12:00:00,126.0,15287,-76.1,-79.8,56,0.01,209,21,356.1,356.2,356.1,NaN
2026-02-28 12:00:00,120.4,15545,-77.7,-81.4,54,0.00,210,22,358.0,358.0,358.0,NaN
2026-02-28 12:00:00,108.0,16154,-81.3,-85.3,51,0.00,210,19,362.3,362.3,362.3,NaN
2026-02-28 12:00:00,102.3,16459,-83.1,-87.3,49,0.00,200,15,364.5,364.5,364.5,NaN
2026-02-28 12:00:00,100.0,16590,-83.9,-88.1,48,0.00,165,8,365.4,365.4,365.4,NaN
2026-02-28 12:00:00,96.9,16764,-84.5,-88.9,47,0.00,175,8,367.5,367.5,367.5,NaN
2026-02-28 12:00:00,91.7,17069,-85.6,-90.2,44,0.00,30,1,371.3,371.3,371.3,NaN
2026-02-28 12:00:00,85.5,17454,-86.9,-91.9,40,0.00,35,18,376.1,376.1,376.1,NaN
2026-02-28 12:00:00,83.7,17572,-81.3,-89.3,25,0.00,35,18,389.7,389.7,389.7,NaN
2026-02-28 12:00:00,82.1,17678,-80.1,-87.2,30,0.00,35,18,394.3,394.3,394.3,NaN
2026-02-28 12:00:00,81.9,17695,-79.9,-86.9,31,0.00,37,18,395.0,395.0,395.0,NaN
2026-02-28 12:00:00,78.5,17935,-80.5,-89.5,21,0.00,71,20,398.6,398.6,398.6,NaN
2026-02-28 12:00:00,74.8,18210,-77.1,-89.1,13,0.00,109,22,411.2,411.3,411.2,NaN
2026-02-28 12:00:00,73.8,18288,-77.6,-89.6,13,0.00,120,23,411.9,411.9,411.9,NaN
2026-02-28 12:00:00,70.2,18574,-79.3,-91.3,13,0.00,106,20,414.1,414.1,414.1,NaN
2026-02-28 12:00:00,70.0,18593,-78.9,-90.9,13,0.00,130,25,415.4,415.4,415.4,NaN
2026-02-28 12:00:00,70.0,18590,-78.9,-90.9,13,0.00,105,20,415.3,415.3,415.3,NaN
2026-02-28 12:00:00,66.4,18898,-74.9,-90.4,8,0.00,125,23,430.2,430.2,430.2,NaN
2026-02-28 12:00:00,63.9,19118,-72.1,-90.1,5,0.00,103,16,441.1,441.2,441.1,NaN
2026-02-28 12:00:00,63.0,19202,-72.0,-90.0,5,0.00,95,13,443.1,443.1,443.1,NaN
2026-02-28 12:00:00,61.2,19373,-71.9,-89.9,5,0.00,28,7,447.1,447.1,447.1,NaN
2026-02-28 12:00:00,59.8,19507,-72.2,-89.9,6,0.00,335,2,449.3,449.3,449.3,NaN
2026-02-28 12:00:00,56.8,19812,-73.0,-89.9,6,0.00,135,13,454.3,454.4,454.3,NaN
2026-02-28 12:00:00,53.1,20206,-73.9,-89.9,7,0.00,125,15,460.9,461.0,460.9,NaN
2026-02-28 12:00:00,51.2,20422,-72.3,-90.1,5,0.00,120,16,469.5,469.5,469.5,NaN
2026-02-28 12:00:00,50.0,20560,-71.3,-90.3,5,0.00,110,32,475.1,475.1,475.1,NaN
2026-02-28 12:00:00,46.2,21031,-68.7,-89.8,3,0.00,90,46,492.1,492.1,492.1,NaN
2026-02-28 12:00:00,44.5,21254,-67.5,-89.5,3,0.00,83,45,500.4,500.4,500.4,NaN
2026-02-28 12:00:00,43.9,21336,-67.9,-89.6,3,0.00,80,45,501.4,501.4,501.4,NaN
2026-02-28 12:00:00,40.6,21802,-70.1,-90.1,4,0.00,92,47,507.2,507.2,507.2,NaN
2026-02-28 12:00:00,39.6,21946,-69.0,-89.9,3,0.00,95,47,513.5,513.5,513.5,NaN
2026-02-28 12:00:00,34.1,22860,-61.7,-88.8,2,0.00,75,64,555.1,555.1,555.1,NaN
2026-02-28 12:00:00,33.4,22987,-60.7,-88.7,1,0.00,79,65,561.1,561.1,561.1,NaN
2026-02-28 12:00:00,32.5,23165,-61.4,-88.7,2,0.00,85,66,564.0,564.0,564.0,NaN
2026-02-28 12:00:00,30.6,23528,-62.7,-88.7,2,0.00,89,68,569.9,570.0,569.9,NaN
2026-02-28 12:00:00,30.0,23650,-62.3,-89.3,2,0.00,90,69,574.2,574.3,574.2,NaN
2026-02-28 12:00:00,27.8,24123,-60.6,-88.4,1,0.01,90,73,591.4,591.5,591.5,NaN
2026-02-28 12:00:00,27.1,24281,-60.1,-88.1,1,0.01,NaN,NaN,597.3,597.4,597.3,NaN
