PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1000.0,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
998.0,84,28.2,22.2,70,17.21,40,6,301.5,352.5,304.6
941.0,607,24.9,20.9,78,16.82,80,12,303.3,353.5,306.4
925.0,759,24.0,20.5,81,16.71,70,11,303.8,353.8,306.9
880.0,1194,20.7,18.5,88,15.51,55,12,304.8,351.3,307.6
866.0,1334,19.6,17.9,90,15.14,62,11,305.0,350.5,307.8
850.0,1495,19.0,16.4,85,14.00,70,10,306.0,348.3,308.6
845.0,1545,18.8,16.1,85,13.85,70,10,306.3,348.1,308.8
700.0,3145,10.8,8.1,83,9.77,145,2,314.4,345.1,316.3
681.0,3373,9.8,6.7,81,9.15,125,1,315.8,344.7,317.5
611.0,4271,5.8,1.4,73,6.98,230,10,321.1,343.9,322.5
575.0,4767,4.0,-7.0,45,3.95,227,12,324.6,338.0,325.4
548.0,5155,1.8,-13.1,32,2.56,225,14,326.5,335.4,327.0
521.0,5562,-0.5,-19.5,22,1.58,251,11,328.5,334.2,328.8
507.0,5779,-1.8,-18.2,27,1.81,265,10,329.4,336.0,329.8
500.0,5890,-2.5,-17.5,31,1.95,260,12,329.9,336.9,330.3
494.0,5986,-3.3,-17.3,33,2.00,250,15,330.1,337.3,330.5
471.0,6359,-5.5,-29.8,13,0.69,270,12,331.8,334.5,332.0
458.0,6578,-6.9,-37.1,7,0.35,310,12,332.8,334.2,332.9
450.0,6716,-7.7,-41.7,5,0.22,306,13,333.5,334.4,333.5
418.0,7284,-11.6,-33.2,15,0.56,290,19,335.6,337.8,335.7
414.0,7358,-12.1,-32.1,17,0.63,292,19,335.9,338.3,336.0
400.0,7620,-14.1,-39.1,10,0.32,300,17,336.6,337.9,336.6
360.0,8408,-20.4,-45.4,9,0.18,320,24,338.4,339.2,338.4
356.0,8492,-21.1,-46.1,9,0.17,319,23,338.6,339.3,338.6
345.0,8722,-23.3,-32.3,43,0.74,318,19,338.6,341.5,338.8
342.0,8786,-23.1,-42.1,16,0.28,317,19,339.8,340.9,339.8
328.0,9090,-25.6,-45.9,13,0.19,315,14,340.4,341.2,340.4
321.0,9246,-26.9,-47.9,12,0.16,296,12,340.7,341.4,340.7
315.0,9381,-28.1,-48.2,13,0.15,280,11,340.9,341.6,340.9
300.0,9730,-31.1,-49.1,15,0.15,330,10,341.4,342.1,341.5
298.0,9777,-31.5,-49.1,16,0.15,330,10,341.5,342.1,341.5
282.0,10165,-34.9,-48.9,23,0.16,273,6,342.1,342.8,342.1
264.0,10623,-36.5,-57.2,10,0.06,205,1,346.2,346.5,346.2
258.0,10783,-37.1,-60.1,7,0.05,245,5,347.6,347.8,347.6
250.0,11000,-39.1,-61.1,8,0.04,300,11,347.8,348.0,347.8
247.0,11080,-39.8,-61.2,8,0.04,300,11,347.9,348.1,347.9
239.0,11298,-41.8,-61.4,10,0.04,305,13,348.2,348.4,348.2
221.0,11818,-46.6,-62.0,16,0.04,250,11,348.7,348.9,348.7
200.0,12480,-52.7,-62.7,29,0.04,250,15,349.1,349.4,349.2
193.0,12710,-55.1,-65.1,28,0.03,245,15,348.9,349.0,348.9
186.0,12946,-55.9,-70.8,14,0.01,225,12,351.2,351.3,351.2
183.0,13050,-56.3,-73.3,10,0.01,234,12,352.3,352.3,352.3
176.0,13294,-58.2,-74.8,10,0.01,255,11,353.1,353.1,353.1
169.0,13548,-60.2,-76.2,10,0.01,250,17,353.9,354.0,353.9
154.0,14129,-64.7,-79.7,11,0.00,280,20,355.7,355.8,355.8
150.0,14290,-65.9,-78.9,15,0.01,280,19,356.4,356.4,356.4
148.0,14370,-66.6,-78.9,16,0.01,265,18,356.6,356.6,356.6
136.0,14871,-70.8,-79.0,29,0.01,290,27,357.8,357.8,357.8
130.0,15138,-73.1,-79.1,40,0.01,281,30,358.3,358.4,358.3
129.0,15182,-73.4,-79.4,39,0.01,280,30,358.6,358.7,358.6
101.0,16575,-82.3,-89.3,30,0.00,185,28,367.4,367.4,367.4
100.0,16630,-82.9,-89.9,30,0.00,185,28,367.3,367.3,367.3
90.0,17209,-84.7,-90.9,33,0.00,225,8,375.0,375.1,375.0
75.9,18145,-87.5,-92.5,40,0.00,160,10,387.8,387.8,387.8
75.0,18211,-86.8,-92.2,37,0.00,135,12,390.7,390.7,390.7
73.0,18359,-85.1,-91.5,32,0.00,105,16,397.2,397.2,397.2
70.0,18590,-82.5,-90.5,25,0.00,70,16,407.6,407.6,407.6
68.0,18754,-80.7,-90.0,20,0.00,60,13,414.9,414.9,414.9
66.0,18923,-78.8,-89.6,16,0.00,140,3,422.6,422.6,422.6
65.7,18948,-78.5,-89.5,16,0.00,148,4,423.7,423.8,423.7
63.0,19190,-78.1,-89.6,14,0.00,225,10,429.8,429.8,429.8
57.0,19765,-77.0,-89.9,12,0.00,195,18,444.6,444.6,444.6
53.0,20183,-76.3,-90.0,10,0.00,110,18,455.7,455.7,455.7
52.0,20293,-76.1,-90.1,10,0.00,108,19,458.6,458.6,458.6
50.0,20520,-74.9,-90.9,7,0.00,105,22,466.6,466.6,466.6
