PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,84,26.2,24.4,90,19.63,240,4,299.1,356.6,302.6
1000.0,114,25.4,24.3,94,19.57,230,4,298.6,355.8,302.0
987.0,229,24.0,23.7,98,19.11,191,3,298.3,354.1,301.7
945.0,610,21.8,21.3,97,17.20,60,1,299.8,350.2,302.8
925.0,796,21.2,20.5,96,16.71,35,4,301.0,350.3,304.0
924.0,805,21.0,20.2,95,16.41,36,4,300.9,349.3,303.8
903.0,1004,20.0,19.1,95,15.69,50,11,301.8,348.3,304.7
850.0,1528,17.4,16.3,93,13.91,55,21,304.4,346.0,306.9
847.0,1558,17.2,16.1,94,13.82,50,21,304.5,345.9,307.0
794.0,2108,13.6,13.4,99,12.32,58,19,306.3,343.5,308.6
758.0,2499,11.8,11.8,100,11.60,64,17,308.4,343.9,310.6
752.0,2566,11.6,11.4,99,11.41,65,17,308.9,343.9,311.1
719.0,2942,10.6,9.4,92,10.40,40,16,311.8,344.1,313.8
700.0,3165,9.2,8.8,97,10.26,45,14,312.6,344.6,314.6
683.0,3367,8.1,7.7,98,9.75,45,11,313.6,344.1,315.4
666.0,3575,6.9,6.6,98,9.26,70,10,314.5,343.7,316.3
610.0,4297,2.8,2.7,99,7.68,169,10,317.8,342.4,319.3
575.0,4776,1.6,-1.3,81,6.09,235,10,321.8,341.8,323.0
530.0,5426,-2.8,-4.4,89,5.22,185,4,324.1,341.5,325.1
511.0,5717,-4.8,-5.8,93,4.87,190,10,325.1,341.4,326.0
501.0,5874,-5.9,-6.6,95,4.68,208,14,325.6,341.4,326.5
500.0,5890,-5.9,-7.0,92,4.55,210,14,325.8,341.2,326.7
492.0,6016,-5.9,-7.3,90,4.52,215,14,327.3,342.6,328.2
488.0,6080,-5.5,-11.5,63,3.27,217,14,328.5,339.9,329.2
483.0,6161,-5.9,-13.9,53,2.72,219,15,329.0,338.6,329.6
479.0,6225,-6.5,-9.7,78,3.85,220,15,329.1,342.3,329.8
461.0,6523,-8.1,-16.1,53,2.37,228,16,330.7,339.1,331.2
457.0,6590,-8.5,-16.9,51,2.24,230,16,331.1,339.1,331.5
443.0,6830,-9.8,-19.8,44,1.80,225,11,332.4,338.9,332.8
435.0,6971,-10.5,-21.5,40,1.59,235,11,333.2,339.0,333.5
430.0,7059,-10.9,-28.9,21,0.82,228,10,333.8,336.9,333.9
413.0,7367,-12.9,-18.9,61,2.09,204,5,335.1,342.7,335.5
409.0,7441,-12.9,-25.9,33,1.14,198,4,336.0,340.3,336.2
400.0,7610,-13.7,-32.7,19,0.61,185,2,337.1,339.5,337.2
397.0,7667,-13.9,-35.9,14,0.45,170,2,337.6,339.4,337.6
394.0,7725,-14.4,-33.4,18,0.58,155,1,337.7,340.0,337.8
386.0,7880,-15.7,-26.7,38,1.12,78,5,337.9,342.2,338.1
377.0,8057,-16.7,-41.4,10,0.27,350,10,338.9,340.1,339.0
373.0,8137,-17.1,-48.1,5,0.13,350,11,339.4,339.9,339.4
366.0,8278,-18.3,-45.7,7,0.18,350,14,339.7,340.4,339.7
358.0,8442,-19.6,-42.8,11,0.25,355,12,340.0,341.0,340.0
343.0,8760,-22.3,-37.3,24,0.45,86,5,340.6,342.4,340.6
336.0,8911,-23.3,-33.3,39,0.69,130,2,341.2,343.9,341.3
328.0,9087,-24.5,-28.7,68,1.10,154,5,341.9,346.1,342.1
318.0,9312,-26.3,-30.1,70,0.99,185,9,342.4,346.3,342.7
315.0,9380,-26.9,-30.7,70,0.94,195,10,342.6,346.3,342.8
300.0,9730,-29.7,-34.0,66,0.72,190,10,343.4,346.3,343.6
268.0,10521,-36.2,-38.6,78,0.51,185,16,345.1,347.2,345.2
265.0,10600,-36.9,-39.1,80,0.49,187,15,345.3,347.3,345.4
250.0,11000,-40.1,-44.1,65,0.31,195,12,346.3,347.6,346.4
247.0,11082,-40.6,-46.6,52,0.24,200,14,346.8,347.8,346.8
244.0,11165,-41.1,-49.1,42,0.18,197,14,347.2,348.0,347.3
232.0,11505,-44.5,-52.5,40,0.13,182,14,347.1,347.7,347.1
226.0,11677,-46.0,-53.3,43,0.12,175,14,347.4,348.0,347.5
204.0,12350,-51.8,-56.5,57,0.09,230,17,348.6,349.0,348.6
200.0,12480,-52.9,-57.1,60,0.08,230,19,348.8,349.2,348.9
195.0,12643,-54.3,-57.9,64,0.08,230,20,349.1,349.5,349.1
188.0,12874,-56.5,-61.0,57,0.06,230,22,349.2,349.5,349.2
176.0,13291,-60.5,-66.5,45,0.03,221,19,349.3,349.5,349.3
161.0,13837,-64.7,-71.3,40,0.02,210,16,351.2,351.3,351.2
150.0,14270,-68.1,-75.1,36,0.01,180,18,352.6,352.6,352.6
144.0,14513,-70.1,-78.3,29,0.01,190,19,353.2,353.2,353.2
140.0,14681,-71.5,-80.5,25,0.00,195,14,353.6,353.7,353.6
