PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
165.0,13713,-62.1,-73.6,20,0.01,245,3,353.2,353.2,353.2
156.0,14061,-64.7,-77.7,15,0.01,259,8,354.4,354.5,354.4
152.0,14219,-65.9,-78.9,15,0.01,265,10,355.0,355.1,355.0
150.0,14300,-66.5,-79.5,15,0.00,295,11,355.3,355.4,355.3
146.0,14460,-67.7,-79.7,17,0.00,310,10,356.1,356.1,356.1
139.0,14750,-69.8,-79.9,21,0.00,280,10,357.4,357.4,357.4
133.0,15011,-71.7,-80.2,27,0.00,325,15,358.6,358.6,358.6
129.0,15192,-73.0,-80.4,32,0.00,330,13,359.3,359.4,359.3
120.0,15620,-76.1,-80.8,48,0.00,297,12,361.1,361.2,361.1
113.0,15960,-78.9,-83.7,46,0.00,270,11,362.2,362.2,362.2
101.0,16595,-84.1,-89.1,42,0.00,280,11,364.0,364.0,364.0
100.0,16650,-84.3,-89.3,42,0.00,290,11,364.6,364.6,364.6
98.0,16761,-85.2,-90.0,42,0.00,295,10,365.1,365.1,365.1
94.0,16990,-86.9,-91.4,44,0.00,250,10,366.0,366.0,366.0
91.0,17166,-87.2,-91.7,44,0.00,215,10,368.9,368.9,368.9
87.0,17411,-87.5,-92.2,43,0.00,200,16,372.9,372.9,372.9
85.4,17512,-87.7,-92.4,42,0.00,192,14,374.6,374.6,374.6
85.0,17538,-87.1,-92.1,40,0.00,190,14,376.3,376.3,376.3
82.6,17695,-83.3,-90.3,29,0.00,104,13,387.1,387.1,387.1
81.0,17803,-83.6,-90.3,31,0.00,45,12,388.7,388.7,388.7
78.0,18013,-84.1,-90.3,34,0.00,5,13,391.8,391.8,391.8
77.0,18084,-84.3,-90.3,35,0.00,288,7,392.9,392.9,392.9
76.0,18157,-83.4,-89.7,33,0.00,210,1,396.3,396.3,396.3
75.0,18232,-82.4,-89.1,31,0.00,170,12,399.8,399.8,399.8
73.0,18383,-80.5,-88.0,28,0.00,170,28,407.0,407.0,407.0
71.6,18492,-79.1,-87.1,26,0.00,165,29,412.2,412.2,412.2
70.0,18620,-79.3,-87.3,26,0.00,160,30,414.4,414.4,414.4
69.8,18636,-79.3,-87.3,26,0.00,NaN,NaN,414.8,414.8,414.8
