PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1001.0,84,25.0,24.0,94,19.19,180,4,298.1,354.1,301.5
1000.0,97,24.8,23.9,95,19.09,185,4,297.9,353.6,301.3
975.0,320,23.2,23.0,99,18.53,152,7,298.5,352.6,301.8
941.0,631,23.6,20.1,81,16.01,105,10,301.9,349.4,304.8
925.0,781,22.6,19.4,82,15.58,90,12,302.4,348.7,305.2
900.0,1019,21.2,18.3,84,14.93,80,12,303.3,347.8,306.0
867.0,1342,19.2,16.8,86,14.08,40,16,304.6,346.8,307.1
850.0,1514,18.2,16.0,87,13.64,35,15,305.2,346.2,307.7
829.0,1727,16.7,15.2,91,13.24,45,13,305.8,345.7,308.2
794.0,2096,14.0,13.7,98,12.56,5,10,306.7,344.8,309.0
700.0,3154,9.8,7.8,87,9.57,310,3,313.3,343.3,315.1
696.0,3202,9.6,7.4,86,9.39,310,3,313.6,343.0,315.4
659.0,3655,7.6,4.0,78,7.80,270,9,316.3,341.1,317.8
650.0,3766,6.9,3.5,79,7.63,260,10,316.7,341.1,318.2
594.0,4497,2.4,0.3,86,6.61,285,12,319.8,341.3,321.1
561.0,4961,-0.4,-1.8,91,6.02,250,18,321.7,341.5,322.9
547.0,5166,-1.7,-2.7,93,5.77,266,19,322.5,341.6,323.6
543.0,5225,-1.5,-3.7,85,5.39,270,19,323.4,341.4,324.5
521.0,5554,-1.9,-6.0,74,4.72,260,18,326.8,342.8,327.7
500.0,5880,-4.7,-7.5,81,4.38,250,17,327.2,342.1,328.1
495.0,5959,-5.4,-7.8,83,4.31,255,20,327.4,342.0,328.2
487.0,6086,-6.5,-8.4,86,4.19,251,17,327.5,341.8,328.3
462.0,6495,-8.7,-10.3,89,3.81,240,9,329.7,342.9,330.4
441.0,6855,-10.7,-11.9,91,3.50,255,13,331.6,343.9,332.3
421.0,7211,-11.7,-16.1,70,2.60,230,19,334.8,344.1,335.3
400.0,7600,-14.1,-18.3,70,2.27,215,13,336.6,344.9,337.0
394.0,7712,-14.9,-19.0,71,2.17,210,13,336.9,344.9,337.4
372.0,8139,-18.1,-21.7,74,1.83,235,14,338.3,345.1,338.7
340.0,8808,-23.1,-25.8,78,1.38,235,12,340.4,345.6,340.6
323.0,9189,-25.9,-28.2,81,1.17,222,14,341.5,346.0,341.7
302.0,9672,-29.7,-32.1,80,0.86,205,16,342.7,346.1,342.9
300.0,9720,-30.1,-32.5,80,0.84,205,16,342.8,346.1,343.0
281.0,10182,-34.1,-36.0,83,0.63,220,12,343.6,346.1,343.7
275.0,10331,-35.3,-37.8,78,0.54,240,14,344.0,346.2,344.1
261.0,10692,-38.1,-42.0,67,0.37,255,15,344.9,346.5,345.0
250.0,10990,-40.5,-45.5,59,0.26,245,15,345.7,346.8,345.8
248.0,11044,-41.0,-45.8,60,0.26,245,15,345.8,346.9,345.9
