PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1004.0,84,23.6,22.2,92,17.10,20,4,296.4,345.9,299.4
1000.0,123,23.2,21.9,92,16.85,20,4,296.4,345.1,299.3
991.0,202,23.0,21.4,91,16.46,10,14,296.9,344.6,299.8
933.0,729,21.6,17.9,79,14.03,55,19,300.6,342.0,303.2
925.0,804,21.4,17.4,78,13.70,60,20,301.2,341.7,303.7
920.0,851,21.4,17.2,77,13.60,59,20,301.6,342.0,304.1
894.0,1098,19.9,16.3,80,13.24,55,23,302.6,342.0,305.0
850.0,1534,17.4,14.8,85,12.61,55,21,304.4,342.2,306.7
810.0,1945,14.8,13.4,91,12.09,60,20,305.8,342.3,308.0
798.0,2072,14.0,13.0,94,11.93,63,20,306.3,342.4,308.5
734.0,2774,10.6,9.5,93,10.25,80,17,309.9,341.5,311.8
700.0,3172,8.6,7.5,93,9.38,65,14,312.0,341.2,313.7
671.0,3523,7.4,4.8,84,8.10,60,13,314.4,340.0,316.0
614.0,4248,2.2,1.6,96,7.04,85,10,316.5,339.0,317.8
604.0,4382,1.2,1.0,99,6.86,69,10,316.9,338.9,318.2
578.0,4733,-0.3,-0.8,96,6.27,25,10,319.1,339.5,320.3
500.0,5890,-5.3,-6.9,89,4.59,175,4,326.5,342.1,327.4
480.0,6210,-6.7,-11.2,70,3.41,163,3,328.6,340.4,329.3
471.0,6357,-7.5,-9.3,87,4.04,158,3,329.4,343.3,330.2
454.0,6643,-8.9,-13.9,67,2.89,147,3,331.1,341.3,331.7
414.0,7349,-13.9,-17.1,77,2.43,120,1,333.5,342.3,334.0
400.0,7610,-14.9,-20.9,60,1.82,110,1,335.5,342.2,335.9
398.0,7647,-15.2,-21.3,60,1.77,150,1,335.7,342.2,336.1
351.0,8585,-21.3,-30.3,44,0.88,148,3,339.7,343.1,339.9
348.0,8648,-21.9,-29.9,48,0.92,148,3,339.7,343.3,339.9
332.0,8992,-24.5,-29.0,66,1.05,147,4,340.7,344.8,340.9
305.0,9602,-29.3,-37.3,46,0.51,145,5,342.4,344.4,342.4
300.0,9720,-30.3,-37.3,50,0.52,145,5,342.6,344.7,342.7
271.0,10435,-36.5,-40.2,69,0.43,135,8,343.6,345.4,343.7
263.0,10642,-37.9,-44.9,48,0.27,132,9,344.6,345.7,344.6
258.0,10774,-39.1,-44.0,60,0.30,130,10,344.7,345.9,344.7
254.0,10882,-40.1,-43.2,72,0.33,141,11,344.7,346.1,344.8
251.0,10963,-40.3,-47.3,47,0.21,150,11,345.6,346.5,345.7
250.0,10990,-40.7,-48.7,42,0.18,150,11,345.4,346.2,345.5
247.0,11072,-41.5,-50.5,37,0.15,148,11,345.4,346.1,345.4
230.0,11549,-45.5,-47.8,77,0.22,136,12,346.4,347.4,346.5
