PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
222.0,11782,-47.5,-52.0,59,0.14,130,12,347.0,347.6,347.0
217.0,11932,-48.7,-54.7,50,0.10,130,11,347.3,347.8,347.3
209.0,12175,-51.0,-55.8,57,0.10,130,9,347.4,347.9,347.5
200.0,12460,-53.7,-57.0,67,0.09,155,12,347.6,348.0,347.6
185.0,12955,-57.6,-60.8,67,0.06,175,24,349.1,349.3,349.1
181.0,13094,-58.7,-61.8,67,0.05,178,23,349.5,349.7,349.5
177.0,13234,-59.5,-65.5,45,0.03,181,23,350.4,350.6,350.4
160.0,13858,-64.7,-68.9,56,0.02,193,20,351.9,352.0,351.9
152.0,14170,-66.8,-74.0,35,0.01,200,18,353.5,353.6,353.5
150.0,14250,-67.3,-75.3,31,0.01,195,17,354.0,354.0,354.0
148.0,14331,-67.9,-75.9,31,0.01,193,17,354.3,354.3,354.3
141.0,14620,-70.4,-75.8,45,0.01,185,18,354.9,354.9,354.9
139.0,14705,-71.1,-75.7,50,0.01,189,17,355.1,355.1,355.1
133.0,14965,-73.9,-78.9,46,0.01,203,13,354.6,354.6,354.6
128.0,15184,-75.3,-80.2,46,0.01,215,10,356.0,356.1,356.0
123.0,15412,-76.7,-81.5,46,0.00,250,12,357.5,357.6,357.5
118.0,15649,-78.2,-83.0,46,0.00,240,11,359.1,359.1,359.1
115.0,15796,-79.1,-83.8,46,0.00,225,8,360.1,360.1,360.1
110.0,16050,-80.7,-85.3,46,0.00,180,11,361.7,361.7,361.7
105.0,16316,-82.3,-86.9,46,0.00,160,10,363.4,363.4,363.4
101.0,16534,-81.1,-86.1,43,0.00,180,18,369.7,369.8,369.7
100.0,16590,-81.3,-86.3,43,0.00,175,20,370.4,370.4,370.4
90.0,17182,-80.8,-87.0,35,0.00,110,32,382.6,382.6,382.6
83.0,17636,-80.5,-87.5,31,0.00,55,28,392.3,392.3,392.3
77.4,18026,-83.7,-89.7,35,0.00,46,25,393.6,393.6,393.6
77.0,18055,-83.2,-89.6,33,0.00,45,25,395.2,395.2,395.2
74.7,18224,-80.1,-89.1,22,0.00,52,21,405.1,405.1,405.1
71.1,18502,-80.9,-87.9,30,0.00,65,14,409.2,409.2,409.2
71.0,18510,-80.8,-87.9,30,0.00,65,14,409.4,409.5,409.4
70.0,18590,-80.3,-88.3,26,0.00,90,13,412.3,412.3,412.3
68.0,18755,-79.6,-88.6,22,0.00,100,13,417.3,417.3,417.3
66.2,18907,-78.9,-88.9,18,0.00,91,13,421.9,422.0,421.9
62.7,19221,-72.5,-85.5,13,0.00,74,12,442.7,442.7,442.7
62.0,19287,-72.7,-85.7,13,0.00,70,12,443.6,443.6,443.6
59.0,19577,-73.8,-86.8,12,0.00,110,15,447.5,447.5,447.5
57.1,19769,-74.5,-87.5,12,0.00,104,19,450.1,450.1,450.1
52.0,20319,-71.8,-87.6,8,0.00,85,30,468.6,468.6,468.6
50.0,20550,-70.7,-87.7,7,0.00,105,35,476.5,476.5,476.5
47.0,20917,-70.5,-88.5,6,0.00,100,42,485.4,485.4,485.4
46.8,20942,-70.5,-88.5,6,0.00,NaN,NaN,486.0,486.1,486.1
