PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,84,26.6,23.3,82,18.34,60,4,299.5,353.3,302.8
1000.0,112,26.0,23.4,86,18.51,75,5,299.1,353.4,302.4
975.0,336,23.8,22.4,92,17.85,80,10,299.1,351.4,302.3
953.0,536,23.2,21.6,91,17.41,85,14,300.5,351.7,303.6
938.0,676,22.8,21.1,90,17.11,80,17,301.4,352.0,304.5
925.0,798,21.8,20.0,90,16.19,75,20,301.6,349.5,304.5
924.0,807,21.8,19.9,89,16.15,75,22,301.6,349.4,304.6
850.0,1530,18.2,15.8,86,13.46,80,19,305.2,345.7,307.7
830.0,1732,17.0,14.8,87,12.88,85,23,306.0,344.9,308.4
748.0,2616,11.8,10.2,90,10.55,65,20,309.6,342.1,311.6
700.0,3170,9.8,5.4,74,8.10,85,20,313.3,338.8,314.8
672.0,3508,8.4,1.4,61,6.34,84,18,315.4,335.7,316.6
667.0,3570,7.8,5.7,87,8.68,84,17,315.4,342.9,317.1
650.0,3783,7.2,1.2,66,6.46,83,16,317.1,337.9,318.3
601.0,4422,2.8,0.3,84,6.55,81,11,319.2,340.4,320.4
590.0,4571,2.0,-0.7,82,6.19,80,10,319.9,340.1,321.1
585.0,4640,1.6,-1.2,82,6.03,83,10,320.2,339.9,321.4
571.0,4835,1.2,-8.8,47,3.46,90,11,322.0,333.7,322.7
562.0,4962,0.5,-8.5,51,3.59,95,12,322.6,334.7,323.3
528.0,5460,-2.5,-7.5,69,4.14,68,10,324.8,338.9,325.6
518.0,5611,-3.3,-9.0,65,3.74,60,10,325.6,338.4,326.3
500.0,5890,-4.9,-11.9,58,3.09,65,11,327.0,337.7,327.6
490.0,6049,-5.7,-12.7,58,2.96,55,11,327.9,338.2,328.5
481.0,6194,-6.1,-19.1,35,1.77,67,11,329.2,335.5,329.5
477.0,6259,-6.5,-21.5,29,1.45,73,11,329.4,334.7,329.7
468.0,6407,-7.6,-14.2,59,2.74,85,11,329.9,339.5,330.4
464.0,6474,-8.1,-10.9,80,3.61,88,11,330.1,342.6,330.8
425.0,7149,-12.9,-13.8,93,3.11,115,14,332.4,343.4,333.0
420.0,7240,-13.5,-14.2,94,3.05,113,14,332.7,343.5,333.3
400.0,7610,-15.5,-17.6,84,2.41,105,15,334.8,343.5,335.2
388.0,7837,-17.1,-19.2,83,2.17,105,13,335.6,343.6,336.1
346.0,8693,-22.9,-25.2,82,1.44,110,6,338.9,344.3,339.2
342.0,8779,-23.5,-25.8,81,1.37,114,8,339.2,344.4,339.5
320.0,9265,-26.3,-31.8,60,0.83,135,22,341.8,345.1,342.0
317.0,9333,-26.7,-32.7,57,0.78,136,22,342.2,345.3,342.4
300.0,9730,-30.3,-34.4,67,0.69,145,20,342.6,345.3,342.7
290.0,9970,-32.5,-35.9,72,0.62,143,19,342.8,345.2,342.9
270.0,10468,-36.3,-45.3,39,0.25,140,17,344.3,345.4,344.4
260.0,10731,-38.3,-50.3,27,0.15,150,20,345.1,345.7,345.1
250.0,11000,-40.5,-51.5,30,0.13,160,23,345.7,346.3,345.7
236.0,11390,-43.5,-55.5,25,0.09,167,23,346.9,347.3,346.9
231.0,11531,-44.7,-56.4,26,0.08,170,23,347.2,347.6,347.3
200.0,12480,-52.7,-62.7,29,0.04,160,28,349.1,349.4,349.2
194.0,12675,-54.7,-63.7,32,0.04,156,29,349.0,349.2,349.0
171.0,13470,-60.9,-73.9,16,0.01,140,35,351.6,351.6,351.6
158.0,13953,-64.9,-76.1,20,0.01,130,39,352.8,352.9,352.8
152.0,14189,-66.8,-77.1,22,0.01,125,37,353.4,353.5,353.4
150.0,14270,-67.5,-77.5,23,0.01,125,37,353.6,353.6,353.6
128.0,15210,-74.7,-80.7,39,0.00,152,29,357.1,357.1,357.1
126.0,15302,-75.3,-81.8,36,0.00,155,28,357.6,357.6,357.6
124.0,15395,-75.9,-82.9,33,0.00,153,22,358.1,358.1,358.1
122.0,15489,-76.2,-83.4,32,0.00,150,15,359.3,359.3,359.3
116.0,15779,-77.0,-84.8,28,0.00,55,8,363.0,363.0,363.0
114.0,15880,-77.3,-85.3,27,0.00,30,10,364.2,364.2,364.2
101.0,16565,-83.5,-87.8,48,0.00,325,16,365.1,365.1,365.1
100.0,16620,-84.1,-88.3,48,0.00,325,16,365.0,365.0,365.0
98.0,16731,-84.8,-89.1,47,0.00,310,15,365.8,365.8,365.8
97.7,16748,-84.9,-89.2,47,0.00,310,15,365.9,365.9,365.9
94.0,16963,-84.1,-89.2,41,0.00,325,10,371.5,371.5,371.5
86.0,17459,-82.3,-89.2,30,0.00,15,4,384.7,384.7,384.7
82.0,17725,-81.3,-89.3,25,0.00,105,14,392.0,392.0,392.0
80.0,17862,-80.8,-89.3,23,0.00,95,12,395.8,395.8,395.8
79.0,17932,-80.5,-89.3,22,0.00,110,10,397.8,397.8,397.8
74.3,18274,-79.3,-89.3,18,0.00,117,9,407.4,407.4,407.4
72.0,18451,-80.2,-90.2,18,0.00,120,8,409.1,409.1,409.1
70.0,18610,-81.1,-91.1,18,0.00,125,18,410.6,410.6,410.6
67.2,18840,-80.9,-91.9,15,0.00,115,26,415.8,415.8,415.8
66.0,18942,-79.1,-91.4,12,0.00,110,29,421.9,422.0,421.9
65.0,19030,-77.5,-90.9,10,0.00,100,24,427.2,427.2,427.2
63.6,19154,-75.3,-90.3,8,0.00,85,21,434.7,434.7,434.7
59.0,19590,-74.6,-92.3,5,0.00,35,12,445.6,445.6,445.6
57.0,19790,-74.3,-93.2,4,0.00,60,20,450.7,450.7,450.7
56.8,19810,-74.3,-93.3,4,0.00,NaN,NaN,451.3,451.3,451.3
