data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-02-07 00:00:00,1003.0,84,22.8,21.4,92,16.28,20,2,295.7,342.7,298.6,NaN
2026-02-07 00:00:00,1000.0,109,23.2,21.0,87,15.93,150,2,296.4,342.4,299.2,NaN
2026-02-07 00:00:00,996.0,144,23.8,20.3,81,15.30,159,3,297.3,341.7,300.0,NaN
2026-02-07 00:00:00,982.0,268,22.8,19.9,84,15.13,191,4,297.5,341.5,300.2,NaN
2026-02-07 00:00:00,968.0,394,24.8,17.8,65,13.43,224,6,300.7,340.4,303.1,NaN
2026-02-07 00:00:00,940.0,652,23.2,16.9,67,13.05,290,10,301.7,340.4,304.1,NaN
2026-02-07 00:00:00,925.0,793,22.4,16.4,69,12.84,285,11,302.2,340.4,304.5,NaN
2026-02-07 00:00:00,885.0,1174,19.9,15.3,75,12.55,280,11,303.4,341.0,305.7,NaN
2026-02-07 00:00:00,859.0,1431,18.2,14.7,80,12.35,240,11,304.3,341.3,306.5,NaN
2026-02-07 00:00:00,850.0,1522,17.6,14.4,82,12.28,240,14,304.6,341.4,306.8,NaN
2026-02-07 00:00:00,813.0,1902,15.4,12.0,80,10.95,260,15,306.1,339.3,308.1,NaN
2026-02-07 00:00:00,800.0,2039,15.6,10.6,72,10.13,260,14,307.8,338.7,309.6,NaN
2026-02-07 00:00:00,781.0,2244,15.4,8.4,63,8.93,260,13,309.7,337.3,311.3,NaN
2026-02-07 00:00:00,735.0,2754,12.2,6.3,67,8.21,335,11,311.6,337.2,313.1,NaN
2026-02-07 00:00:00,700.0,3164,9.6,4.6,71,7.65,340,6,313.1,337.2,314.5,NaN
2026-02-07 00:00:00,678.0,3428,8.6,3.2,69,7.17,335,10,314.8,337.6,316.2,NaN
2026-02-07 00:00:00,638.0,3931,6.6,0.6,66,6.31,358,8,318.1,338.5,319.3,NaN
2026-02-07 00:00:00,611.0,4284,3.8,0.8,81,6.69,15,6,318.8,340.4,320.1,NaN
2026-02-07 00:00:00,600.0,4432,2.6,0.9,89,6.86,46,11,319.1,341.3,320.4,NaN
2026-02-07 00:00:00,595.0,4500,3.1,-1.2,73,5.91,60,14,320.4,339.8,321.6,NaN
2026-02-07 00:00:00,590.0,4568,3.6,-3.4,60,5.07,58,15,321.8,338.6,322.8,NaN
2026-02-07 00:00:00,544.0,5218,-1.1,-5.0,75,4.88,40,24,323.8,340.1,324.7,NaN
2026-02-07 00:00:00,514.0,5672,-4.3,-6.1,87,4.74,55,28,325.1,341.1,326.0,NaN
2026-02-07 00:00:00,509.0,5750,-4.9,-6.3,90,4.72,57,27,325.3,341.2,326.3,NaN
2026-02-07 00:00:00,500.0,5890,-5.7,-7.1,90,4.52,60,26,326.0,341.3,326.9,NaN
2026-02-07 00:00:00,480.0,6209,-7.3,-7.8,96,4.46,64,15,327.9,343.1,328.8,NaN
2026-02-07 00:00:00,475.0,6291,-7.3,-8.3,92,4.31,65,12,328.9,343.6,329.7,NaN
2026-02-07 00:00:00,470.0,6373,-7.3,-8.9,88,4.18,79,10,329.9,344.2,330.7,NaN
2026-02-07 00:00:00,457.0,6588,-8.7,-10.2,89,3.87,115,3,330.8,344.3,331.6,NaN
2026-02-07 00:00:00,404.0,7534,-14.6,-15.9,90,2.75,0,0,334.9,344.8,335.5,NaN
2026-02-07 00:00:00,400.0,7610,-15.1,-16.4,90,2.67,0,0,335.3,344.9,335.8,NaN
2026-02-07 00:00:00,356.0,8484,-20.7,-22.5,85,1.78,41,7,339.1,345.7,339.5,NaN
2026-02-07 00:00:00,333.0,8970,-24.3,-26.3,83,1.35,65,11,340.7,345.8,341.0,NaN
2026-02-07 00:00:00,311.0,9468,-28.0,-30.2,81,1.00,95,16,342.3,346.2,342.5,NaN
2026-02-07 00:00:00,300.0,9730,-29.9,-32.3,80,0.85,95,18,343.1,346.5,343.3,NaN
2026-02-07 00:00:00,293.0,9898,-31.3,-34.0,77,0.74,90,20,343.4,346.4,343.6,NaN
2026-02-07 00:00:00,250.0,11000,-40.7,-43.4,75,0.33,90,17,345.4,346.8,345.5,NaN
2026-02-07 00:00:00,222.0,11783,-47.7,-51.4,66,0.15,80,17,346.5,347.2,346.6,NaN
2026-02-07 00:00:00,200.0,12470,-53.9,-58.4,58,0.07,125,12,347.2,347.6,347.3,NaN
