PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1000.0,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999.0,84,25.2,22.3,84,17.30,60,2,298.4,348.9,301.5
992.0,146,28.2,21.2,66,16.26,50,2,302.0,350.3,305.0
985.0,209,28.6,21.6,66,16.80,41,3,303.1,353.1,306.1
925.0,763,24.8,18.8,69,15.00,315,5,304.7,349.6,307.4
854.0,1461,20.5,14.5,68,12.27,320,12,307.1,344.4,309.4
850.0,1502,20.2,14.2,68,12.12,320,12,307.3,344.1,309.5
755.0,2513,12.2,11.0,92,11.04,305,10,309.2,343.1,311.3
710.0,3028,9.8,9.1,95,10.32,297,8,312.0,344.1,314.0
700.0,3146,9.6,7.2,85,9.18,295,8,313.1,341.8,314.8
673.0,3472,8.8,4.7,75,8.02,273,9,315.7,341.2,317.2
631.0,4003,5.6,4.7,94,8.56,237,11,317.9,345.3,319.6
626.0,4068,5.8,1.6,74,6.91,232,12,318.9,341.3,320.2
607.0,4320,5.4,0.4,70,6.53,215,13,321.2,342.6,322.5
602.0,4388,5.4,-0.6,65,6.12,210,13,322.0,342.2,323.2
583.0,4649,3.8,-3.2,60,5.21,213,13,323.1,340.5,324.1
517.0,5615,-1.7,-6.7,69,4.50,226,13,327.8,343.1,328.6
504.0,5817,-2.7,-12.7,46,2.87,229,13,328.9,339.0,329.5
500.0,5880,-3.1,-13.1,46,2.80,230,13,329.2,339.0,329.8
495.0,5960,-3.6,-12.6,50,2.96,230,14,329.5,339.9,330.1
473.0,6320,-5.9,-10.2,72,3.74,264,18,331.0,344.0,331.7
469.0,6387,-6.2,-12.6,61,3.11,270,19,331.4,342.3,332.0
464.0,6471,-6.7,-15.7,49,2.44,269,19,331.8,340.5,332.3
448.0,6745,-9.3,-12.2,79,3.37,265,19,331.9,343.7,332.6
444.0,6815,-9.1,-18.1,48,2.08,274,18,333.0,340.5,333.4
428.0,7100,-10.3,-19.3,48,1.95,313,12,335.0,342.1,335.4
425.0,7154,-10.7,-19.6,48,1.92,320,11,335.1,342.2,335.5
414.0,7356,-12.2,-20.7,49,1.79,285,11,335.8,342.4,336.1
400.0,7620,-14.1,-22.1,51,1.64,275,15,336.6,342.6,336.9
398.0,7658,-14.4,-22.1,52,1.64,280,16,336.6,342.7,337.0
387.0,7869,-16.3,-22.3,60,1.66,299,15,336.9,343.1,337.2
384.0,7928,-16.7,-25.7,46,1.24,305,14,337.1,341.8,337.4
373.0,8143,-18.3,-26.2,50,1.22,325,13,337.8,342.4,338.1
339.0,8850,-23.5,-27.8,68,1.15,68,4,340.1,344.5,340.3
333.0,8980,-24.7,-29.7,63,0.98,87,3,340.2,344.0,340.4
326.0,9134,-26.1,-28.4,81,1.14,110,1,340.3,344.7,340.5
316.0,9359,-27.3,-32.3,62,0.81,88,2,341.7,344.9,341.9
300.0,9730,-30.3,-31.8,87,0.89,50,5,342.6,346.1,342.7
285.0,10090,-32.9,-37.7,62,0.53,110,13,343.9,346.0,344.0
271.0,10444,-35.5,-43.5,44,0.30,124,16,345.1,346.4,345.2
268.0,10522,-36.1,-38.5,78,0.51,127,17,345.3,347.4,345.4
263.0,10652,-36.9,-51.9,20,0.12,132,18,346.0,346.6,346.0
260.0,10731,-37.5,-45.5,43,0.25,135,19,346.3,347.4,346.3
255.0,10864,-38.5,-50.5,27,0.15,140,20,346.7,347.4,346.8
250.0,11000,-39.5,-55.5,17,0.08,140,22,347.2,347.6,347.2
249.0,11027,-39.7,-55.7,17,0.08,140,22,347.3,347.7,347.3
242.0,11222,-41.5,-56.5,18,0.08,141,24,347.4,347.8,347.5
237.0,11364,-42.9,-47.2,63,0.23,142,25,347.4,348.4,347.5
229.0,11595,-44.5,-56.5,25,0.08,144,28,348.4,348.8,348.4
