PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
220.0,11863,-46.7,-57.7,27,0.07,146,30,349.0,349.4,349.0
214.0,12046,-47.9,-52.9,56,0.13,147,32,349.9,350.5,349.9
212.0,12109,-48.5,-60.5,24,0.05,147,32,349.9,350.2,349.9
200.0,12490,-51.9,-55.8,63,0.10,150,36,350.4,350.9,350.4
196.0,12620,-53.1,-56.6,66,0.09,150,36,350.5,351.0,350.6
188.0,12884,-55.5,-58.7,67,0.07,150,37,350.8,351.2,350.9
178.0,13230,-58.7,-61.5,70,0.05,148,36,351.1,351.4,351.2
174.0,13371,-60.1,-64.5,56,0.04,147,36,351.1,351.3,351.1
168.0,13587,-61.5,-68.1,41,0.02,145,35,352.4,352.5,352.4
159.0,13926,-63.6,-73.8,24,0.01,150,20,354.4,354.4,354.4
157.0,14003,-64.1,-75.1,21,0.01,154,17,354.8,354.9,354.8
152.0,14200,-65.4,-75.0,25,0.01,165,10,355.9,356.0,355.9
150.0,14280,-65.9,-74.9,27,0.01,165,10,356.4,356.4,356.4
145.0,14481,-67.7,-76.0,30,0.01,235,1,356.8,356.8,356.8
134.0,14948,-71.8,-78.6,35,0.01,320,12,357.6,357.6,357.6
122.0,15504,-76.7,-81.7,45,0.00,325,24,358.3,358.4,358.3
115.0,15839,-78.8,-83.8,44,0.00,320,13,360.5,360.5,360.5
110.0,16091,-80.4,-85.4,43,0.00,270,14,362.1,362.1,362.1
101.0,16575,-83.5,-88.5,42,0.00,220,18,365.1,365.1,365.1
100.0,16630,-84.1,-89.1,42,0.00,220,18,365.0,365.0,365.0
97.0,16798,-85.3,-90.3,41,0.00,209,15,365.9,365.9,365.9
96.0,16855,-85.4,-90.5,41,0.00,205,14,366.8,366.8,366.8
88.0,17332,-86.0,-91.7,36,0.00,20,10,374.8,374.8,374.8
85.0,17522,-86.3,-92.2,34,0.00,50,9,378.0,378.0,378.0
84.5,17555,-86.3,-92.3,34,0.00,NaN,NaN,378.5,378.5,378.5
