PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1001.0,84,25.2,22.9,87,17.92,0,0,298.3,350.6,301.5
1000.0,95,25.4,22.7,85,17.72,110,9,298.6,350.3,301.7
995.0,139,26.8,22.4,77,17.48,110,10,300.4,351.9,303.5
989.0,193,26.4,22.2,78,17.42,110,11,300.4,351.8,303.6
925.0,781,21.4,20.6,95,16.82,90,7,301.2,350.9,304.2
895.0,1066,19.6,19.3,98,16.01,55,15,302.2,349.7,305.1
875.0,1262,18.4,18.4,100,15.47,75,18,302.9,348.9,305.7
856.0,1451,20.2,11.2,56,9.85,95,21,306.7,336.7,308.5
850.0,1512,19.8,10.8,56,9.66,95,21,306.9,336.3,308.7
836.0,1653,19.0,10.3,57,9.51,90,22,307.5,336.6,309.2
791.0,2123,16.2,8.8,61,9.04,85,16,309.4,337.4,311.1
739.0,2701,12.9,6.8,67,8.48,95,9,311.9,338.3,313.4
722.0,2899,11.7,6.2,69,8.29,115,10,312.7,338.7,314.2
700.0,3162,10.2,5.3,72,8.04,105,10,313.8,339.1,315.3
687.0,3318,9.1,4.6,73,7.81,95,12,314.2,339.0,315.7
664.0,3600,7.2,3.4,77,7.41,120,10,315.1,338.7,316.6
643.0,3860,5.8,2.3,78,7.08,170,12,316.5,339.1,317.8
557.0,5020,-0.4,-2.6,85,5.71,200,19,322.4,341.2,323.5
521.0,5560,-3.3,-4.9,89,5.14,185,22,325.1,342.3,326.1
507.0,5780,-4.5,-5.8,91,4.92,185,21,326.2,342.8,327.2
500.0,5890,-5.3,-6.2,93,4.84,185,20,326.5,342.9,327.5
498.0,5921,-5.5,-6.4,93,4.78,180,20,326.6,342.8,327.6
457.0,6592,-9.9,-11.2,90,3.58,135,14,329.3,341.6,330.0
447.0,6762,-11.3,-11.4,99,3.60,140,15,329.6,342.1,330.3
420.0,7238,-13.4,-15.6,83,2.72,155,16,332.9,342.5,333.4
406.0,7497,-14.5,-17.9,75,2.32,148,17,334.6,343.0,335.1
400.0,7610,-15.3,-18.3,78,2.27,145,17,335.0,343.2,335.5
376.0,8065,-18.5,-22.4,72,1.70,150,13,336.8,343.1,337.1
323.0,9183,-26.3,-32.3,57,0.79,123,20,340.9,344.0,341.1
300.0,9710,-30.9,-34.0,74,0.72,110,23,341.7,344.6,341.9
288.0,9999,-33.3,-36.2,75,0.60,125,24,342.3,344.7,342.4
282.0,10147,-34.5,-37.4,75,0.55,125,24,342.6,344.8,342.8
250.0,10980,-41.5,-46.2,60,0.24,125,23,344.2,345.3,344.3
223.0,11743,-48.3,-54.3,50,0.11,125,28,345.2,345.7,345.2
216.0,11952,-50.1,-60.1,30,0.05,125,30,345.6,345.8,345.6
