PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1002.0,84,26.4,23.1,82,18.13,200,2,299.4,352.6,302.6
1000.0,102,25.8,23.1,85,18.17,200,4,298.9,352.1,302.2
978.0,298,23.2,22.6,96,18.02,161,6,298.2,350.8,301.4
971.0,361,24.4,21.7,85,17.15,148,7,300.1,350.5,303.1
929.0,748,23.4,19.8,80,15.91,70,11,302.9,350.2,305.7
925.0,786,23.2,19.9,82,16.09,70,11,303.0,350.9,305.9
908.0,947,22.0,19.1,84,15.61,45,12,303.4,349.9,306.2
850.0,1521,17.6,16.4,93,14.00,90,17,304.6,346.5,307.1
845.0,1571,17.2,16.1,93,13.79,90,17,304.7,346.1,307.2
785.0,2199,12.8,12.0,95,11.35,83,23,306.4,340.8,308.5
766.0,2404,11.7,11.0,96,10.91,80,25,307.4,340.6,309.4
742.0,2672,10.2,9.8,97,10.35,84,21,308.6,340.3,310.5
736.0,2739,9.9,9.2,95,10.02,85,20,309.0,339.8,310.9
719.0,2934,9.2,7.5,89,9.11,60,15,310.3,338.5,312.0
703.0,3121,8.5,5.8,83,8.30,95,15,311.5,337.4,313.1
700.0,3157,8.4,5.5,82,8.16,95,15,311.8,337.2,313.3
692.0,3252,8.4,4.0,74,7.42,98,14,312.8,336.1,314.2
682.0,3373,8.2,0.2,57,5.73,101,13,313.9,332.2,314.9
671.0,3507,7.3,1.9,69,6.59,105,12,314.3,335.3,315.5
661.0,3631,6.4,3.5,82,7.50,118,10,314.6,338.4,316.1
646.0,3819,6.2,-3.8,49,4.49,139,7,316.5,331.2,317.4
636.0,3947,5.6,2.3,79,7.15,152,5,317.2,340.2,318.6
630.0,4025,5.2,0.4,71,6.29,161,4,317.6,338.0,318.8
620.0,4154,4.5,-0.2,72,6.14,175,2,318.3,338.2,319.5
572.0,4803,1.0,-3.0,75,5.40,290,13,321.6,339.4,322.6
562.0,4946,0.2,-3.6,76,5.25,285,12,322.3,339.7,323.3
543.0,5223,-1.3,-4.8,77,4.96,315,11,323.7,340.2,324.6
526.0,5479,-2.7,-5.9,79,4.71,315,9,324.9,340.8,325.9
500.0,5880,-5.3,-8.4,79,4.08,315,5,326.5,340.4,327.3
487.0,6083,-6.7,-9.3,82,3.89,330,1,327.2,340.5,328.0
435.0,6955,-12.9,-13.4,96,3.15,247,7,330.1,341.1,330.8
424.0,7150,-13.1,-17.7,68,2.26,229,8,332.3,340.4,332.8
405.0,7496,-15.3,-21.0,62,1.78,195,10,333.8,340.3,334.2
400.0,7590,-15.9,-21.9,60,1.67,200,14,334.2,340.4,334.6
389.0,7800,-17.5,-25.5,50,1.24,196,14,334.8,339.5,335.1
374.0,8094,-19.3,-42.3,11,0.25,191,15,336.2,337.2,336.3
371.0,8153,-19.6,-37.6,19,0.41,190,15,336.5,338.2,336.6
362.0,8336,-20.7,-23.2,80,1.64,177,14,337.5,343.6,337.8
357.0,8438,-21.5,-23.7,83,1.59,170,14,337.7,343.7,338.1
343.0,8733,-23.9,-25.1,90,1.46,184,16,338.4,343.9,338.7
337.0,8862,-24.5,-29.5,63,0.99,190,17,339.3,343.1,339.5
324.0,9147,-26.5,-32.5,57,0.77,204,18,340.4,343.4,340.5
319.0,9259,-27.2,-33.2,57,0.74,210,19,340.9,343.9,341.1
312.0,9419,-28.1,-34.1,56,0.69,208,21,341.8,344.5,341.9
300.0,9700,-30.3,-34.5,67,0.69,205,24,342.6,345.3,342.7
276.0,10287,-35.3,-38.2,75,0.52,196,26,343.6,345.7,343.7
266.0,10544,-36.7,-42.7,54,0.33,192,27,345.2,346.6,345.3
250.0,10970,-40.7,-43.9,71,0.31,185,29,345.4,346.7,345.5
246.0,11080,-41.7,-44.5,74,0.30,183,30,345.5,346.8,345.6
238.0,11303,-43.5,-49.1,54,0.18,180,33,346.0,346.8,346.1
