PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1000.0,84,27.2,24.3,84,19.57,10,2,300.4,358.0,303.9
986.0,210,29.2,22.2,66,17.42,14,3,303.6,355.6,306.7
925.0,778,24.2,21.4,84,17.69,30,8,304.1,357.0,307.3
916.0,864,23.4,21.3,87,17.71,35,10,304.1,357.1,307.4
894.0,1076,21.6,20.9,96,17.75,50,12,304.3,357.5,307.6
850.0,1514,18.8,17.3,91,14.84,45,17,305.8,350.5,308.5
825.0,1770,17.6,14.4,82,12.70,45,20,307.2,345.8,309.6
799.0,2045,16.4,11.4,72,10.71,51,20,308.7,341.5,310.7
734.0,2763,12.2,9.9,86,10.54,67,19,311.7,344.4,313.7
705.0,3101,11.2,6.9,75,8.95,75,19,314.2,342.4,315.9
700.0,3161,11.0,6.4,73,8.69,70,20,314.6,342.1,316.3
641.0,3890,6.4,0.4,65,6.18,70,21,317.4,337.4,318.6
635.0,3967,6.1,1.6,73,6.84,70,21,317.9,339.9,319.2
630.0,4032,5.8,2.7,80,7.43,74,21,318.3,342.2,319.7
615.0,4229,5.4,-2.6,56,5.17,86,19,320.1,337.1,321.1
610.0,4296,5.0,-3.0,56,5.05,90,19,320.3,337.0,321.3
580.0,4705,1.9,-3.0,70,5.32,65,24,321.4,339.0,322.5
571.0,4832,1.0,-3.0,75,5.40,70,21,321.8,339.6,322.8
552.0,5101,-0.2,-5.2,69,4.73,80,14,323.5,339.3,324.4
526.0,5486,-1.9,-8.4,61,3.88,110,12,325.9,339.1,326.7
500.0,5890,-3.7,-11.7,54,3.14,75,13,328.5,339.4,329.1
475.0,6293,-6.5,-13.0,60,2.97,55,21,329.9,340.3,330.5
466.0,6443,-7.5,-13.5,62,2.91,58,20,330.4,340.7,331.0
457.0,6594,-8.7,-17.7,48,2.09,61,20,330.8,338.3,331.2
449.0,6731,-7.5,-52.5,1,0.07,63,19,333.9,334.2,333.9
400.0,7620,-13.5,-44.5,5,0.18,80,15,337.4,338.1,337.4
393.0,7753,-14.4,-40.9,9,0.28,80,7,337.9,339.0,337.9
376.0,8087,-16.7,-31.7,26,0.72,62,14,339.1,342.0,339.3
363.0,8351,-18.1,-55.1,2,0.06,48,20,340.7,341.0,340.7
360.0,8411,-18.6,-54.5,3,0.06,45,21,340.8,341.1,340.8
340.0,8828,-22.2,-50.6,6,0.11,35,27,341.5,342.0,341.5
300.0,9740,-30.1,-42.1,30,0.32,40,15,342.8,344.1,342.9
298.0,9787,-30.5,-41.6,33,0.33,40,15,342.9,344.3,342.9
284.0,10127,-33.7,-38.4,63,0.49,58,11,343.1,345.1,343.2
279.0,10251,-34.4,-39.0,63,0.47,65,10,343.8,345.7,343.9
269.0,10505,-36.0,-40.1,66,0.44,105,4,345.2,346.9,345.2
263.0,10662,-36.9,-40.8,67,0.41,116,6,346.0,347.7,346.1
250.0,11010,-39.7,-44.4,61,0.30,140,10,346.9,348.2,347.0
249.0,11037,-39.9,-44.6,61,0.29,140,10,346.9,348.2,347.0
218.0,11934,-48.0,-51.0,71,0.16,150,19,348.0,348.7,348.0
216.0,11996,-48.5,-51.4,72,0.16,147,19,348.1,348.8,348.1
211.0,12150,-49.7,-55.7,49,0.10,140,20,348.5,349.0,348.6
208.0,12244,-50.6,-56.0,52,0.09,135,20,348.6,349.0,348.6
200.0,12500,-52.9,-56.9,62,0.09,145,20,348.8,349.2,348.9
199.0,12532,-53.1,-56.9,63,0.09,145,20,349.0,349.4,349.0
160.0,13896,-64.3,-67.7,63,0.03,155,27,352.5,352.6,352.5
157.0,14014,-65.3,-68.6,63,0.02,151,28,352.8,352.9,352.8
153.0,14171,-66.3,-72.3,43,0.01,145,28,353.7,353.7,353.7
150.0,14290,-67.3,-72.3,49,0.01,140,29,354.0,354.0,354.0
129.0,15161,-73.9,-78.7,47,0.01,95,20,357.8,357.8,357.8
125.0,15343,-75.2,-80.1,47,0.01,100,15,358.5,358.6,358.5
121.0,15531,-76.6,-81.5,46,0.00,85,15,359.3,359.3,359.3
112.0,15978,-80.0,-84.8,45,0.00,70,15,361.0,361.0,361.0
105.0,16351,-82.8,-87.5,44,0.00,80,18,362.4,362.4,362.4
101.0,16575,-84.5,-89.2,44,0.00,65,16,363.2,363.2,363.2
100.0,16630,-84.9,-89.6,44,0.00,65,16,363.4,363.5,363.4
97.2,16786,-85.9,-90.5,44,0.00,65,18,364.5,364.5,364.5
89.0,17267,-86.3,-91.9,36,0.00,45,30,372.9,372.9,372.9
86.0,17454,-86.5,-92.5,34,0.00,50,29,376.2,376.2,376.2
80.0,17854,-81.4,-89.3,26,0.00,110,36,394.6,394.7,394.6
79.7,17875,-81.1,-89.1,25,0.00,110,36,395.6,395.6,395.6
75.8,18155,-83.1,-90.1,29,0.00,113,42,397.2,397.2,397.2
73.0,18365,-82.0,-90.2,24,0.00,115,46,403.7,403.8,403.7
71.2,18504,-81.3,-90.3,21,0.00,106,40,408.1,408.2,408.1
70.0,18600,-79.1,-90.1,15,0.00,100,36,414.8,414.9,414.9
67.1,18845,-74.1,-88.1,10,0.00,96,27,430.7,430.7,430.7
66.0,18942,-73.5,-88.3,9,0.00,95,24,434.0,434.1,434.0
63.1,19206,-71.9,-88.9,6,0.00,114,11,443.2,443.2,443.2
63.0,19216,-71.9,-88.9,6,0.00,115,11,443.3,443.3,443.3
62.0,19310,-72.3,-89.0,7,0.00,170,8,444.6,444.6,444.6
61.0,19405,-72.6,-89.2,7,0.00,190,10,445.9,445.9,445.9
60.0,19502,-73.0,-89.3,7,0.00,185,13,447.1,447.2,447.1
