PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
291.0,9931,-33.0,-38.5,58,0.48,180,11,341.8,343.7,341.9
277.0,10271,-35.7,-42.6,49,0.32,150,11,342.7,344.0,342.8
250.0,10980,-41.3,-51.3,33,0.14,140,13,344.5,345.1,344.6
239.0,11283,-43.8,-54.9,28,0.09,130,12,345.2,345.6,345.2
231.0,11512,-45.7,-57.7,25,0.07,148,12,345.7,346.0,345.7
226.0,11657,-46.3,-60.6,18,0.05,160,12,346.9,347.2,347.0
218.0,11896,-47.3,-65.3,11,0.03,208,10,349.0,349.1,349.0
216.0,11956,-47.8,-65.2,12,0.03,220,9,349.1,349.3,349.1
211.0,12110,-49.1,-64.8,14,0.03,240,11,349.4,349.6,349.4
202.0,12395,-51.5,-64.2,20,0.03,215,14,350.0,350.1,350.0
200.0,12460,-52.1,-64.1,22,0.03,215,14,350.1,350.3,350.1
191.0,12754,-54.8,-64.5,29,0.03,235,18,350.4,350.6,350.4
181.0,13098,-57.9,-64.9,40,0.03,235,24,350.8,350.9,350.8
177.0,13239,-58.7,-73.7,13,0.01,235,26,351.7,351.8,351.7
156.0,14021,-64.7,-74.7,24,0.01,235,40,354.4,354.5,354.4
150.0,14260,-66.5,-74.5,32,0.01,235,44,355.3,355.4,355.3
140.0,14673,-70.3,-73.4,64,0.01,238,49,355.7,355.8,355.8
134.0,14931,-72.5,-76.2,57,0.01,239,52,356.3,356.4,356.3
132.0,15017,-73.1,-76.8,57,0.01,240,53,356.9,356.9,356.9
115.0,15804,-78.2,-82.6,49,0.00,220,27,361.6,361.6,361.6
101.0,16545,-83.1,-88.0,43,0.00,175,6,365.9,365.9,365.9
100.0,16600,-83.3,-87.9,45,0.00,175,6,366.5,366.6,366.5
97.0,16768,-84.5,-89.1,44,0.00,185,3,367.5,367.5,367.5
94.9,16889,-85.3,-90.0,43,0.00,205,5,368.1,368.1,368.1
87.5,17338,-81.7,-88.7,30,0.00,283,11,384.0,384.0,384.0
86.0,17434,-82.2,-89.5,28,0.00,300,12,384.9,384.9,384.9
84.0,17565,-82.9,-90.6,26,0.00,290,11,386.2,386.2,386.2
82.7,17652,-83.3,-91.3,24,0.00,240,11,387.0,387.0,387.0
80.0,17838,-80.7,-89.3,23,0.00,135,11,396.1,396.1,396.1
78.4,17951,-79.1,-88.1,22,0.00,117,14,401.6,401.6,401.6
77.0,18053,-79.5,-88.8,21,0.00,100,16,402.8,402.8,402.8
74.0,18277,-80.5,-90.5,18,0.00,135,13,405.4,405.4,405.4
70.0,18590,-79.5,-89.5,18,0.00,145,15,414.0,414.0,414.0
69.0,18672,-79.5,-89.8,17,0.00,145,15,415.7,415.7,415.7
67.0,18838,-79.5,-90.5,15,0.00,125,14,419.2,419.2,419.2
66.0,18925,-77.5,-90.1,12,0.00,100,24,425.2,425.3,425.2
65.0,19014,-75.6,-89.7,10,0.00,90,27,431.4,431.4,431.4
62.6,19232,-70.7,-88.7,6,0.00,66,18,446.8,446.9,446.8
61.0,19385,-70.8,-88.8,6,0.00,50,12,449.8,449.9,449.8
59.0,19582,-71.0,-89.0,5,0.00,15,1,453.7,453.7,453.7
55.0,19997,-71.4,-89.4,5,0.00,120,12,462.0,462.0,462.0
52.5,20272,-71.7,-89.7,5,0.00,124,20,467.6,467.6,467.6
52.0,20328,-71.5,-89.7,5,0.00,125,22,469.3,469.3,469.3
50.0,20560,-70.7,-89.7,5,0.00,120,29,476.5,476.5,476.5
46.0,21059,-68.9,-89.9,3,0.00,75,35,492.3,492.3,492.3
42.3,21561,-67.1,-90.1,3,0.00,87,39,508.7,508.7,508.7
40.0,21896,-69.4,-90.6,3,0.00,95,41,511.1,511.1,511.1
39.7,21941,-69.7,-90.7,3,0.00,94,42,511.4,511.5,511.4
36.3,22482,-64.3,-91.3,1,0.00,88,55,538.6,538.6,538.6
35.0,22706,-64.2,-91.2,1,0.00,85,60,544.5,544.5,544.5
31.0,23449,-64.0,-91.0,1,0.00,85,52,564.4,564.4,564.4
30.0,23650,-63.9,-90.9,1,0.00,90,52,569.9,569.9,569.9
26.0,24535,-60.8,-90.1,1,0.00,95,65,602.6,602.6,602.6
25.6,24631,-60.4,-90.0,1,0.00,95,65,606.2,606.2,606.2
25.0,24777,-59.9,-89.9,1,0.00,NaN,NaN,611.8,611.9,611.8
