data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-03-05 12:00:00,1001.0,84,28.6,21.6,66,16.52,40,4,301.7,350.6,304.6,NaN
2026-03-05 12:00:00,1000.0,91,28.4,21.4,66,16.33,35,9,301.6,349.9,304.5,NaN
2026-03-05 12:00:00,978.0,289,27.9,19.3,60,14.60,30,22,302.9,346.4,305.6,NaN
2026-03-05 12:00:00,959.0,464,27.4,17.4,54,13.21,32,19,304.2,343.8,306.6,NaN
2026-03-05 12:00:00,925.0,783,25.0,18.0,65,14.24,35,14,304.9,347.6,307.5,NaN
2026-03-05 12:00:00,850.0,1518,19.0,13.0,68,11.19,45,16,306.0,339.9,308.1,NaN
2026-03-05 12:00:00,813.0,1900,15.8,13.2,85,11.87,50,16,306.6,342.5,308.7,NaN
2026-03-05 12:00:00,777.0,2284,13.2,11.8,91,11.31,55,15,307.8,342.2,309.9,NaN
2026-03-05 12:00:00,735.0,2752,11.2,8.4,83,9.50,85,14,310.5,339.9,312.3,NaN
2026-03-05 12:00:00,700.0,3159,9.2,-2.8,43,4.47,55,10,312.6,327.0,313.5,NaN
2026-03-05 12:00:00,675.0,3460,7.9,-9.9,27,2.67,40,17,314.4,323.3,314.9,NaN
2026-03-05 12:00:00,670.0,3521,7.6,-11.4,25,2.40,42,16,314.8,322.8,315.2,NaN
2026-03-05 12:00:00,644.0,3845,5.9,-12.2,26,2.35,55,11,316.4,324.4,316.9,NaN
2026-03-05 12:00:00,635.0,3960,5.3,-12.4,27,2.33,70,8,317.0,324.9,317.5,NaN
2026-03-05 12:00:00,616.0,4209,4.0,-13.0,28,2.29,125,10,318.3,326.1,318.7,NaN
2026-03-05 12:00:00,606.0,4342,3.0,0.0,81,6.36,120,11,318.6,339.2,319.9,NaN
2026-03-05 12:00:00,597.0,4462,2.4,-1.0,78,5.99,115,12,319.3,338.8,320.4,NaN
2026-03-05 12:00:00,565.0,4907,0.0,-4.7,71,4.80,121,17,321.6,337.5,322.5,NaN
2026-03-05 12:00:00,548.0,5151,-1.1,-7.6,61,3.96,125,20,323.1,336.5,323.9,NaN
2026-03-05 12:00:00,544.0,5210,-1.3,-8.3,59,3.78,132,19,323.5,336.3,324.2,NaN
2026-03-05 12:00:00,532.0,5388,-1.3,-15.3,34,2.20,155,17,325.6,333.3,326.0,NaN
2026-03-05 12:00:00,519.0,5584,-2.6,-15.4,37,2.23,180,14,326.3,334.2,326.8,NaN
2026-03-05 12:00:00,510.0,5723,-3.5,-15.5,39,2.26,168,11,326.9,334.8,327.3,NaN
2026-03-05 12:00:00,506.0,5786,-3.5,-19.5,28,1.62,163,10,327.6,333.4,327.9,NaN
2026-03-05 12:00:00,500.0,5880,-2.9,-36.9,5,0.32,155,8,329.4,330.7,329.5,NaN
2026-03-05 12:00:00,498.0,5912,-2.9,-38.9,4,0.27,150,6,329.8,330.9,329.9,NaN
2026-03-05 12:00:00,463.0,6483,-7.1,-35.1,9,0.42,88,12,331.5,333.2,331.6,NaN
2026-03-05 12:00:00,448.0,6739,-7.8,-41.4,5,0.23,60,15,333.8,334.7,333.8,NaN
2026-03-05 12:00:00,441.0,6861,-8.2,-44.4,4,0.17,40,12,334.8,335.5,334.9,NaN
2026-03-05 12:00:00,434.0,6985,-8.5,-47.5,3,0.12,83,8,335.9,336.4,335.9,NaN
2026-03-05 12:00:00,421.0,7218,-10.6,-45.1,4,0.16,165,1,336.2,336.9,336.2,NaN
2026-03-05 12:00:00,400.0,7610,-14.1,-41.1,8,0.26,175,4,336.6,337.7,336.6,NaN
2026-03-05 12:00:00,384.0,7919,-16.7,-40.7,11,0.29,146,7,337.1,338.3,337.2,NaN
2026-03-05 12:00:00,368.0,8237,-18.9,-33.6,26,0.61,115,10,338.3,340.8,338.5,NaN
2026-03-05 12:00:00,355.0,8506,-20.7,-27.7,53,1.11,121,11,339.4,343.6,339.6,NaN
2026-03-05 12:00:00,346.0,8695,-22.1,-33.1,36,0.68,125,11,340.0,342.7,340.1,NaN
2026-03-05 12:00:00,336.0,8909,-23.9,-32.1,47,0.78,130,12,340.4,343.4,340.5,NaN
2026-03-05 12:00:00,318.0,9311,-27.3,-30.1,77,0.99,126,21,341.1,344.9,341.3,NaN
2026-03-05 12:00:00,311.0,9471,-28.1,-31.7,71,0.87,125,24,342.2,345.6,342.4,NaN
2026-03-05 12:00:00,300.0,9730,-29.3,-34.3,62,0.70,115,23,344.0,346.8,344.1,NaN
2026-03-05 12:00:00,299.0,9753,-29.5,-34.7,61,0.68,115,24,344.1,346.8,344.2,NaN
2026-03-05 12:00:00,274.0,10366,-33.8,-44.1,35,0.28,140,24,346.4,347.6,346.5,NaN
2026-03-05 12:00:00,266.0,10574,-35.3,-47.3,28,0.20,138,24,347.2,348.1,347.3,NaN
2026-03-05 12:00:00,250.0,11000,-38.9,-49.9,30,0.16,135,24,348.1,348.8,348.1,NaN
2026-03-05 12:00:00,244.0,11166,-40.3,-51.8,28,0.13,130,26,348.4,349.0,348.4,NaN
2026-03-05 12:00:00,239.0,11308,-41.5,-53.5,26,0.11,136,25,348.7,349.2,348.7,NaN
2026-03-05 12:00:00,227.0,11649,-44.6,-54.9,31,0.10,150,23,349.1,349.5,349.1,NaN
