PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,84,25.4,21.7,80,16.59,0,0,298.3,346.7,301.2
1000.0,112,24.8,22.4,87,17.39,0,0,297.9,348.6,301.1
978.3,305,23.0,23.0,100,18.45,240,7,298.0,351.8,301.3
978.0,308,23.0,23.0,100,18.47,240,7,298.0,351.9,301.3
944.9,610,22.5,21.4,94,17.37,260,7,300.5,351.6,303.6
925.0,796,22.2,20.5,90,16.71,350,4,302.0,351.5,305.0
912.6,914,21.8,19.0,84,15.43,5,4,302.8,348.7,305.6
899.0,1044,21.4,17.4,78,14.11,13,4,303.6,345.8,306.2
850.0,1529,18.2,16.4,89,14.00,45,5,305.2,347.3,307.8
802.0,2026,14.8,14.8,100,13.38,65,7,306.7,347.1,309.1
791.7,2134,14.2,14.1,99,12.92,70,7,307.2,346.4,309.6
763.6,2438,12.6,12.0,97,11.69,85,6,308.6,344.3,310.8
700.0,3168,8.6,7.1,90,9.12,115,4,312.0,340.4,313.7
678.0,3432,6.2,6.2,100,8.85,118,9,312.1,339.8,313.8
659.6,3658,7.1,2.8,74,7.15,120,13,315.6,338.4,317.0
657.0,3691,7.2,2.3,71,6.92,119,13,316.1,338.3,317.4
612.0,4267,3.6,0.1,78,6.36,105,5,318.5,339.1,319.7
559.0,5004,-0.9,-2.6,88,5.69,21,1,321.5,340.2,322.6
546.6,5182,-1.5,-4.4,81,5.09,0,0,322.8,339.7,323.8
524.0,5519,-2.7,-7.7,68,4.11,14,4,325.3,339.2,326.1
500.0,5890,-4.9,-11.9,58,3.09,30,8,327.0,337.7,327.6
487.0,6096,-6.1,-14.2,53,2.63,35,8,328.0,337.2,328.5
468.4,6401,-7.9,-17.7,45,2.05,35,13,329.5,336.8,329.9
466.0,6440,-8.1,-18.1,44,1.98,40,13,329.7,336.8,330.1
450.3,6706,-10.1,-15.0,67,2.67,75,14,330.4,339.9,331.0
450.0,6711,-10.1,-14.9,68,2.69,75,14,330.5,340.0,331.0
435.0,6972,-11.1,-21.1,44,1.64,88,13,332.4,338.4,332.7
432.8,7010,-11.4,-20.8,46,1.70,90,13,332.5,338.7,332.9
410.0,7423,-14.5,-17.0,81,2.48,83,13,333.7,342.6,334.2
400.0,7610,-15.1,-21.1,60,1.79,80,13,335.3,341.8,335.6
