PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1002.0,84,26.2,21.9,77,16.82,70,4,299.2,348.4,302.2
1000.0,104,26.2,21.6,76,16.54,65,11,299.4,347.8,302.3
977.6,305,26.4,19.8,67,15.08,60,22,301.5,346.1,304.2
973.0,346,26.4,19.4,65,14.80,58,22,301.9,345.8,304.6
944.3,610,24.5,18.1,67,14.04,45,25,302.6,344.3,305.1
925.0,792,23.2,17.2,69,13.53,45,24,303.0,343.4,305.5
912.1,914,22.3,16.9,71,13.45,40,23,303.4,343.5,305.8
850.1,1524,18.0,15.3,84,13.03,50,11,305.0,344.1,307.4
850.0,1525,18.0,15.3,84,13.03,50,11,305.0,344.1,307.4
847.0,1555,17.8,15.6,87,13.33,52,11,305.1,345.2,307.5
791.4,2134,14.2,9.6,74,9.53,85,2,307.2,336.3,308.9
783.0,2224,13.6,8.6,72,9.03,100,3,307.5,335.2,309.2
763.4,2438,12.3,9.7,84,9.96,135,5,308.3,338.8,310.2
748.0,2609,11.2,10.5,95,10.77,146,6,308.9,342.0,310.9
709.7,3048,9.8,7.5,86,9.24,175,10,312.1,340.9,313.8
700.0,3163,9.4,6.7,83,8.87,165,10,312.9,340.6,314.5
616.0,4218,4.8,-0.2,70,6.16,184,4,319.2,339.3,320.4
612.3,4267,4.5,-0.5,70,6.08,185,4,319.4,339.2,320.6
567.4,4877,0.5,-3.9,73,5.10,205,10,321.7,338.6,322.7
503.0,5843,-5.9,-9.2,77,3.81,167,4,325.2,338.2,326.0
500.0,5890,-6.1,-9.8,75,3.65,165,4,325.5,338.0,326.3
486.9,6096,-7.0,-12.0,67,3.14,155,5,326.9,337.8,327.6
441.0,6864,-10.3,-20.3,44,1.74,121,4,332.1,338.4,332.5
432.7,7010,-10.7,-29.5,20,0.77,115,4,333.5,336.4,333.6
427.0,7112,-10.9,-35.9,11,0.42,97,7,334.4,336.1,334.5
423.0,7184,-11.3,-35.3,12,0.45,84,9,334.8,336.6,334.9
415.8,7315,-12.3,-36.9,11,0.39,60,13,335.2,336.8,335.3
400.0,7610,-14.5,-40.5,9,0.28,65,12,336.1,337.2,336.1
399.5,7620,-14.6,-42.7,7,0.22,70,12,336.0,337.0,336.1
399.0,7629,-14.7,-44.7,6,0.18,70,12,336.0,336.8,336.1
367.8,8230,-19.8,-41.3,13,0.28,45,21,337.1,338.2,337.1
338.7,8839,-25.1,-37.8,30,0.44,50,11,338.0,339.8,338.1
330.0,9031,-26.7,-36.7,38,0.50,68,11,338.3,340.3,338.4
311.2,9449,-30.3,-34.6,66,0.65,110,11,339.0,341.6,339.2
303.0,9640,-31.9,-33.7,84,0.74,114,19,339.3,342.2,339.5
300.0,9710,-32.3,-35.2,75,0.64,115,22,339.7,342.3,339.9
281.0,10171,-35.1,-43.1,44,0.30,119,28,342.1,343.4,342.2
267.0,10527,-37.9,-42.9,59,0.33,121,33,343.1,344.4,343.1
258.0,10764,-39.3,-44.3,59,0.29,123,36,344.4,345.6,344.4
250.3,10973,-41.2,-46.2,58,0.24,125,39,344.5,345.6,344.6
250.0,10980,-41.3,-46.3,58,0.24,130,35,344.5,345.6,344.6
239.0,11278,-43.8,-48.7,58,0.19,140,34,345.2,346.1,345.3
211.0,12105,-50.7,-55.3,58,0.10,123,43,347.0,347.4,347.0
204.0,12323,-52.5,-62.5,29,0.04,118,46,347.5,347.7,347.5
200.0,12450,-53.5,-62.5,32,0.04,115,47,347.9,348.1,347.9
184.0,12979,-57.9,-65.9,35,0.03,111,49,349.1,349.3,349.1
180.3,13106,-58.5,-68.3,27,0.02,110,49,350.2,350.3,350.2
168.0,13547,-60.5,-76.5,11,0.01,96,29,354.0,354.0,354.0
163.4,13716,-62.0,-77.7,11,0.01,90,21,354.4,354.4,354.4
