PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1000.0,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999.0,84,25.6,23.8,90,18.99,60,2,298.8,354.4,302.2
992.0,146,26.4,24.1,87,19.49,60,4,300.2,357.7,303.7
933.0,687,24.4,19.4,74,15.45,56,17,303.5,349.6,306.3
925.0,762,24.0,19.0,74,15.19,55,19,303.8,349.2,306.6
898.0,1019,22.5,17.5,73,14.18,55,20,304.8,347.4,307.4
850.0,1495,19.6,14.6,73,12.44,50,17,306.7,344.4,308.9
726.0,2833,11.5,8.8,83,9.85,40,17,311.9,342.5,313.8
700.0,3143,9.6,7.4,86,9.31,50,17,313.1,342.2,314.8
684.0,3334,8.3,6.7,90,9.07,45,18,313.7,342.2,315.4
659.0,3643,6.2,5.5,96,8.68,60,17,314.6,342.1,316.3
648.0,3782,5.2,5.0,99,8.51,79,15,315.1,342.0,316.7
627.0,4053,5.7,2.6,81,7.44,115,12,318.7,342.7,320.1
617.0,4185,6.0,1.5,73,6.96,113,12,320.4,343.1,321.8
602.0,4383,4.8,0.7,75,6.72,110,13,321.3,343.2,322.6
582.0,4656,3.0,-0.5,78,6.39,140,11,322.4,343.4,323.6
516.0,5628,-3.1,-4.6,90,5.31,90,14,326.2,344.1,327.3
508.0,5754,-3.9,-5.1,91,5.18,90,13,326.7,344.2,327.8
500.0,5880,-4.5,-5.5,93,5.11,95,12,327.5,344.8,328.5
494.0,5975,-5.0,-5.9,93,5.01,115,10,328.1,345.1,329.1
487.0,6087,-5.5,-6.4,93,4.90,105,11,328.7,345.4,329.7
480.0,6198,-6.2,-7.1,93,4.71,95,11,329.3,345.4,330.2
457.0,6576,-8.5,-9.5,93,4.11,120,10,331.0,345.3,331.9
446.0,6763,-9.6,-10.7,92,3.83,110,13,331.9,345.3,332.7
405.0,7504,-14.1,-15.3,91,2.89,155,10,335.4,345.7,335.9
400.0,7600,-14.7,-15.9,91,2.78,150,9,335.8,345.8,336.4
387.0,7845,-16.3,-17.8,88,2.46,135,10,336.9,345.8,337.4
377.0,8040,-17.6,-19.2,87,2.23,155,5,337.8,345.9,338.2
331.0,9007,-23.8,-26.6,78,1.32,160,11,341.9,347.0,342.2
325.0,9143,-24.7,-27.6,77,1.23,151,11,342.5,347.2,342.8
315.0,9369,-26.7,-28.7,83,1.14,135,10,342.8,347.2,343.1
312.0,9438,-27.2,-30.7,72,0.96,130,10,343.1,346.9,343.3
305.0,9602,-28.3,-35.3,51,0.62,136,11,343.8,346.3,343.9
302.0,9672,-28.5,-32.8,66,0.81,138,12,344.4,347.6,344.6
300.0,9720,-28.9,-33.7,63,0.74,140,12,344.5,347.5,344.7
295.0,9839,-29.9,-36.8,51,0.56,155,14,344.8,347.0,344.9
282.0,10159,-32.6,-45.0,28,0.25,135,14,345.4,346.4,345.4
276.0,10312,-33.9,-48.9,21,0.16,143,13,345.6,346.3,345.6
271.0,10440,-35.1,-41.1,54,0.39,150,12,345.7,347.3,345.8
260.0,10729,-36.9,-47.9,31,0.19,121,15,347.1,348.0,347.2
258.0,10783,-37.3,-46.3,39,0.23,115,15,347.3,348.3,347.4
255.0,10864,-37.9,-43.9,53,0.31,121,16,347.6,348.9,347.7
253.0,10918,-38.5,-53.5,19,0.10,124,17,347.5,348.0,347.5
250.0,11000,-39.1,-58.1,12,0.06,130,19,347.8,348.1,347.8
248.0,11055,-39.7,-58.7,11,0.06,129,18,347.7,348.0,347.7
243.0,11192,-40.9,-58.7,13,0.06,125,17,347.9,348.2,347.9
228.0,11621,-44.7,-58.7,19,0.06,133,17,348.5,348.8,348.5
225.0,11708,-45.5,-57.1,26,0.08,135,17,348.7,349.0,348.7
218.0,11918,-47.3,-53.3,50,0.12,128,17,349.0,349.6,349.0
