PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1003.0,84,25.2,24.2,94,19.39,60,2,298.1,354.7,301.5
1000.0,115,24.8,24.1,96,19.33,60,2,297.9,354.3,301.4
977.0,318,23.7,23.0,96,18.45,35,1,298.8,352.8,302.1
925.0,796,21.0,20.3,96,16.50,15,9,300.8,349.4,303.7
863.0,1397,17.6,17.6,100,14.90,44,8,303.2,347.6,306.0
850.0,1527,17.0,16.8,99,14.37,50,8,303.9,346.9,306.6
837.0,1658,16.5,16.0,97,13.81,65,10,304.7,346.2,307.2
779.0,2269,14.0,12.0,88,11.45,105,12,308.4,343.4,310.5
766.0,2412,13.4,11.1,86,10.95,104,12,309.2,342.8,311.3
734.0,2770,10.9,10.2,96,10.75,100,13,310.2,343.4,312.2
721.0,2920,9.8,9.8,100,10.66,106,12,310.7,343.6,312.7
700.0,3166,8.4,8.4,100,9.98,115,11,311.8,342.8,313.6
681.0,3394,6.8,5.7,93,8.50,123,10,312.4,339.0,314.0
675.0,3466,6.5,5.5,93,8.46,125,10,312.9,339.4,314.5
653.0,3738,5.4,4.7,96,8.29,100,10,314.6,340.8,316.2
642.0,3877,4.8,4.3,97,8.20,70,11,315.5,341.5,317.0
616.0,4217,3.4,3.4,100,8.00,45,16,317.6,343.2,319.1
595.0,4499,2.6,-0.2,82,6.38,38,16,319.8,340.6,321.1
570.0,4843,0.5,-1.3,88,6.14,30,16,321.3,341.4,322.5
528.0,5458,-3.3,-3.3,100,5.71,20,10,323.9,342.9,325.0
514.0,5671,-3.1,-5.9,81,4.82,39,11,326.6,342.9,327.6
510.0,5733,-3.6,-6.4,81,4.68,45,11,326.7,342.6,327.6
500.0,5890,-4.9,-7.6,81,4.34,40,13,327.0,341.8,327.9
487.0,6095,-6.3,-8.6,84,4.13,35,14,327.7,341.9,328.5
474.0,6305,-7.8,-9.6,87,3.92,60,10,328.4,341.9,329.2
442.0,6849,-11.6,-12.2,96,3.42,45,2,330.3,342.2,330.9
438.0,6919,-12.1,-12.5,97,3.36,34,4,330.5,342.2,331.2
426.0,7131,-13.1,-15.9,80,2.62,0,10,331.8,341.1,332.3
400.0,7610,-15.5,-23.5,50,1.45,5,22,334.8,340.1,335.1
397.0,7667,-15.9,-23.9,50,1.40,5,22,334.9,340.1,335.2
393.0,7743,-16.5,-24.5,50,1.35,6,21,335.1,340.2,335.4
364.0,8311,-21.9,-25.6,72,1.32,9,18,335.4,340.3,335.6
360.0,8392,-21.8,-24.7,77,1.44,10,17,336.6,342.0,336.9
357.0,8453,-21.7,-24.0,82,1.55,19,15,337.5,343.3,337.8
353.0,8536,-22.3,-24.3,84,1.53,30,13,337.7,343.5,338.1
343.0,8746,-23.9,-25.0,91,1.47,83,12,338.4,343.9,338.7
339.0,8830,-24.4,-25.6,89,1.41,105,12,338.9,344.2,339.2
308.0,9522,-28.1,-30.7,78,0.97,89,26,343.1,346.9,343.3
300.0,9710,-29.7,-32.8,74,0.81,85,30,343.4,346.6,343.6
292.0,9902,-31.2,-34.8,71,0.69,80,30,343.9,346.7,344.1
282.0,10150,-33.1,-37.3,66,0.55,100,33,344.6,346.9,344.7
277.0,10277,-34.1,-38.6,64,0.49,104,32,345.0,347.0,345.1
272.0,10405,-35.3,-37.4,81,0.57,108,31,345.0,347.3,345.1
251.0,10962,-39.9,-43.7,67,0.32,125,25,346.2,347.6,346.3
250.0,10990,-40.1,-44.0,66,0.31,125,29,346.3,347.6,346.4
246.0,11099,-40.9,-44.8,66,0.29,124,30,346.7,347.9,346.8
232.0,11484,-44.4,-48.4,64,0.20,120,33,347.2,348.1,347.3
227.0,11628,-45.7,-49.8,63,0.18,110,40,347.4,348.2,347.4
218.0,11893,-48.1,-52.3,62,0.14,100,29,347.7,348.3,347.7
200.0,12460,-53.3,-57.6,59,0.08,110,34,348.2,348.6,348.2
189.0,12819,-56.6,-61.0,57,0.05,100,32,348.6,348.9,348.6
182.0,13059,-58.8,-63.3,56,0.04,85,36,348.8,349.0,348.8
176.0,13272,-60.7,-65.3,54,0.03,89,43,349.0,349.2,349.0
174.0,13343,-61.3,-66.2,52,0.03,90,46,349.1,349.3,349.1
169.0,13524,-62.9,-68.5,46,0.02,100,36,349.5,349.6,349.5
167.0,13598,-63.5,-69.5,44,0.02,90,33,349.6,349.7,349.6
165.0,13671,-64.2,-69.9,45,0.02,80,30,349.7,349.8,349.7
155.0,14051,-67.5,-71.8,54,0.02,70,31,350.3,350.3,350.3
