PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
150.0,14250,-69.3,-72.8,60,0.01,90,30,350.5,350.6,350.5
145.0,14451,-70.4,-75.0,51,0.01,95,17,352.0,352.0,352.0
143.0,14533,-70.9,-75.9,48,0.01,80,10,352.6,352.6,352.6
141.0,14616,-71.2,-76.9,43,0.01,25,6,353.4,353.4,353.4
137.0,14785,-71.9,-78.9,34,0.01,5,5,355.1,355.2,355.1
133.0,14954,-73.0,-79.8,35,0.01,345,3,356.2,356.2,356.2
123.0,15400,-75.9,-82.2,37,0.00,195,19,359.0,359.1,359.0
122.0,15447,-76.2,-82.4,37,0.00,195,17,359.3,359.3,359.3
118.0,15637,-77.4,-83.4,38,0.00,145,17,360.5,360.5,360.5
115.0,15784,-78.3,-84.2,38,0.00,135,24,361.4,361.4,361.4
112.0,15935,-79.3,-85.0,39,0.00,140,11,362.3,362.4,362.3
107.0,16196,-81.0,-86.4,40,0.00,15,4,363.9,363.9,363.9
101.0,16525,-83.1,-88.1,42,0.00,20,15,365.9,365.9,365.9
100.0,16580,-83.1,-88.1,42,0.00,30,14,366.9,366.9,366.9
99.1,16630,-83.3,-88.3,42,0.00,30,14,367.5,367.5,367.5
93.0,16983,-83.9,-88.9,42,0.00,110,5,373.0,373.0,373.0
90.0,17165,-84.2,-89.2,42,0.00,130,16,375.9,375.9,375.9
85.0,17482,-84.8,-89.8,41,0.00,140,27,380.9,380.9,380.9
82.5,17647,-85.1,-90.1,41,0.00,110,36,383.6,383.6,383.6
80.0,17819,-81.9,-88.9,30,0.00,80,45,393.6,393.6,393.6
77.4,18004,-82.9,-89.9,30,0.00,80,34,395.2,395.2,395.2
75.0,18183,-79.4,-88.2,23,0.00,80,23,406.2,406.2,406.2
74.0,18260,-77.9,-87.5,20,0.00,70,19,410.9,410.9,410.9
72.2,18400,-75.1,-86.1,17,0.00,58,17,419.7,419.7,419.7
71.0,18498,-75.1,-86.1,17,0.00,50,16,421.7,421.7,421.7
70.8,18514,-75.1,-86.1,17,0.00,50,16,422.0,422.1,422.0
70.0,18580,-75.1,-86.1,17,0.00,50,16,423.4,423.4,423.4
67.5,18791,-75.1,-87.1,14,0.00,72,12,427.8,427.8,427.8
66.0,18924,-71.6,-85.5,11,0.00,85,10,438.2,438.2,438.2
65.2,18996,-69.7,-84.7,10,0.00,69,9,443.9,443.9,443.9
63.2,19182,-69.7,-84.7,10,0.00,30,6,447.8,447.9,447.8
62.0,19296,-70.0,-85.2,9,0.00,5,4,449.6,449.6,449.6
57.0,19796,-71.5,-87.5,8,0.00,59,13,457.1,457.2,457.1
56.0,19901,-70.7,-87.4,7,0.00,70,15,461.4,461.4,461.4
52.8,20253,-67.9,-86.9,5,0.00,106,12,475.6,475.6,475.6
52.0,20344,-68.2,-87.2,5,0.00,115,11,476.9,476.9,476.9
50.0,20580,-69.1,-88.1,5,0.00,140,19,480.2,480.3,480.2
49.0,20700,-69.4,-88.4,5,0.00,140,19,482.3,482.4,482.3
48.0,20823,-69.7,-88.7,5,0.00,145,26,484.5,484.5,484.5
46.0,21077,-70.3,-89.3,5,0.00,132,32,488.9,488.9,488.9
40.0,21911,-68.1,-89.1,4,0.00,90,50,514.3,514.3,514.3
39.9,21926,-68.1,-89.1,4,0.00,NaN,NaN,514.7,514.8,514.7
