data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-01-06 12:00:00,1002.0,84,26.6,24.8,90,20.15,170,2,299.6,358.8,303.2,NaN
2026-01-06 12:00:00,1000.0,104,26.2,24.6,91,19.94,145,4,299.4,357.9,302.9,NaN
2026-01-06 12:00:00,925.0,790,23.2,18.3,74,14.52,80,8,303.0,346.3,305.7,NaN
2026-01-06 12:00:00,909.0,942,22.4,17.4,73,13.95,77,8,303.7,345.4,306.3,NaN
2026-01-06 12:00:00,850.0,1524,18.6,15.0,80,12.77,65,10,305.6,344.1,308.0,NaN
2026-01-06 12:00:00,841.0,1614,18.0,14.6,80,12.57,70,10,305.9,343.9,308.2,NaN
2026-01-06 12:00:00,804.0,1993,15.4,12.8,85,11.72,70,14,307.2,342.8,309.3,NaN
2026-01-06 12:00:00,780.0,2249,13.7,11.7,87,11.18,80,12,308.0,342.1,310.1,NaN
2026-01-06 12:00:00,731.0,2796,10.1,9.2,94,10.07,30,13,309.7,340.8,311.6,NaN
2026-01-06 12:00:00,700.0,3161,7.6,7.5,99,9.38,40,13,310.9,339.9,312.6,NaN
2026-01-06 12:00:00,698.0,3185,7.4,7.4,100,9.34,40,13,310.9,339.9,312.6,NaN
2026-01-06 12:00:00,692.0,3255,7.0,6.7,98,9.00,40,12,311.2,339.2,312.9,NaN
2026-01-06 12:00:00,631.0,4010,3.0,-0.3,79,5.97,5,11,315.0,334.1,316.1,NaN
2026-01-06 12:00:00,611.0,4271,3.2,-1.6,71,5.60,353,11,318.1,336.3,319.2,NaN
2026-01-06 12:00:00,583.0,4650,1.4,-4.3,66,4.79,335,10,320.3,336.1,321.2,NaN
2026-01-06 12:00:00,574.0,4775,0.8,-5.2,64,4.55,340,10,321.0,336.1,321.9,NaN
2026-01-06 12:00:00,564.0,4916,0.3,-10.4,45,3.09,345,11,322.0,332.6,322.6,NaN
2026-01-06 12:00:00,559.0,4988,0.0,-13.0,37,2.53,346,11,322.5,331.2,323.0,NaN
2026-01-06 12:00:00,532.0,5382,-2.7,-18.7,28,1.65,352,8,323.9,329.8,324.2,NaN
2026-01-06 12:00:00,524.0,5502,-3.7,-12.7,50,2.76,354,7,324.1,333.6,324.6,NaN
2026-01-06 12:00:00,507.0,5761,-5.3,-20.3,30,1.51,358,6,325.2,330.6,325.5,NaN
2026-01-06 12:00:00,500.0,5870,-5.9,-12.9,58,2.85,0,5,325.8,335.6,326.3,NaN
2026-01-06 12:00:00,497.0,5917,-6.1,-10.5,71,3.48,359,5,326.1,338.0,326.8,NaN
2026-01-06 12:00:00,493.0,5980,-6.5,-14.5,53,2.54,357,5,326.4,335.2,326.9,NaN
2026-01-06 12:00:00,484.0,6124,-7.5,-11.5,73,3.30,353,6,326.9,338.2,327.5,NaN
2026-01-06 12:00:00,480.0,6189,-7.7,-11.8,72,3.24,351,6,327.4,338.6,328.0,NaN
2026-01-06 12:00:00,454.0,6621,-9.1,-20.1,41,1.72,339,8,330.9,337.1,331.2,NaN
2026-01-06 12:00:00,439.0,6880,-10.9,-15.9,67,2.54,331,9,331.8,340.8,332.3,NaN
2026-01-06 12:00:00,431.0,7021,-11.1,-29.1,21,0.80,327,9,333.3,336.4,333.4,NaN
2026-01-06 12:00:00,425.0,7129,-11.9,-31.9,17,0.63,324,10,333.6,336.0,333.7,NaN
2026-01-06 12:00:00,415.0,7310,-12.7,-30.7,21,0.72,319,10,334.9,337.6,335.0,NaN
2026-01-06 12:00:00,408.0,7440,-13.9,-21.9,51,1.63,315,11,334.9,341.0,335.3,NaN
2026-01-06 12:00:00,405.0,7496,-14.1,-29.1,27,0.86,326,11,335.4,338.7,335.6,NaN
2026-01-06 12:00:00,400.0,7590,-14.7,-26.7,35,1.08,345,12,335.8,339.9,336.0,NaN
2026-01-06 12:00:00,394.0,7704,-15.5,-26.1,40,1.16,355,10,336.2,340.6,336.4,NaN
2026-01-06 12:00:00,376.0,8056,-18.1,-24.1,59,1.46,10,9,337.3,342.8,337.6,NaN
