data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-01-12 12:00:00,1003.0,84,24.8,23.4,92,18.45,340,2,297.7,351.4,301.0,NaN
2026-01-12 12:00:00,1000.0,114,24.0,22.8,93,17.83,120,9,297.1,348.9,300.3,NaN
2026-01-12 12:00:00,984.0,255,22.4,22.1,98,17.35,114,11,296.9,347.2,300.0,NaN
2026-01-12 12:00:00,925.0,795,21.4,18.4,83,14.62,90,18,301.2,344.4,303.8,NaN
2026-01-12 12:00:00,850.0,1526,17.6,14.6,83,12.44,40,14,304.6,341.9,306.8,NaN
2026-01-12 12:00:00,804.0,1995,15.1,11.7,80,10.88,145,113,306.8,339.9,308.8,NaN
2026-01-12 12:00:00,774.0,2316,13.4,9.8,78,9.90,130,250,308.4,338.7,310.2,NaN
2026-01-12 12:00:00,750.0,2581,12.1,8.2,77,9.15,115,121,309.6,337.9,311.4,NaN
2026-01-12 12:00:00,722.0,2902,10.4,6.2,75,8.30,100,256,311.2,337.0,312.7,NaN
2026-01-12 12:00:00,700.0,3163,9.0,4.6,74,7.65,80,5,312.4,336.5,313.9,NaN
2026-01-12 12:00:00,588.0,4571,1.8,-1.8,77,5.75,0,0,320.0,338.8,321.1,NaN
2026-01-12 12:00:00,500.0,5880,-4.9,-7.7,81,4.31,85,6,327.0,341.7,327.9,NaN
2026-01-12 12:00:00,400.0,7600,-15.9,-18.6,80,2.22,200,4,334.2,342.2,334.7,NaN
2026-01-12 12:00:00,398.0,7637,-16.1,-19.0,79,2.16,160,126,334.4,342.2,334.8,NaN
2026-01-12 12:00:00,364.0,8288,-20.6,-25.7,64,1.30,215,30,337.1,342.0,337.3,NaN
2026-01-12 12:00:00,308.0,9508,-29.0,-38.3,40,0.46,295,258,341.8,343.7,341.9,NaN
2026-01-12 12:00:00,300.0,9700,-30.3,-40.3,37,0.38,180,25,342.6,344.1,342.6,NaN
2026-01-12 12:00:00,252.0,10915,-40.2,-48.3,42,0.19,185,19,345.3,346.1,345.4,NaN
2026-01-12 12:00:00,250.0,10970,-40.7,-48.7,42,0.18,185,19,345.4,346.2,345.5,NaN
2026-01-12 12:00:00,238.0,11296,-43.2,-52.7,34,0.12,165,19,346.6,347.1,346.6,NaN
2026-01-12 12:00:00,200.0,12450,-51.9,-66.9,15,0.02,185,19,350.4,350.5,350.4,NaN
2026-01-12 12:00:00,195.0,12608,-53.3,-67.2,17,0.02,205,18,350.8,350.9,350.8,NaN
2026-01-12 12:00:00,191.0,12738,-54.4,-67.5,18,0.02,225,20,351.1,351.2,351.1,NaN
