PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
72.0,18447,-87.5,-91.4,49,0.00,110,18,393.6,393.6,393.6
71.6,18477,-87.7,-91.5,50,0.00,110,18,393.9,393.9,393.9
70.0,18600,-87.1,-91.4,46,0.00,115,17,397.7,397.8,397.7
65.0,19016,-83.9,-90.6,31,0.00,115,11,413.3,413.3,413.3
58.0,19656,-79.0,-89.4,17,0.00,100,33,438.1,438.1,438.1
55.3,19924,-76.9,-88.9,13,0.00,91,27,448.8,448.8,448.8
55.0,19956,-76.7,-88.9,13,0.00,90,26,449.9,449.9,449.9
50.0,20510,-73.5,-89.5,7,0.00,75,35,469.9,469.9,469.9
49.8,20533,-73.1,-89.1,7,0.00,74,35,471.4,471.4,471.4
49.0,20629,-72.8,-89.2,7,0.00,70,35,474.3,474.4,474.3
42.0,21542,-69.6,-90.2,4,0.00,100,45,503.4,503.4,503.4
40.0,21831,-68.7,-90.5,3,0.00,90,63,513.0,513.0,513.0
39.7,21876,-68.5,-90.5,3,0.00,90,63,514.5,514.5,514.5
36.7,22353,-62.9,-89.9,2,0.00,82,57,540.5,540.6,540.5
36.0,22471,-63.0,-89.8,2,0.00,80,56,543.2,543.2,543.2
33.4,22932,-63.5,-89.5,2,0.00,89,58,553.7,553.7,553.7
33.0,NaN,NaN,NaN,NaN,NaN,90,58,NaN,NaN,NaN
