PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1000.0,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999.0,84,24.6,22.9,90,17.96,40,2,297.8,350.1,301.0
980.0,253,24.0,22.1,89,17.42,55,7,298.9,349.8,302.0
968.0,361,24.6,20.7,79,16.17,65,10,300.5,348.1,303.4
955.0,480,25.2,19.2,69,14.89,65,10,302.3,346.5,305.0
934.0,676,24.2,18.9,72,14.96,65,11,303.2,347.9,305.9
925.0,761,23.8,18.8,74,15.00,55,11,303.6,348.4,306.4
897.0,1029,22.1,17.8,77,14.46,35,11,304.5,347.9,307.2
874.0,1255,20.6,16.9,79,14.02,45,10,305.2,347.4,307.8
850.0,1498,19.0,15.9,82,13.55,50,10,306.0,346.9,308.5
789.0,2135,14.8,14.0,95,12.90,30,10,308.1,347.4,310.5
783.0,2200,14.4,13.8,96,12.83,38,11,308.4,347.5,310.7
771.0,2330,13.7,13.2,97,12.53,55,12,309.0,347.3,311.3
748.0,2585,12.4,12.0,98,11.95,65,10,310.2,347.0,312.5
702.0,3118,9.6,9.6,100,10.80,36,2,312.8,346.5,314.9
700.0,3142,9.4,9.3,99,10.62,35,2,312.9,345.9,314.9
668.0,3529,7.8,6.4,91,9.12,0,0,315.3,344.1,317.1
636.0,3935,6.2,3.4,82,7.74,284,6,317.9,342.8,319.4
616.0,4194,4.1,2.4,89,7.45,235,10,318.4,342.4,319.9
601.0,4395,2.5,1.6,94,7.22,230,11,318.9,342.2,320.2
585.0,4614,0.8,0.8,100,6.98,245,13,319.3,341.9,320.6
574.0,4767,1.6,-1.9,78,5.83,256,14,322.0,341.2,323.1
570.0,4823,1.4,-2.4,76,5.67,260,14,322.4,341.1,323.4
551.0,5095,0.3,-4.7,69,4.91,260,14,324.2,340.6,325.1
532.0,5376,-0.9,-7.2,62,4.22,285,12,326.1,340.4,326.9
522.0,5528,-1.5,-8.5,59,3.88,285,12,327.1,340.4,327.9
516.0,5620,-2.1,-8.5,62,3.91,285,12,327.4,340.8,328.2
507.0,5760,-3.1,-8.6,66,3.97,265,14,327.9,341.5,328.6
500.0,5870,-3.9,-8.6,70,4.02,270,13,328.2,342.0,329.0
474.0,6291,-6.1,-11.1,68,3.48,292,13,330.5,342.7,331.2
456.0,6594,-8.3,-17.3,48,2.17,307,13,331.5,339.2,331.9
451.0,6679,-8.3,-37.3,8,0.35,312,13,332.5,333.9,332.6
446.0,6766,-8.7,-25.7,24,1.06,316,13,333.1,337.1,333.3
442.0,6836,-9.3,-22.3,34,1.46,320,13,333.2,338.5,333.5
420.0,7227,-12.6,-21.2,48,1.68,300,18,333.9,340.1,334.2
408.0,7448,-14.4,-20.6,59,1.83,305,22,334.2,340.9,334.6
400.0,7600,-15.7,-20.2,68,1.93,305,21,334.5,341.5,334.9
385.0,7887,-17.4,-20.2,79,2.01,285,18,335.9,343.2,336.3
381.0,7966,-17.9,-20.2,82,2.03,272,17,336.3,343.7,336.7
373.0,8124,-17.7,-20.1,81,2.09,245,14,338.6,346.3,339.0
327.0,9097,-23.9,-26.9,76,1.30,177,13,343.0,348.0,343.3
313.0,9413,-26.4,-29.4,76,1.07,155,13,343.8,348.0,344.0
300.0,9720,-28.9,-31.9,75,0.89,155,9,344.5,348.0,344.7
293.0,9888,-30.3,-32.9,78,0.82,180,12,344.9,348.2,345.1
286.0,10061,-31.7,-33.9,81,0.77,180,11,345.3,348.3,345.4
261.0,10699,-36.9,-39.7,75,0.47,180,6,346.8,348.8,346.9
250.0,11000,-39.3,-42.4,72,0.37,175,11,347.5,349.0,347.6
240.0,11271,-41.6,-44.9,70,0.29,185,13,348.2,349.4,348.2
200.0,12480,-51.7,-56.1,59,0.10,165,33,350.7,351.2,350.8
196.0,12611,-52.7,-57.6,55,0.08,165,34,351.2,351.6,351.2
176.0,13295,-58.9,-62.9,60,0.05,161,32,352.0,352.2,352.0
171.0,13474,-60.3,-64.0,62,0.04,160,31,352.6,352.8,352.6
160.0,13887,-63.5,-66.4,68,0.03,173,15,353.9,354.1,353.9
158.0,13963,-64.0,-67.5,62,0.03,175,12,354.3,354.4,354.3
153.0,14159,-65.4,-70.5,49,0.02,230,5,355.1,355.2,355.1
150.0,14280,-66.3,-72.3,43,0.01,255,11,355.7,355.8,355.7
147.0,14402,-66.9,-72.9,42,0.01,255,11,356.7,356.8,356.7
140.0,14689,-69.5,-75.1,44,0.01,295,15,357.2,357.3,357.2
130.0,15125,-73.4,-78.5,46,0.01,290,27,357.9,357.9,357.9
117.0,15744,-78.9,-83.2,50,0.00,300,26,358.6,358.6,358.6
103.0,16464,-82.0,-87.8,37,0.00,235,28,365.9,365.9,365.9
101.0,16574,-82.5,-88.5,36,0.00,230,27,367.0,367.1,367.0
100.0,16630,-82.7,-88.7,35,0.00,225,26,367.7,367.7,367.7
97.4,16776,-83.5,-90.5,29,0.00,219,19,368.9,368.9,368.9
96.0,16857,-82.7,-90.0,28,0.00,215,15,371.9,371.9,371.9
93.0,17034,-81.1,-89.0,26,0.00,260,11,378.6,378.6,378.6
92.7,17052,-80.9,-88.9,25,0.00,260,11,379.3,379.3,379.3
90.0,17215,-81.7,-89.2,27,0.00,260,10,381.0,381.0,381.0
84.0,17596,-83.5,-89.9,33,0.00,300,1,384.9,384.9,384.9
79.0,17935,-85.1,-90.5,38,0.00,180,15,388.3,388.4,388.3
75.0,18221,-86.5,-91.0,44,0.00,130,15,391.3,391.3,391.3
