data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-02-23 12:00:00,1004.0,84,22.4,20.9,91,15.76,50,8,295.2,340.6,298.0,NaN
2026-02-23 12:00:00,1000.0,118,22.0,20.9,93,15.83,50,8,295.1,340.7,297.9,NaN
2026-02-23 12:00:00,960.0,472,19.6,19.6,100,15.19,40,20,296.2,340.1,298.9,NaN
2026-02-23 12:00:00,938.0,673,19.1,18.9,98,14.83,35,27,297.6,340.8,300.3,NaN
2026-02-23 12:00:00,925.0,793,18.8,18.4,98,14.62,40,28,298.5,341.2,301.1,NaN
2026-02-23 12:00:00,897.0,1057,17.8,17.5,98,14.26,40,35,300.1,342.0,302.7,NaN
2026-02-23 12:00:00,850.0,1520,16.0,16.0,100,13.64,55,34,302.9,343.5,305.4,NaN
2026-02-23 12:00:00,810.0,1926,14.2,14.2,100,12.74,75,33,305.2,343.5,307.5,NaN
2026-02-23 12:00:00,737.0,2722,10.7,10.7,100,11.09,50,40,309.7,343.8,311.8,NaN
2026-02-23 12:00:00,700.0,3156,8.8,8.8,100,10.26,25,29,312.2,344.1,314.1,NaN
2026-02-23 12:00:00,697.0,3191,8.6,8.6,100,10.19,25,29,312.4,344.1,314.3,NaN
2026-02-23 12:00:00,678.0,3419,7.6,7.6,100,9.74,30,15,313.7,344.2,315.5,NaN
2026-02-23 12:00:00,666.0,3566,6.9,6.9,100,9.46,5,13,314.5,344.3,316.3,NaN
2026-02-23 12:00:00,651.0,3754,6.0,6.0,100,9.10,35,5,315.6,344.4,317.3,NaN
2026-02-23 12:00:00,635.0,3959,5.1,5.1,100,8.73,30,10,316.8,344.5,318.4,NaN
2026-02-23 12:00:00,624.0,4103,4.4,4.4,100,8.48,65,11,317.6,344.7,319.2,NaN
2026-02-23 12:00:00,601.0,4404,2.8,2.8,100,7.85,65,11,319.2,344.5,320.7,NaN
2026-02-23 12:00:00,594.0,4498,2.3,2.3,100,7.66,50,13,319.7,344.4,321.2,NaN
2026-02-23 12:00:00,500.0,5880,-4.9,-5.1,99,5.27,90,6,327.0,344.8,328.0,NaN
2026-02-23 12:00:00,412.0,7385,-12.9,-14.1,91,3.14,342,3,335.3,346.5,335.9,NaN
2026-02-23 12:00:00,400.0,7610,-14.5,-16.0,88,2.76,325,2,336.1,346.0,336.6,NaN
2026-02-23 12:00:00,301.0,9696,-29.1,-31.8,78,0.89,0,0,343.9,347.4,344.1,NaN
2026-02-23 12:00:00,300.0,9720,-29.3,-32.0,77,0.88,30,2,344.0,347.4,344.1,NaN
2026-02-23 12:00:00,276.0,10312,-33.5,-37.4,68,0.56,97,10,346.2,348.5,346.3,NaN
2026-02-23 12:00:00,275.0,10338,-33.8,-38.0,66,0.53,100,10,346.2,348.3,346.3,NaN
2026-02-23 12:00:00,273.0,10389,-34.3,-39.1,62,0.48,70,14,346.1,348.1,346.2,NaN
2026-02-23 12:00:00,268.0,10518,-35.4,-40.0,63,0.44,85,11,346.3,348.1,346.4,NaN
2026-02-23 12:00:00,262.0,10675,-36.8,-41.1,64,0.40,150,11,346.5,348.2,346.6,NaN
2026-02-23 12:00:00,259.0,10755,-37.5,-41.7,65,0.38,155,12,346.6,348.2,346.7,NaN
2026-02-23 12:00:00,250.0,11000,-39.7,-43.4,68,0.33,145,7,346.9,348.3,347.0,NaN
2026-02-23 12:00:00,245.0,11138,-40.9,-44.3,70,0.31,138,8,347.1,348.4,347.2,NaN
2026-02-23 12:00:00,240.0,11278,-42.3,-48.3,52,0.20,131,8,347.1,347.9,347.1,NaN
2026-02-23 12:00:00,229.0,11593,-45.1,-48.4,69,0.21,115,10,347.5,348.4,347.5,NaN
2026-02-23 12:00:00,216.0,11980,-48.9,-53.9,56,0.12,95,12,347.4,348.0,347.5,NaN
2026-02-23 12:00:00,211.0,12132,-50.3,-55.0,57,0.10,110,16,347.6,348.1,347.6,NaN
2026-02-23 12:00:00,200.0,12480,-53.5,-57.6,61,0.08,115,14,347.9,348.2,347.9,NaN
2026-02-23 12:00:00,196.0,12606,-54.7,-58.7,61,0.07,115,16,348.0,348.3,348.0,NaN
2026-02-23 12:00:00,185.0,12968,-58.1,-61.7,64,0.05,100,20,348.2,348.4,348.2,NaN
2026-02-23 12:00:00,169.0,13534,-63.5,-66.4,68,0.03,115,26,348.4,348.5,348.4,NaN
2026-02-23 12:00:00,164.0,13722,-65.3,-68.0,69,0.02,NaN,NaN,348.4,348.5,348.4,NaN
