PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1004.0,84,26.2,23.3,84,18.32,20,2,299.0,352.6,302.3
1000.0,118,25.4,23.1,87,18.17,20,2,298.6,351.6,301.8
957.0,504,22.0,21.7,98,17.41,55,11,298.9,349.8,302.0
950.0,569,23.2,20.7,86,16.47,53,11,300.7,349.3,303.7
925.0,802,21.4,20.4,94,16.61,45,12,301.2,350.2,304.2
902.0,1019,20.2,19.1,93,15.67,50,16,302.1,348.6,305.0
875.0,1281,18.8,17.5,92,14.60,35,12,303.3,346.8,305.9
850.0,1531,17.4,16.0,91,13.64,45,10,304.4,345.2,306.9
779.0,2273,12.6,11.9,96,11.36,56,10,306.9,341.4,309.0
758.0,2502,11.4,10.5,94,10.64,60,10,308.0,340.5,310.0
715.0,2990,8.9,7.6,91,9.22,90,13,310.4,339.0,312.2
700.0,3167,8.0,6.5,90,8.75,85,13,311.3,338.5,312.9
680.0,3406,7.5,4.4,81,7.79,60,15,313.4,337.9,314.9
674.0,3480,7.4,3.8,78,7.51,58,15,314.0,337.8,315.4
642.0,3879,4.6,4.3,98,8.18,50,14,315.2,341.1,316.8
631.0,4020,4.8,1.2,78,6.66,69,14,317.0,338.4,318.3
614.0,4239,3.4,0.1,79,6.34,100,13,317.9,338.4,319.2
528.0,5451,-4.1,-5.7,89,4.76,79,5,322.9,338.8,323.8
513.0,5678,-4.4,-15.2,42,2.29,75,3,325.2,333.2,325.7
508.0,5755,-4.5,-18.5,33,1.76,79,4,326.0,332.3,326.4
503.0,5833,-4.9,-16.9,38,2.04,83,5,326.4,333.6,326.8
500.0,5880,-5.5,-11.5,63,3.19,85,5,326.3,337.3,326.9
499.0,5896,-5.7,-9.1,77,3.87,84,5,326.2,339.4,327.0
484.0,6133,-6.9,-10.9,73,3.46,75,12,327.6,339.5,328.3
449.0,6716,-9.8,-15.3,64,2.60,90,15,331.0,340.2,331.5
437.0,6927,-10.9,-16.9,61,2.34,79,13,332.2,340.6,332.7
433.0,6997,-11.5,-17.1,63,2.33,75,12,332.4,340.7,332.9
411.0,7395,-14.7,-18.2,75,2.23,95,10,333.2,341.2,333.6
400.0,7600,-15.5,-22.5,55,1.58,95,9,334.8,340.6,335.1
399.0,7619,-15.5,-22.5,55,1.58,95,9,335.0,340.9,335.3
359.0,8408,-21.5,-24.9,74,1.42,100,10,337.2,342.5,337.5
355.0,8490,-21.9,-25.8,71,1.33,100,10,337.7,342.7,338.0
336.0,8894,-24.1,-30.1,58,0.94,125,10,340.1,343.8,340.3
300.0,9710,-30.5,-37.5,50,0.51,95,10,342.3,344.3,342.4
298.0,9757,-30.9,-38.0,50,0.49,95,10,342.4,344.4,342.5
288.0,9994,-32.6,-40.3,46,0.40,120,11,343.2,344.9,343.3
250.0,10980,-40.1,-50.1,33,0.16,90,14,346.3,347.0,346.3
249.0,11007,-40.5,-50.5,33,0.15,88,14,346.1,346.8,346.1
246.0,11090,-40.9,-47.9,47,0.20,80,13,346.7,347.6,346.8
238.0,11313,-42.7,-55.7,23,0.08,84,12,347.3,347.7,347.3
235.0,11398,-43.2,-54.7,27,0.10,85,12,347.8,348.2,347.8
232.0,11485,-43.7,-53.7,32,0.11,98,13,348.3,348.8,348.3
223.0,11745,-46.1,-55.0,36,0.10,140,16,348.6,349.0,348.6
220.0,11834,-46.9,-55.5,37,0.09,150,16,348.7,349.1,348.7
212.0,12077,-49.2,-56.7,41,0.08,145,11,348.9,349.3,348.9
200.0,12460,-52.7,-58.7,48,0.07,165,11,349.1,349.5,349.2
196.0,12590,-53.9,-58.9,54,0.07,181,10,349.3,349.6,349.3
180.0,13122,-58.7,-64.5,47,0.04,250,6,350.0,350.2,350.0
169.0,13516,-62.3,-68.7,42,0.02,245,10,350.4,350.5,350.4
158.0,13936,-66.1,-73.1,37,0.01,223,13,350.8,350.8,350.8
154.0,14091,-67.2,-73.7,39,0.01,215,14,351.5,351.6,351.5
150.0,14250,-68.3,-74.3,42,0.01,245,16,352.2,352.3,352.2
149.0,14290,-68.6,-74.7,41,0.01,245,16,352.4,352.5,352.4
143.0,14534,-70.2,-76.8,38,0.01,230,20,353.7,353.7,353.7
138.0,14746,-71.7,-78.7,35,0.01,210,16,354.7,354.8,354.8
132.0,15001,-73.3,-79.8,37,0.01,220,10,356.4,356.4,356.4
117.0,15692,-77.7,-82.7,45,0.00,140,10,360.8,360.8,360.8
101.0,16535,-83.1,-86.3,58,0.00,140,8,365.9,365.9,365.9
100.0,16590,-83.3,-86.5,58,0.00,140,8,366.5,366.6,366.5
92.0,17052,-85.7,-89.2,54,0.00,120,1,370.7,370.7,370.7
91.9,17058,-85.7,-89.2,54,0.00,120,1,370.8,370.8,370.8
81.1,17751,-82.7,-88.7,35,0.00,85,26,390.4,390.4,390.4
81.0,17758,-82.6,-88.6,35,0.00,85,26,390.8,390.8,390.8
79.0,17901,-79.8,-87.2,29,0.00,70,21,399.3,399.3,399.3
77.0,18047,-77.0,-85.8,24,0.00,40,17,408.1,408.2,408.1
75.3,18175,-74.5,-84.5,20,0.00,53,14,415.9,415.9,415.9
70.0,18600,-74.9,-86.9,14,0.00,95,6,423.8,423.8,423.8
66.0,18940,-76.9,-88.9,13,0.00,NaN,NaN,426.7,426.7,426.7
