PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1000.0,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999.0,84,29.0,24.4,76,19.71,230,3,302.2,360.8,305.8
992.0,147,30.0,24.0,70,19.37,244,3,303.9,361.8,307.4
925.0,769,25.2,20.6,76,16.82,20,5,305.1,355.6,308.1
855.0,1456,19.4,18.4,94,15.84,34,7,305.9,353.7,308.8
850.0,1507,19.2,17.1,88,14.65,35,7,306.2,350.5,308.9
842.0,1588,18.8,15.9,84,13.71,65,10,306.6,348.1,309.1
812.0,1899,17.1,11.5,70,10.57,85,12,308.0,340.3,310.0
787.0,2167,15.6,7.6,59,8.39,79,16,309.2,335.1,310.8
770.0,2350,14.2,7.6,65,8.60,75,19,309.6,336.3,311.3
706.0,3078,8.7,7.8,94,9.48,65,11,311.4,340.8,313.1
700.0,3150,8.2,7.8,97,9.57,65,11,311.5,341.3,313.3
694.0,3221,7.8,7.2,96,9.26,69,11,311.9,340.7,313.6
665.0,3574,6.8,4.6,86,8.04,90,11,314.6,340.0,316.1
659.0,3649,6.6,4.0,83,7.80,84,11,315.1,339.9,316.6
648.0,3788,7.0,-4.0,45,4.41,72,11,317.1,331.6,318.0
643.0,3852,6.4,2.2,75,7.03,66,11,317.1,339.7,318.5
633.0,3981,6.6,-6.4,39,3.76,55,11,318.8,331.3,319.5
627.0,4059,5.8,-2.2,56,5.22,63,11,318.8,335.8,319.8
612.0,4257,4.7,-5.7,47,4.12,85,12,319.7,333.4,320.5
602.0,4392,4.0,-8.0,41,3.49,93,12,320.4,332.1,321.1
582.0,4666,1.6,-4.4,64,4.77,110,12,320.7,336.5,321.6
548.0,5150,-0.4,-9.9,49,3.30,140,12,323.9,335.1,324.5
534.0,5358,-1.3,-12.3,43,2.80,140,11,325.2,334.9,325.8
520.0,5569,-3.1,-10.1,58,3.43,140,10,325.5,337.3,326.2
500.0,5880,-3.9,-14.9,42,2.42,140,8,328.2,336.8,328.7
490.0,6039,-4.9,-18.9,33,1.76,115,7,328.9,335.2,329.2
473.0,6315,-6.8,-16.8,45,2.18,70,6,329.8,337.6,330.3
469.0,6381,-7.3,-16.3,49,2.30,65,8,330.1,338.2,330.5
461.0,6515,-7.5,-27.5,18,0.87,55,11,331.4,334.7,331.6
457.0,6582,-7.7,-27.7,18,0.86,51,12,332.0,335.3,332.2
433.0,6995,-11.1,-29.0,21,0.81,20,22,332.9,335.9,333.0
405.0,7505,-15.3,-30.7,26,0.74,25,15,333.9,336.7,334.0
401.0,7581,-15.9,-30.9,26,0.73,45,13,334.0,336.8,334.1
400.0,7600,-16.1,-30.1,29,0.79,50,13,334.0,337.0,334.1
385.0,7886,-17.7,-28.5,38,0.95,75,10,335.6,339.2,335.8
381.0,7964,-18.1,-28.1,41,1.00,87,11,336.0,339.8,336.2
377.0,8042,-18.6,-29.3,38,0.90,100,12,336.4,339.9,336.6
366.0,8259,-19.9,-32.7,31,0.67,120,17,337.6,340.2,337.7
320.0,9245,-25.7,-48.0,10,0.16,120,25,342.7,343.4,342.7
317.0,9315,-26.1,-49.1,10,0.14,117,25,343.0,343.6,343.1
311.0,9452,-27.3,-50.3,9,0.12,110,25,343.3,343.8,343.3
300.0,9710,-29.5,-52.5,9,0.10,120,22,343.7,344.1,343.7
288.0,9994,-32.0,-53.7,10,0.09,130,21,344.1,344.5,344.2
250.0,10980,-40.7,-57.7,14,0.06,110,21,345.4,345.7,345.4
248.0,11035,-41.3,-57.3,16,0.07,110,21,345.3,345.6,345.3
218.0,11899,-47.5,-62.0,17,0.04,185,10,348.7,348.9,348.7
209.0,12182,-49.5,-63.5,18,0.04,178,13,349.8,350.0,349.8
204.0,12341,-50.9,-62.9,23,0.04,173,15,350.0,350.2,350.0
200.0,12470,-52.1,-56.2,61,0.09,170,17,350.1,350.5,350.1
193.0,12698,-53.7,-65.7,22,0.03,160,20,351.1,351.3,351.1
186.0,12931,-55.1,-68.2,18,0.02,150,24,352.6,352.7,352.6
178.0,13209,-56.7,-71.1,15,0.01,130,11,354.4,354.4,354.4
168.0,13574,-58.9,-74.9,11,0.01,40,2,356.7,356.7,356.7
156.0,14029,-63.0,-76.3,15,0.01,325,14,357.4,357.4,357.4
150.0,14270,-65.1,-77.1,18,0.01,325,21,357.7,357.8,357.7
147.0,14390,-66.1,-77.5,19,0.01,325,24,358.0,358.1,358.0
129.0,15164,-72.9,-80.3,32,0.00,10,30,359.6,359.6,359.6
117.0,15742,-77.9,-82.4,48,0.00,36,22,360.4,360.4,360.4
113.0,15939,-79.2,-83.7,48,0.00,45,19,361.6,361.6,361.6
106.0,16301,-81.5,-86.1,46,0.00,75,11,363.8,363.8,363.8
100.0,16630,-83.7,-88.3,45,0.00,120,13,365.8,365.8,365.8
95.0,16912,-85.7,-89.8,48,0.00,110,18,367.2,367.3,367.2
92.6,17053,-86.7,-90.6,50,0.00,85,17,368.0,368.0,368.0
91.0,17149,-86.6,-90.8,47,0.00,70,16,370.0,370.0,370.0
80.0,17854,-85.8,-92.5,30,0.00,85,24,385.5,385.5,385.5
78.4,17965,-85.7,-92.7,28,0.00,74,21,388.0,388.0,388.0
72.8,18378,-79.5,-88.5,22,0.00,31,11,409.4,409.4,409.4
72.0,18441,-80.0,-89.0,22,0.00,25,10,409.7,409.7,409.7
71.0,18520,-80.5,-89.5,21,0.00,25,11,410.1,410.1,410.1
70.0,18600,-81.1,-90.1,21,0.00,0,6,410.6,410.6,410.6
69.0,18681,-81.3,-90.1,22,0.00,310,4,411.9,411.9,411.9
67.0,18846,-81.6,-90.1,23,0.00,255,11,414.6,414.6,414.6
64.0,19103,-82.2,-90.1,25,0.00,205,16,418.8,418.8,418.8
63.0,19191,-82.4,-90.1,26,0.00,195,16,420.2,420.2,420.2
59.6,19502,-83.1,-90.1,29,0.00,165,12,425.4,425.4,425.4
59.0,19559,-83.0,-90.4,27,0.00,160,11,426.8,426.8,426.8
57.0,19752,-82.8,-91.5,22,0.00,105,7,431.6,431.6,431.6
56.0,19851,-82.6,-92.0,19,0.00,80,10,434.1,434.1,434.1
55.1,19941,-82.5,-92.5,17,0.00,78,14,436.4,436.4,436.4
54.0,20057,-77.4,-90.0,12,0.00,75,20,450.6,450.7,450.6
53.0,20165,-72.7,-87.7,9,0.00,82,23,464.0,464.0,464.0
51.7,20311,-70.7,-87.7,7,0.00,92,26,471.9,472.0,471.9
50.0,20510,-71.3,-90.3,5,0.00,105,31,475.1,475.1,475.1
48.7,20665,-72.3,-90.3,5,0.00,103,35,476.3,476.3,476.3
41.0,21704,-66.2,-88.7,3,0.00,90,59,515.5,515.5,515.5
34.5,22747,-60.1,-87.1,2,0.01,93,52,557.5,557.5,557.5
31.0,23408,-62.7,-88.7,2,0.00,95,48,567.8,567.8,567.8
30.0,23610,-61.1,-88.1,2,0.01,90,52,577.5,577.5,577.5
28.0,24045,-55.5,-85.2,1,0.01,90,65,604.6,604.7,604.6
27.8,24090,-54.9,-84.9,1,0.01,90,65,607.5,607.5,607.5
27.5,24159,-54.8,-84.8,1,0.01,90,65,609.6,609.7,609.6
24.1,25005,-53.7,-83.7,1,0.02,90,61,636.2,636.4,636.2
22.0,25589,-54.8,-84.8,1,0.01,90,59,649.8,649.9,649.8
21.8,25647,-54.9,-84.9,1,0.01,NaN,NaN,651.1,651.3,651.2
