PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
100.0,16630,-83.5,-89.5,35,0.00,200,16,366.2,366.2,366.2
98.1,16737,-82.5,-88.5,36,0.00,157,10,370.1,370.1,370.1
98.0,16742,-82.5,-88.5,36,0.00,155,10,370.2,370.2,370.2
95.0,16913,-83.2,-89.0,36,0.00,55,4,372.1,372.1,372.1
93.0,17029,-83.7,-89.4,37,0.00,35,10,373.4,373.4,373.4
89.0,17270,-84.7,-90.1,38,0.00,60,22,376.2,376.2,376.2
82.0,17719,-86.5,-91.5,41,0.00,85,20,381.3,381.3,381.3
76.0,18136,-88.3,-92.8,44,0.00,75,27,386.1,386.1,386.1
75.9,18143,-88.3,-92.8,44,0.00,75,27,386.1,386.1,386.1
74.9,18215,-88.3,-93.3,40,0.00,83,28,387.6,387.6,387.6
74.0,18281,-85.7,-92.2,31,0.00,90,28,394.4,394.4,394.4
73.1,18348,-83.1,-91.1,24,0.00,96,27,401.3,401.3,401.3
70.0,18590,-80.7,-90.7,18,0.00,115,23,411.4,411.4,411.4
68.5,18714,-73.7,-86.7,12,0.00,122,20,429.0,429.1,429.0
67.0,18844,-73.8,-87.0,12,0.00,130,16,431.5,431.5,431.5
64.0,19111,-74.1,-87.6,11,0.00,185,11,436.7,436.7,436.7
55.0,19994,-74.8,-89.5,9,0.00,0,0,454.2,454.2,454.2
52.4,20276,-75.1,-90.1,8,0.00,41,12,459.9,459.9,459.9
50.0,20550,-72.9,-89.9,6,0.00,80,24,471.3,471.3,471.3
48.7,20705,-71.1,-89.1,5,0.00,70,25,479.1,479.1,479.1
48.0,20790,-71.5,-89.5,5,0.00,65,25,480.3,480.3,480.3
45.6,21093,-72.7,-90.7,5,0.00,75,31,484.4,484.4,484.4
41.2,21693,-69.1,-90.1,3,0.00,94,43,507.6,507.6,507.6
40.1,21855,-69.1,-91.1,3,0.00,100,47,511.5,511.5,511.5
40.0,NaN,NaN,NaN,NaN,NaN,100,47,NaN,NaN,NaN
