PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1005.0,84,24.8,22.7,88,17.63,80,6,297.5,348.8,300.7
1000.0,126,24.4,22.5,89,17.50,80,6,297.6,348.4,300.7
983.0,276,23.2,21.8,92,17.04,85,14,297.9,347.5,300.9
948.0,594,20.8,20.3,97,16.09,71,27,298.5,345.4,301.3
934.0,723,23.0,17.0,69,13.22,65,33,302.0,341.2,304.4
925.0,808,22.6,16.6,69,13.01,60,30,302.4,341.1,304.8
895.0,1095,21.4,13.4,60,10.91,50,26,304.0,336.8,306.0
875.0,1291,19.4,16.8,85,13.95,52,23,303.9,345.6,306.5
850.0,1541,17.8,15.0,84,12.77,55,20,304.8,343.2,307.1
849.0,1551,17.7,15.0,84,12.76,55,21,304.8,343.1,307.1
820.0,1848,15.8,13.9,88,12.32,44,16,305.8,343.0,308.1
763.0,2454,12.6,10.5,87,10.54,20,7,308.7,341.0,310.7
700.0,3178,8.8,6.4,85,8.69,320,8,312.2,339.3,313.8
593.0,4534,0.8,0.0,94,6.50,252,3,318.1,339.1,319.3
576.0,4766,-0.3,-0.9,96,6.24,240,2,319.4,339.7,320.6
531.0,5416,-3.5,-3.6,99,5.56,262,7,323.1,341.5,324.2
505.0,5812,-5.5,-6.0,96,4.86,275,10,325.3,341.7,326.3
500.0,5890,-5.9,-6.5,96,4.73,290,11,325.8,341.7,326.7
494.0,5984,-6.4,-7.1,95,4.58,295,10,326.3,341.8,327.2
460.0,6539,-9.3,-10.5,91,3.75,275,11,329.4,342.4,330.2
446.0,6780,-10.5,-12.0,89,3.44,285,10,330.8,342.8,331.5
400.0,7610,-16.1,-17.3,90,2.48,320,5,334.0,342.9,334.5
390.0,7799,-17.4,-18.6,91,2.28,325,10,334.6,342.9,335.1
364.0,8313,-21.1,-22.0,92,1.81,315,7,336.4,343.1,336.8
315.0,9358,-28.9,-32.0,74,0.83,295,1,339.8,343.0,340.0
300.0,9710,-31.5,-35.4,68,0.63,60,4,340.9,343.4,341.0
282.0,10144,-34.7,-39.7,60,0.43,75,8,342.4,344.1,342.4
271.0,10417,-37.0,-41.7,62,0.37,85,10,342.9,344.4,343.0
250.0,10970,-41.7,-45.7,65,0.26,95,13,343.9,345.0,344.0
246.0,11079,-42.8,-47.3,61,0.22,90,19,343.9,344.9,344.0
244.0,11134,-43.3,-48.1,59,0.20,93,19,343.9,344.8,344.0
239.0,11273,-44.3,-50.3,51,0.16,99,18,344.5,345.2,344.5
224.0,11702,-47.6,-52.5,57,0.13,120,17,345.9,346.5,345.9
219.0,11852,-48.7,-53.3,59,0.12,114,18,346.4,346.9,346.4
212.0,12064,-50.7,-53.5,72,0.12,105,19,346.5,347.1,346.5
203.0,12344,-53.3,-58.3,54,0.07,109,18,346.7,347.1,346.7
200.0,12440,-53.9,-58.6,56,0.07,110,17,347.2,347.6,347.3
189.0,12799,-57.1,-61.3,58,0.05,110,20,347.8,348.0,347.8
183.0,13004,-58.9,-62.9,60,0.04,101,22,348.1,348.3,348.1
179.0,13139,-60.1,-64.1,60,0.04,95,23,348.2,348.4,348.2
150.0,14220,-70.1,-73.3,63,0.01,105,28,349.1,349.2,349.1
144.0,14461,-72.5,-75.0,69,0.01,110,32,349.1,349.1,349.1
136.0,14792,-75.4,-79.1,56,0.01,110,34,349.7,349.7,349.7
133.0,14921,-76.5,-80.7,52,0.00,100,31,349.9,349.9,349.9
129.0,15098,-78.1,-82.9,46,0.00,103,41,350.2,350.2,350.2
127.0,15187,-78.3,-83.3,44,0.00,105,46,351.3,351.4,351.4
118.0,15606,-79.3,-85.3,37,0.00,105,42,357.0,357.0,357.0
107.0,16164,-77.1,-86.1,23,0.00,80,37,371.3,371.3,371.3
101.0,16494,-79.1,-88.1,22,0.00,65,34,373.6,373.6,373.6
100.0,16550,-79.5,-88.5,22,0.00,65,34,373.9,373.9,373.9
98.0,16666,-79.1,-88.5,21,0.00,80,29,376.8,376.8,376.8
94.0,16904,-78.3,-88.4,19,0.00,135,25,382.8,382.8,382.8
88.8,17229,-77.3,-88.3,16,0.00,119,22,391.2,391.2,391.2
86.0,17416,-75.1,-88.5,11,0.00,110,21,399.2,399.2,399.2
80.8,17781,-70.9,-88.9,5,0.00,66,15,415.0,415.0,415.0
70.0,18620,-76.9,-89.9,11,0.00,325,2,419.6,419.6,419.6
67.0,18871,-77.5,-90.2,12,0.00,150,12,423.5,423.5,423.5
61.8,19335,-78.7,-90.7,13,0.00,135,16,430.8,430.8,430.8
59.0,19603,-75.4,-89.8,9,0.00,140,27,443.9,444.0,443.9
57.3,19773,-73.3,-89.3,7,0.00,130,25,452.4,452.4,452.4
55.0,20012,-73.7,-89.7,7,0.00,115,21,456.7,456.8,456.7
53.0,20229,-74.1,-90.1,7,0.00,80,19,460.7,460.7,460.7
51.0,20454,-74.5,-90.5,7,0.00,60,21,464.9,464.9,464.9
50.1,20558,-74.7,-90.7,7,0.00,69,21,466.8,466.8,466.8
50.0,20570,-74.5,-90.5,7,0.00,70,21,467.5,467.6,467.5
48.8,20712,-71.1,-89.1,5,0.00,76,21,478.9,478.9,478.9
47.0,20937,-70.3,-89.2,5,0.00,85,22,486.0,486.1,486.0
43.0,21470,-68.3,-89.4,3,0.00,110,43,503.5,503.5,503.5
41.0,21756,-67.2,-89.5,3,0.00,105,51,513.0,513.0,513.0
36.7,22420,-64.7,-89.7,2,0.00,98,54,535.9,536.0,535.9
35.0,22712,-63.6,-89.6,2,0.00,95,55,546.0,546.1,546.0
30.0,23660,-60.1,-89.1,1,0.00,90,54,580.2,580.3,580.2
27.2,24273,-58.9,-88.9,1,0.01,86,53,600.0,600.1,600.0
24.2,25002,-60.9,-88.9,1,0.01,80,52,614.6,614.7,614.6
24.0,NaN,NaN,NaN,NaN,NaN,80,52,NaN,NaN,NaN
