PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
66.0,18922,-73.8,-87.0,12,0.00,75,11,433.3,433.3,433.3
63.7,19130,-69.5,-85.5,8,0.00,83,4,447.3,447.3,447.3
63.0,19196,-69.8,-85.8,8,0.00,85,2,448.0,448.1,448.0
59.0,19586,-71.5,-87.5,8,0.00,111,5,452.7,452.7,452.7
57.0,19791,-70.7,-87.5,7,0.00,125,7,458.9,458.9,458.9
56.0,19896,-70.3,-87.5,6,0.00,110,10,462.2,462.2,462.2
54.0,20112,-69.5,-87.5,6,0.00,107,17,468.9,468.9,468.9
50.0,20570,-71.3,-89.3,5,0.00,100,32,475.1,475.1,475.1
49.7,20606,-71.5,-89.5,5,0.00,99,33,475.4,475.4,475.4
46.0,21070,-68.0,-88.8,4,0.00,90,46,494.4,494.4,494.4
43.3,21434,-65.3,-88.3,3,0.00,90,46,509.7,509.7,509.7
36.0,22554,-67.3,-90.3,3,0.00,90,47,532.2,532.3,532.2
35.9,22571,-67.3,-90.3,3,0.00,90,47,532.6,532.6,532.6
30.2,23629,-61.9,-89.7,1,0.00,90,72,574.2,574.2,574.2
30.0,23670,-61.7,-89.7,1,0.00,90,72,575.9,575.9,575.9
28.0,24098,-60.6,-89.5,1,0.00,95,62,590.3,590.4,590.3
27.8,24143,-60.5,-89.5,1,0.00,NaN,NaN,591.9,591.9,591.9
