PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1002.0,84,27.8,21.8,70,16.71,20,6,300.8,350.1,303.8
1000.0,103,27.6,22.6,74,17.61,20,7,300.8,352.7,303.9
954.0,521,26.2,20.2,70,15.89,59,10,303.4,350.8,306.3
947.0,586,25.7,20.0,71,15.81,65,10,303.5,350.7,306.4
925.0,793,24.0,19.4,75,15.58,75,10,303.8,350.4,306.7
911.0,926,22.9,19.1,79,15.50,75,10,304.1,350.4,306.9
877.0,1257,20.2,18.3,89,15.30,45,12,304.6,350.4,307.4
850.0,1529,18.0,17.6,98,15.13,35,11,305.0,350.4,307.8
848.0,1549,17.9,17.5,98,15.07,35,11,305.1,350.3,307.8
842.0,1610,17.6,17.2,98,14.89,42,11,305.4,350.2,308.1
823.0,1803,16.6,15.8,95,13.89,65,11,306.3,348.2,308.9
704.0,3123,9.6,6.0,78,8.40,60,4,312.6,338.9,314.2
700.0,3170,9.4,5.1,75,7.93,60,4,312.9,337.8,314.4
632.0,4015,6.3,-0.2,63,6.02,40,10,318.6,338.2,319.8
617.0,4213,5.6,-1.4,61,5.63,32,11,320.0,338.4,321.1
604.0,4388,4.7,-0.5,69,6.16,25,12,320.9,341.1,322.1
599.0,4456,4.4,-0.1,73,6.38,29,13,321.3,342.2,322.6
589.0,4593,4.0,-4.0,56,4.86,36,16,322.4,338.6,323.4
584.0,4663,3.5,-3.1,62,5.25,40,17,322.6,340.0,323.6
569.0,4874,2.0,-0.3,85,6.62,25,11,323.2,345.1,324.5
555.0,5076,1.6,-6.4,55,4.29,6,10,325.1,339.6,325.9
546.0,5208,0.4,-5.6,64,4.64,353,10,325.2,340.8,326.1
500.0,5910,-3.9,-10.9,58,3.35,285,7,328.2,339.8,328.9
467.0,6444,-6.7,-20.7,32,1.58,301,2,331.2,337.0,331.5
458.0,6593,-7.7,-21.2,33,1.55,305,1,331.8,337.5,332.1
401.0,7611,-14.4,-24.4,42,1.33,190,10,336.0,340.9,336.2
400.0,7630,-14.5,-24.5,42,1.32,195,12,336.1,341.0,336.3
390.0,7821,-15.7,-27.7,35,1.01,195,13,336.9,340.8,337.1
371.0,8196,-19.3,-26.3,54,1.21,195,15,337.0,341.6,337.2
367.0,8276,-19.9,-27.1,53,1.14,195,15,337.2,341.5,337.4
353.0,8563,-22.1,-29.9,50,0.91,205,13,338.0,341.5,338.2
346.0,8711,-23.3,-31.3,48,0.81,198,12,338.4,341.5,338.5
333.0,8987,-25.2,-36.1,35,0.53,185,11,339.5,341.6,339.6
300.0,9740,-30.3,-49.3,14,0.14,245,9,342.6,343.2,342.6
261.0,10710,-38.4,-55.9,14,0.08,190,5,344.6,344.9,344.6
250.0,11010,-40.9,-57.9,14,0.06,165,10,345.1,345.4,345.1
245.0,11145,-42.1,-58.3,15,0.06,170,11,345.3,345.6,345.3
225.0,11716,-47.3,-60.2,21,0.05,130,13,345.8,346.1,345.8
220.0,11867,-48.7,-60.7,23,0.05,139,14,345.9,346.2,345.9
217.0,11957,-49.2,-62.1,21,0.04,145,14,346.4,346.6,346.5
200.0,12490,-52.5,-70.5,10,0.01,105,26,349.5,349.5,349.5
189.0,12854,-54.9,-73.9,8,0.01,103,31,351.3,351.4,351.3
173.0,13404,-59.6,-75.6,11,0.01,100,38,352.5,352.5,352.5
150.0,14290,-67.3,-78.3,20,0.01,75,24,354.0,354.0,354.0
149.0,14329,-67.6,-78.5,20,0.01,70,23,354.1,354.1,354.1
132.0,15038,-73.6,-81.6,28,0.00,85,13,355.9,355.9,355.9
129.0,15173,-74.7,-82.2,31,0.00,75,10,356.2,356.2,356.2
121.0,15548,-77.9,-83.9,38,0.00,75,8,357.0,357.0,357.0
117.0,15737,-78.8,-84.8,37,0.00,95,11,358.7,358.8,358.7
113.0,15933,-79.8,-85.8,37,0.00,125,14,360.6,360.6,360.6
106.0,16292,-81.5,-87.5,36,0.00,115,22,363.9,363.9,363.9
100.0,16620,-83.1,-89.1,35,0.00,135,23,366.9,366.9,366.9
96.0,16845,-84.5,-90.5,35,0.00,140,26,368.5,368.5,368.5
93.3,17003,-85.5,-91.5,34,0.00,125,29,369.6,369.6,369.6
91.0,17142,-82.7,-89.9,29,0.00,105,30,377.7,377.7,377.7
89.5,17234,-80.9,-88.9,25,0.00,107,31,383.1,383.1,383.1
83.5,17621,-84.1,-91.1,29,0.00,114,34,384.3,384.3,384.3
79.0,17933,-79.8,-90.4,16,0.00,120,37,399.3,399.3,399.3
76.1,18144,-76.9,-89.9,11,0.00,96,30,409.6,409.7,409.6
76.0,18151,-76.9,-89.9,11,0.00,95,30,409.7,409.7,409.7
70.0,18620,-79.5,-91.5,13,0.00,95,16,414.0,414.0,414.0
67.0,18868,-79.9,-91.4,14,0.00,65,20,418.3,418.3,418.3
64.4,19093,-80.3,-91.3,15,0.00,71,21,422.2,422.2,422.2
61.0,19403,-77.3,-90.2,11,0.00,80,22,435.6,435.6,435.6
59.1,19584,-75.5,-89.5,10,0.00,47,22,443.5,443.5,443.5
59.0,19594,-75.5,-89.5,10,0.00,45,22,443.6,443.6,443.6
55.0,19999,-76.6,-90.0,10,0.00,10,20,450.1,450.2,450.1
53.0,20213,-77.2,-90.3,11,0.00,25,19,453.6,453.6,453.6
51.9,20334,-77.5,-90.5,11,0.00,47,23,455.6,455.6,455.6
51.0,20435,-75.4,-90.3,8,0.00,65,26,462.7,462.7,462.7
50.0,20550,-73.1,-90.1,6,0.00,65,26,470.8,470.8,470.8
47.4,20866,-68.3,-89.3,4,0.00,75,39,489.5,489.6,489.5
46.0,21047,-67.6,-89.5,3,0.00,80,47,495.5,495.6,495.5
45.0,21180,-67.0,-89.6,3,0.00,85,47,500.0,500.0,500.0
43.0,21454,-65.9,-89.9,2,0.00,83,50,509.2,509.3,509.2
42.0,21597,-66.5,-90.5,2,0.00,82,51,511.2,511.2,511.2
