data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-02-19 12:00:00,1003.0,84,24.8,22.7,88,17.67,220,4,297.7,349.1,300.8,NaN
2026-02-19 12:00:00,1000.0,112,24.4,22.5,89,17.50,255,4,297.6,348.4,300.7,NaN
2026-02-19 12:00:00,980.0,290,22.6,21.4,93,16.67,290,4,297.5,345.9,300.4,NaN
2026-02-19 12:00:00,958.0,489,23.6,19.2,76,14.84,329,5,300.4,344.1,303.1,NaN
2026-02-19 12:00:00,925.0,796,22.2,18.7,81,14.90,30,5,302.0,346.2,304.7,NaN
2026-02-19 12:00:00,902.0,1014,20.9,17.0,78,13.73,30,10,302.9,343.8,305.4,NaN
2026-02-19 12:00:00,850.0,1527,18.0,13.1,73,11.27,45,17,305.0,338.9,307.1,NaN
2026-02-19 12:00:00,840.0,1628,17.6,12.1,70,10.67,45,16,305.6,337.9,307.6,NaN
2026-02-19 12:00:00,833.0,1700,17.4,11.4,68,10.26,44,16,306.1,337.3,308.0,NaN
2026-02-19 12:00:00,802.0,2024,14.8,12.8,88,11.71,38,14,306.7,342.2,308.9,NaN
2026-02-19 12:00:00,784.0,2215,13.8,11.6,86,11.03,35,13,307.7,341.3,309.7,NaN
2026-02-19 12:00:00,719.0,2943,10.2,6.8,79,8.69,54,17,311.4,338.4,313.0,NaN
2026-02-19 12:00:00,700.0,3166,9.2,1.2,57,6.00,60,18,312.6,331.7,313.8,NaN
2026-02-19 12:00:00,690.0,3285,8.6,-3.2,43,4.41,60,18,313.2,327.5,314.1,NaN
2026-02-19 12:00:00,684.0,3358,8.2,-5.8,37,3.64,59,17,313.6,325.5,314.3,NaN
2026-02-19 12:00:00,678.0,3430,7.4,2.5,71,6.80,58,17,313.5,335.1,314.8,NaN
2026-02-19 12:00:00,667.0,3565,6.2,5.0,92,8.27,56,16,313.6,339.6,315.2,NaN
2026-02-19 12:00:00,662.0,3627,5.8,4.6,92,8.09,55,15,313.8,339.3,315.4,NaN
2026-02-19 12:00:00,640.0,3904,4.0,2.7,91,7.32,75,14,314.8,338.1,316.2,NaN
2026-02-19 12:00:00,634.0,3980,3.6,2.4,92,7.21,80,14,315.2,338.2,316.6,NaN
2026-02-19 12:00:00,614.0,4239,2.2,1.2,93,6.84,45,10,316.5,338.5,317.9,NaN
2026-02-19 12:00:00,594.0,4506,0.8,-0.0,94,6.48,60,12,317.9,338.8,319.1,NaN
2026-02-19 12:00:00,553.0,5082,-2.3,-2.6,98,5.75,70,10,320.8,339.7,321.9,NaN
2026-02-19 12:00:00,515.0,5647,-4.5,-8.1,76,4.06,81,9,324.7,338.5,325.5,NaN
2026-02-19 12:00:00,500.0,5880,-5.9,-7.6,88,4.34,85,8,325.8,340.5,326.6,NaN
2026-02-19 12:00:00,478.0,6231,-8.3,-8.3,100,4.30,85,10,327.0,341.7,327.9,NaN
2026-02-19 12:00:00,464.0,6461,-9.4,-11.2,87,3.52,85,11,328.5,340.7,329.2,NaN
2026-02-19 12:00:00,455.0,6612,-10.1,-13.1,79,3.08,83,11,329.4,340.2,330.0,NaN
2026-02-19 12:00:00,426.0,7112,-14.2,-15.7,88,2.66,75,10,330.5,339.8,331.0,NaN
2026-02-19 12:00:00,400.0,7590,-18.1,-18.2,99,2.29,100,11,331.4,339.6,331.8,NaN
2026-02-19 12:00:00,398.0,7627,-18.5,-18.6,99,2.23,100,11,331.3,339.3,331.8,NaN
2026-02-19 12:00:00,387.0,7836,-18.3,-20.6,82,1.93,100,11,334.3,341.3,334.6,NaN
2026-02-19 12:00:00,377.0,8031,-19.3,-22.9,73,1.62,140,10,335.4,341.4,335.7,NaN
2026-02-19 12:00:00,370.0,8170,-20.1,-24.6,67,1.42,135,10,336.2,341.5,336.5,NaN
2026-02-19 12:00:00,366.0,8251,-20.5,-25.5,64,1.32,140,11,336.7,341.7,337.0,NaN
2026-02-19 12:00:00,356.0,8455,-22.1,-24.7,79,1.46,151,13,337.2,342.7,337.5,NaN
2026-02-19 12:00:00,353.0,8517,-22.5,-27.5,64,1.14,155,14,337.5,341.8,337.7,NaN
2026-02-19 12:00:00,343.0,8726,-24.0,-27.8,70,1.14,135,13,338.3,342.6,338.5,NaN
2026-02-19 12:00:00,333.0,8942,-25.5,-28.2,78,1.13,138,12,339.1,343.4,339.3,NaN
2026-02-19 12:00:00,323.0,9162,-26.7,-30.4,71,0.95,142,11,340.4,344.1,340.6,NaN
2026-02-19 12:00:00,314.0,9364,-28.4,-32.0,71,0.84,145,10,340.8,344.1,341.0,NaN
2026-02-19 12:00:00,300.0,9690,-31.1,-34.6,71,0.68,155,16,341.4,344.1,341.6,NaN
2026-02-19 12:00:00,292.0,9880,-32.5,-36.9,65,0.56,165,16,342.1,344.3,342.2,NaN
2026-02-19 12:00:00,271.0,10405,-36.3,-43.3,48,0.31,165,16,343.9,345.2,344.0,NaN
2026-02-19 12:00:00,250.0,10960,-41.1,-45.3,64,0.27,165,17,344.8,346.0,344.9,NaN
2026-02-19 12:00:00,246.0,11069,-42.1,-45.8,68,0.26,165,17,344.9,346.0,344.9,NaN
2026-02-19 12:00:00,237.0,11319,-44.5,-46.8,78,0.24,170,17,345.0,346.0,345.1,NaN
2026-02-19 12:00:00,219.0,11842,-48.9,-53.9,56,0.11,180,18,346.1,346.6,346.1,NaN
2026-02-19 12:00:00,210.0,12114,-51.3,-55.2,63,0.10,185,19,346.5,346.9,346.5,NaN
2026-02-19 12:00:00,200.0,12430,-54.1,-56.8,72,0.09,180,23,346.9,347.3,346.9,NaN
2026-02-19 12:00:00,194.0,12624,-55.7,-59.1,65,0.07,170,28,347.4,347.8,347.5,NaN
2026-02-19 12:00:00,188.0,12825,-57.3,-61.5,59,0.05,168,25,348.0,348.2,348.0,NaN
2026-02-19 12:00:00,175.0,13276,-59.5,-72.5,17,0.01,162,18,351.5,351.6,351.6,NaN
2026-02-19 12:00:00,170.0,13457,-60.1,-74.6,13,0.01,160,15,353.5,353.5,353.5,NaN
2026-02-19 12:00:00,165.0,13644,-60.7,-76.7,10,0.01,199,12,355.5,355.5,355.5,NaN
2026-02-19 12:00:00,151.0,14189,-65.7,-77.1,19,0.01,315,3,356.0,356.0,356.0,NaN
2026-02-19 12:00:00,150.0,14230,-66.1,-77.1,20,0.01,310,4,356.0,356.1,356.0,NaN
2026-02-19 12:00:00,142.0,14559,-69.1,-78.3,25,0.01,290,11,356.4,356.4,356.4,NaN
2026-02-19 12:00:00,137.0,14775,-71.1,-79.1,30,0.01,294,17,356.5,356.6,356.5,NaN
2026-02-19 12:00:00,125.0,15304,-74.5,-81.6,33,0.00,305,32,359.9,359.9,359.9,NaN
2026-02-19 12:00:00,113.0,15886,-78.2,-84.3,37,0.00,325,13,363.5,363.5,363.5,NaN
2026-02-19 12:00:00,101.0,16534,-82.3,-87.3,43,0.00,105,2,367.4,367.4,367.4,NaN
2026-02-19 12:00:00,100.0,16590,-82.7,-88.7,35,0.00,105,2,367.7,367.7,367.7,NaN
2026-02-19 12:00:00,99.9,16596,-82.9,-88.9,35,0.00,105,2,367.4,367.4,367.4,NaN
2026-02-19 12:00:00,97.0,16759,-83.1,-89.1,35,0.00,100,17,370.2,370.2,370.2,NaN
2026-02-19 12:00:00,96.6,16782,-83.1,-89.1,35,0.00,98,17,370.6,370.6,370.6,NaN
2026-02-19 12:00:00,94.7,16893,-80.3,-87.3,31,0.00,91,19,378.2,378.2,378.2,NaN
2026-02-19 12:00:00,91.0,17117,-80.6,-87.8,29,0.00,75,23,381.9,382.0,381.9,NaN
2026-02-19 12:00:00,83.0,17633,-81.2,-89.0,26,0.00,60,12,390.8,390.8,390.8,NaN
2026-02-19 12:00:00,79.7,17860,-81.5,-89.5,25,0.00,83,18,394.8,394.8,394.8,NaN
2026-02-19 12:00:00,78.0,17983,-80.2,-88.8,23,0.00,95,21,399.8,399.9,399.8,NaN
2026-02-19 12:00:00,76.0,18131,-78.7,-88.0,21,0.00,85,21,406.0,406.0,406.0,NaN
2026-02-19 12:00:00,73.0,18360,-76.4,-86.8,18,0.00,70,10,415.6,415.6,415.6,NaN
2026-02-19 12:00:00,71.4,18486,-75.1,-86.1,17,0.00,20,7,421.0,421.0,421.0,NaN
2026-02-19 12:00:00,70.0,18600,-75.3,-87.3,14,0.00,335,4,423.0,423.0,423.0,NaN
2026-02-19 12:00:00,68.0,18768,-75.2,-87.4,14,0.00,260,4,426.7,426.7,426.7,NaN
2026-02-19 12:00:00,65.0,19030,-75.1,-87.6,13,0.00,205,13,432.5,432.5,432.5,NaN
2026-02-19 12:00:00,64.0,19119,-75.0,-87.7,13,0.00,190,19,434.5,434.6,434.5,NaN
2026-02-19 12:00:00,61.4,19360,-74.9,-87.9,12,0.00,190,13,440.0,440.0,440.0,NaN
2026-02-19 12:00:00,61.0,19398,-75.0,-88.0,12,0.00,190,12,440.6,440.6,440.6,NaN
