data,PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
2026-03-13 12:00:00,1004.0,84,24.6,23.2,92,18.21,80,2,297.4,350.3,300.6,NaN
2026-03-13 12:00:00,1000.0,116,24.2,23.2,94,18.28,80,2,297.4,350.5,300.6,NaN
2026-03-13 12:00:00,983.0,267,22.8,22.7,99,18.03,82,6,297.4,349.8,300.6,NaN
2026-03-13 12:00:00,975.0,339,22.6,21.2,92,16.55,82,7,297.9,346.1,300.9,NaN
2026-03-13 12:00:00,952.0,548,24.4,16.4,61,12.47,84,12,301.8,338.8,304.0,NaN
2026-03-13 12:00:00,945.0,613,24.1,16.4,62,12.53,85,14,302.1,339.3,304.4,NaN
2026-03-13 12:00:00,925.0,801,23.2,16.2,65,12.68,90,13,303.0,340.9,305.3,NaN
2026-03-13 12:00:00,915.0,896,23.2,14.2,57,11.24,92,12,304.0,337.7,306.0,NaN
2026-03-13 12:00:00,901.0,1029,22.4,13.6,58,10.99,95,10,304.5,337.6,306.5,NaN
2026-03-13 12:00:00,887.0,1165,21.6,13.0,58,10.73,120,11,305.0,337.4,307.0,NaN
2026-03-13 12:00:00,850.0,1534,19.4,11.4,60,10.05,95,7,306.4,337.1,308.3,NaN
2026-03-13 12:00:00,700.0,3175,8.6,6.2,85,8.57,205,4,312.0,338.7,313.6,NaN
2026-03-13 12:00:00,673.0,3500,6.8,4.8,87,8.08,320,1,313.5,338.9,315.0,NaN
2026-03-13 12:00:00,622.0,4146,3.6,2.3,91,7.32,2,8,317.0,340.4,318.4,NaN
2026-03-13 12:00:00,607.0,4342,2.4,1.1,91,6.88,15,10,317.8,340.0,319.1,NaN
2026-03-13 12:00:00,555.0,5063,-2.0,-3.3,91,5.45,330,11,320.9,338.8,321.9,NaN
2026-03-13 12:00:00,549.0,5151,-2.5,-3.8,91,5.29,342,12,321.2,338.7,322.3,NaN
2026-03-13 12:00:00,538.0,5311,-3.1,-5.6,83,4.71,5,13,322.4,338.1,323.3,NaN
