PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1004.0,84,24.6,22.5,88,17.43,20,2,297.4,348.1,300.5
1000.0,116,24.4,22.2,88,17.17,20,2,297.6,347.5,300.6
943.0,629,22.4,18.1,77,14.09,85,11,300.6,342.1,303.1
925.0,798,21.8,16.8,73,13.18,85,14,301.6,340.7,304.0
908.0,959,21.1,16.2,74,12.91,80,22,302.4,340.8,304.8
850.0,1530,18.4,14.0,76,11.96,85,19,305.4,341.5,307.6
835.0,1682,17.7,12.5,72,11.02,90,19,306.2,339.6,308.3
803.0,2016,16.2,9.2,63,9.17,80,18,308.1,336.2,309.8
761.0,2468,13.4,7.8,69,8.77,95,16,309.8,336.9,311.4
708.0,3075,9.6,5.8,77,8.24,60,10,312.1,337.8,313.6
700.0,3170,9.0,5.5,79,8.16,45,7,312.4,338.0,314.0
598.0,4458,1.2,0.8,97,6.83,71,4,317.8,339.8,319.1
548.0,5157,-2.3,-2.3,100,5.93,86,2,321.6,341.1,322.8
520.0,5570,-4.5,-5.3,94,4.97,95,1,323.9,340.5,324.8
500.0,5880,-6.1,-7.6,89,4.34,80,4,325.5,340.2,326.4
486.0,6103,-6.9,-9.9,79,3.73,80,7,327.2,340.0,327.9
461.0,6512,-10.0,-11.6,88,3.43,80,13,328.3,340.2,329.0
443.0,6820,-12.3,-12.9,95,3.21,105,11,329.2,340.3,329.8
434.0,6979,-13.5,-13.6,99,3.10,84,11,329.6,340.4,330.2
430.0,7050,-13.5,-14.8,90,2.84,75,11,330.4,340.4,331.0
422.0,7193,-13.5,-17.2,74,2.37,78,12,332.2,340.7,332.7
402.0,7562,-16.2,-19.0,79,2.13,85,13,333.3,341.0,333.8
400.0,7600,-16.5,-19.2,80,2.11,85,13,333.5,341.1,333.9
394.0,7713,-17.3,-19.6,82,2.07,93,14,333.9,341.4,334.3
375.0,8077,-19.9,-22.7,78,1.66,120,16,335.2,341.3,335.6
330.0,9018,-26.5,-30.6,68,0.91,117,20,338.6,342.1,338.8
316.0,9330,-28.3,-36.3,46,0.55,116,22,340.3,342.5,340.4
313.0,9398,-28.7,-36.7,46,0.53,116,22,340.7,342.8,340.8
303.0,9629,-30.7,-37.2,53,0.52,115,23,341.0,343.1,341.1
300.0,9700,-31.3,-37.3,55,0.52,115,24,341.1,343.2,341.2
288.0,9987,-33.7,-37.8,66,0.51,121,23,341.7,343.8,341.8
263.0,10611,-38.6,-45.8,46,0.24,135,21,343.6,344.6,343.6
250.0,10960,-41.3,-50.3,37,0.15,130,27,344.5,345.2,344.6
211.0,12077,-50.6,-65.7,15,0.03,135,39,347.2,347.3,347.2
200.0,12430,-53.5,-70.5,11,0.01,140,37,347.9,348.0,347.9
195.0,12593,-54.9,-69.9,14,0.02,140,35,348.2,348.3,348.2
193.0,12659,-55.3,-71.5,12,0.01,140,34,348.6,348.6,348.6
185.0,12929,-56.9,-77.9,5,0.01,143,19,350.2,350.2,350.2
181.0,13064,-57.9,-78.0,6,0.01,145,12,350.7,350.7,350.7
171.0,13417,-60.6,-78.3,8,0.01,180,4,352.0,352.0,352.0
161.0,13791,-63.5,-78.6,11,0.01,295,10,353.2,353.3,353.2
156.0,13987,-65.0,-78.7,14,0.01,305,16,353.9,353.9,353.9
150.0,14230,-66.9,-78.9,17,0.01,305,20,354.6,354.7,354.6
138.0,14723,-70.9,-80.6,23,0.00,255,16,356.1,356.1,356.1
127.0,15214,-74.9,-82.4,31,0.00,275,24,357.4,357.4,357.4
125.0,15308,-75.7,-82.7,33,0.00,277,22,357.7,357.7,357.7
112.0,15935,-78.4,-85.4,32,0.00,290,11,364.0,364.0,364.0
107.0,16196,-79.6,-86.6,31,0.00,5,3,366.6,366.6,366.6
105.0,16303,-80.0,-87.0,31,0.00,70,11,367.7,367.7,367.7
103.0,16413,-80.5,-87.5,31,0.00,75,17,368.8,368.8,368.8
101.0,16524,-80.3,-87.3,31,0.00,80,21,371.3,371.3,371.3
100.0,16580,-79.9,-87.9,26,0.00,80,21,373.1,373.1,373.1
93.0,16990,-80.5,-88.9,24,0.00,50,17,379.8,379.8,379.8
90.0,17175,-80.7,-89.4,23,0.00,65,15,382.9,382.9,382.9
85.5,17465,-81.1,-90.1,21,0.00,98,19,387.8,387.8,387.8
82.0,17701,-81.0,-91.2,17,0.00,125,22,392.7,392.7,392.7
79.8,17854,-80.9,-91.9,15,0.00,121,27,395.9,395.9,395.9
77.0,18059,-78.1,-91.0,11,0.00,115,33,405.8,405.8,405.8
75.0,18210,-76.0,-90.4,9,0.00,105,24,413.2,413.2,413.2
74.0,18287,-75.0,-90.1,8,0.00,90,14,417.0,417.0,417.0
73.0,18366,-73.9,-89.8,7,0.00,50,9,420.9,420.9,420.9
72.8,18381,-73.7,-89.7,7,0.00,43,9,421.6,421.6,421.6
72.0,18446,-74.0,-90.0,7,0.00,15,10,422.2,422.3,422.2
