PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1001.0,84,22.8,21.4,92,16.32,40,2,295.9,343.0,298.8
1000.0,93,22.8,21.3,91,16.23,0,1,295.9,342.8,298.8
995.0,137,22.7,21.1,91,16.10,0,1,296.2,342.8,299.1
925.0,771,20.6,18.1,86,14.34,170,2,300.4,342.6,302.9
850.0,1506,19.4,12.4,64,10.75,335,3,306.4,339.1,308.4
792.0,2114,18.2,8.2,52,8.69,352,3,311.4,338.5,313.1
720.0,2923,13.3,5.6,60,7.97,15,3,314.6,339.8,316.1
700.0,3162,11.8,4.8,62,7.76,40,6,315.5,340.2,317.0
647.0,3817,8.2,2.2,66,6.98,14,17,318.6,341.2,320.0
630.0,4035,6.2,1.5,72,6.83,5,21,318.8,340.9,320.1
603.0,4393,3.0,0.4,83,6.59,15,26,319.1,340.5,320.4
593.0,4530,1.8,0.0,88,6.50,20,24,319.2,340.3,320.5
583.0,4665,1.1,-0.5,89,6.36,25,22,320.0,340.7,321.2
549.0,5145,-1.3,-2.4,92,5.88,10,9,322.6,342.1,323.8
527.0,5471,-3.0,-3.7,95,5.57,25,13,324.4,343.0,325.5
518.0,5608,-3.7,-4.2,96,5.44,15,11,325.2,343.4,326.3
500.0,5890,-5.1,-5.3,99,5.19,15,9,326.8,344.2,327.8
494.0,5985,-5.7,-5.8,99,5.05,18,11,327.1,344.2,328.1
490.0,6047,-6.0,-6.2,99,4.94,20,13,327.5,344.2,328.5
464.0,6467,-8.4,-8.8,97,4.26,345,12,329.7,344.4,330.6
424.0,7161,-12.2,-13.1,93,3.30,20,12,333.4,345.1,334.1
400.0,7610,-14.7,-15.9,91,2.78,25,9,335.8,345.8,336.4
396.0,7686,-15.1,-16.4,90,2.70,28,8,336.2,346.0,336.8
357.0,8457,-20.4,-22.0,87,1.85,60,2,339.3,346.1,339.6
328.0,9086,-24.7,-26.6,84,1.33,79,4,341.6,346.7,341.9
300.0,9730,-29.7,-31.3,86,0.94,100,6,343.4,347.1,343.6
250.0,11000,-40.1,-42.9,74,0.35,120,8,346.3,347.8,346.4
245.0,11138,-41.3,-44.8,69,0.29,127,9,346.5,347.7,346.6
239.0,11305,-42.8,-46.1,69,0.26,135,10,346.8,347.8,346.8
218.0,11925,-48.3,-51.1,73,0.16,140,12,347.5,348.2,347.5
200.0,12490,-53.1,-56.5,66,0.09,145,13,348.5,348.9,348.5
197.0,12587,-54.1,-57.6,65,0.08,147,13,348.4,348.8,348.4
192.0,12747,-55.5,-59.4,62,0.07,150,14,348.8,349.1,348.8
184.0,13013,-57.8,-62.3,56,0.05,135,13,349.4,349.6,349.4
176.0,13291,-60.2,-65.3,51,0.03,150,14,349.9,350.1,349.9
166.0,13657,-63.3,-69.3,44,0.02,142,16,350.5,350.6,350.5
164.0,13730,-63.8,-70.4,40,0.02,140,16,350.9,351.0,350.9
156.0,14034,-65.9,-74.9,27,0.01,140,22,352.4,352.4,352.4
150.0,14270,-67.7,-74.7,36,0.01,140,26,353.3,353.3,353.3
137.0,14806,-72.0,-79.0,34,0.01,135,38,354.9,355.0,354.9
130.0,15116,-74.5,-81.5,33,0.00,123,49,355.8,355.9,355.8
128.0,15206,-74.6,-82.1,31,0.00,120,52,357.2,357.3,357.2
120.0,15580,-75.0,-84.5,22,0.00,110,40,363.2,363.2,363.2
118.0,15677,-75.1,-85.1,20,0.00,100,36,364.7,364.7,364.7
114.0,15877,-76.1,-85.1,23,0.00,80,28,366.5,366.5,366.5
101.0,16564,-81.7,-87.7,36,0.00,30,26,368.6,368.6,368.6
100.0,16620,-82.5,-87.5,42,0.00,30,26,368.1,368.1,368.1
96.0,16847,-83.8,-88.6,43,0.00,30,23,370.0,370.0,370.0
90.1,17199,-85.7,-90.4,43,0.00,70,25,372.9,372.9,372.9
86.0,17459,-84.3,-90.4,34,0.00,105,30,380.6,380.6,380.6
76.0,18150,-80.7,-90.3,19,0.00,95,38,401.8,401.8,401.8
74.9,18232,-80.3,-90.3,18,0.00,93,36,404.4,404.4,404.4
72.8,18394,-76.7,-88.7,14,0.00,90,31,415.3,415.3,415.3
70.0,18620,-77.7,-89.7,13,0.00,85,24,417.8,417.9,417.8
69.0,18703,-77.4,-89.7,13,0.00,75,14,420.2,420.2,420.2
67.0,18871,-76.8,-89.7,11,0.00,105,2,425.1,425.1,425.1
66.8,18888,-76.7,-89.7,11,0.00,110,2,425.6,425.6,425.6
63.0,19223,-78.2,-90.4,12,0.00,215,12,429.6,429.6,429.6
62.0,19315,-78.5,-90.6,13,0.00,200,12,430.7,430.7,430.7
61.6,19352,-78.7,-90.7,13,0.00,194,12,431.2,431.2,431.2
58.0,19702,-75.8,-89.8,10,0.00,140,11,445.2,445.2,445.2
54.0,20118,-72.4,-88.8,7,0.00,135,27,462.2,462.3,462.2
52.0,20338,-70.6,-88.2,6,0.00,110,17,471.5,471.5,471.5
51.5,20394,-70.1,-88.1,6,0.00,NaN,NaN,473.9,473.9,473.9
