shr06_u,shr06_v,shr06_mag,rm_u,rm_v,rm_speed,mean_u,mean_v,mean_speed,corfidi_up_u,corfidi_up_v,corfidi_up_speed,corfidi_down_u,corfidi_down_v,corfidi_down_speed,galvez_davison
0.24103083844827267,4.345258088498076,4.351937927032167,-3.72512656888933,-6.651075047442639,7.623212396421819,-17.5516161843539,-2.028242931684814,17.668418154232235,6.662215626305089,4.960621661586556,8.3061955383187,-9.22819164625162,1.7127598833570596,9.385790722042842,19.426488139272244
